step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,10.350142065678053,10,0.012451030313968658,0.5315424799919128,0,0.0,38.38719593757439,6.834421136893197,1.480924129486084,1322.558807849884
45056,47.158602763437116,10,-0.17202448844909668,122.62176513671875,8,0.8,5.931483967860997,0.0,1.3810827732086182,1396.3325090408325
86016,30.074748011150344,10,-0.08866258710622787,138.29107666015625,10,1.0,5.2090133367469775,0.0,1.3748154640197754,1344.6300973892212
126976,45.3996328312022,10,-0.02396029606461525,30.65459442138672,9,0.9,7.373203128316679,0.0,1.404252290725708,1311.5795347690582
167936,71.19395850759915,10,-0.021092860028147697,38.34882354736328,5,0.5,30.50631566559289,0.0,1.3650474548339844,1371.5227735042572
208896,94.76244720468947,10,0.1304185688495636,77.16310119628906,5,0.5,65.69369004856067,0.0,1.3127833604812622,1360.1016030311584
249856,94.58899614341077,10,0.09430041909217834,74.31756591796875,9,0.9,79.44919205888345,0.0,1.23716402053833,1354.2520594596863
290816,105.1560261753119,10,0.004836969077587128,28.672475814819336,4,0.4,8.61523360945754,0.0,1.2252166271209717,1327.1668186187744
331776,116.66471616871776,10,0.016487546265125275,174.85122680664062,6,0.6,7.613407261707862,0.0,1.0974879264831543,1388.4167428016663
372736,119.56668703223845,10,0.07243987917900085,26.40609359741211,5,0.5,8.890402290929998,0.0,1.2080696821212769,1404.265540599823
