step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,-5.064558593749882,10,-0.05724051594734192,1.6076451539993286,0,0.0,10.79856680812701,0.3176475555999271,1.568584680557251,0.9209176301956177,0.039078809320926666,2.4854204654693604,1.4631397724151611,0.0,0.0,0.11599276959896088,0.11599276959896088,0.8228067755699158,948.5348801612854
45056,123.86159420166013,10,0.14438274502754211,2.335869312286377,0,0.0,7.864996412397764,0.0,1.5111976861953735,1.3652853965759277,0.0,5.102910041809082,3.31619930267334,0.0,0.0,1.072488784790039,1.072488784790039,0.5888511538505554,935.5140581130981
86016,221.58230300264356,10,0.11869682371616364,249.719482421875,1,0.1,10.597356406004316,0.0,1.2305657863616943,360.6304626464844,0.0,148.3334503173828,38.946800231933594,0.0,0.0,135.66961669921875,135.66961669921875,0.5313313007354736,1178.90065908432
126976,272.1638013550644,10,0.07953649759292603,82.26057434082031,0,0.0,6.362090891236552,0.0,1.1851186752319336,2728.171875,0.0,183.16558837890625,29.775840759277344,0.0,0.0,45.44596862792969,45.44596862792969,0.6084123253822327,1226.7332468032837
167936,306.695228523931,10,0.025107398629188538,54.844600677490234,0,0.0,6.275125755236143,0.0,1.1676602363586426,174.17654418945312,0.0,192.68154907226562,75.34635162353516,0.0,0.0,82.60700988769531,82.60700988769531,0.5307344794273376,1164.313324213028
208896,325.4580974998006,10,-0.13190659880638123,88.25396728515625,0,0.0,6.410210325311609,0.0,1.0459859371185303,215.49020385742188,0.0,220.0922393798828,35.53583526611328,0.0,0.0,63.294883728027344,63.294883728027344,0.41688400506973267,1191.870493888855
249856,344.9992246352308,10,-0.014541734009981155,39.851829528808594,0,0.0,6.390650340079618,0.0,1.1084468364715576,12001.8603515625,0.0,278.7176513671875,24.743080139160156,14.408613204956055,0.0011923650745302439,55.10203552246094,55.10203552246094,0.48341912031173706,1165.0966255664825
290816,359.95302995481734,10,-0.014367636293172836,49.88822555541992,0,0.0,6.308647187236935,0.0,1.05606210231781,2.8967247009277344,0.0,233.503662109375,53.519866943359375,0.0,0.0,32.78678512573242,32.78678512573242,0.6120439171791077,1241.2043724060059
331776,369.71881780021306,10,0.27433353662490845,32.76087188720703,0,0.0,6.055465873392772,0.0,1.0876774787902832,2.4529919624328613,0.0,134.27020263671875,23.834877014160156,1.037360429763794,1.5405288934707642,25.412132263183594,25.412132263183594,0.46890878677368164,1100.7383716106415
372736,378.35470858921457,10,-0.05312711000442505,22.945621490478516,0,0.0,6.457556175271013,0.0,0.991958498954773,3.783959150314331,0.0,107.38099670410156,24.470300674438477,1.0372049808502197,0.13319559395313263,25.23923110961914,25.23923110961914,0.43320387601852417,1085.3173308372498
