step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,L_eik,L_bc_raw,L_bc_normalized,L_ground_raw,L_ground_normalized,L_distill,mean_rho,mean_T_succ,mean_T_coll,n_grounding_points,sigma_eik,sigma_bc,sigma_ground,alm_lambda,alm_mu,L_eik_alm_contribution,n_success_buffer,n_collision_buffer,n_intermediate_buffer,train_time_per_iter
4096,-133.8739915059669,10,0.056091342121362686,10.641427993774414,0,0.0,16.108675507644534,0.0,1.5461260080337524,6.8244476318359375,0.0,0.0,0.0,0.0,0.09083885699510574,2.1702284812927246,0.0,0.0,0,0.0,0.9817368388175964,0.9817368388175964,0.0,1.0,23.286542892456055,0,0,0,598.0634074211121
45056,-65.66209615941935,10,0.1446584165096283,3.8615057468414307,0,0.0,17.318955955740407,0.0,1.473479151725769,6.08439826965332,0.0,0.0,0.0,0.0,0.11212029308080673,2.003876209259033,0.0,0.0,0,0.0,0.9646971821784973,0.9646971821784973,896.5601527355611,625.0,17023.748046875,0,0,0,585.1218369007111
86016,-35.47071689791333,10,-0.016233637928962708,98.96785736083984,0,0.0,8.523206754562004,0.0,1.4374170303344727,8.084810256958008,432.7447814941406,464.49200439453125,3893.98974609375,4149.771484375,0.11536277830600739,2.3909363746643066,20.802518844604492,0.0,128,0.0,0.9652232527732849,0.9687109589576721,251770.37313810922,10000.0,2362336.5,8,0,644,630.2482852935791
126976,-5.011551062708591,10,-0.046878986060619354,25.43474769592285,0,0.0,11.76914308315026,0.0,1.4281635284423828,8.649065017700195,361.1214904785156,381.6459045410156,3616.48291015625,3335.0576171875,0.06570293009281158,2.481715202331543,19.003196716308594,0.0,128,0.0,0.9727431535720825,1.0413780212402344,666963.1243520174,10000.0,6142639.0,8,0,644,595.361799955368
167936,-4.244240264229381,10,0.11720873415470123,4.752246379852295,0,0.0,20.44894847806691,0.1486836704835663,1.4227006435394287,11.147278785705566,46.737693786621094,48.22088623046875,1989.249267578125,1470.6297607421875,0.04553874209523201,3.0307226181030273,6.749143123626709,0.0,128,0.0,0.9845018982887268,1.1630882024765015,1135984.921895409,10000.0,13284449.0,24,0,1000,602.0624825954437
208896,-5.980116886857803,10,0.005006246268749237,6.321493148803711,0,0.0,15.779512273861242,0.0,1.3890986442565918,9.641379356384277,6.2755208015441895,6.322105884552002,2294.069091796875,1249.2017822265625,0.07172319293022156,2.6828908920288086,0.29717445373535156,0.0,128,0.0,0.9963093400001526,1.3552528619766235,1697476.7856043521,10000.0,16830798.0,32,0,1000,590.6190831661224
249856,-6.007970009804943,10,-0.020545881241559982,14.908039093017578,0,0.0,13.187886517275748,0.0,1.3948835134506226,9.601521492004395,164.4477996826172,158.19906616210938,983.8863525390625,350.63958740234375,0.0878816619515419,2.660538673400879,10.401468276977539,0.0,128,0.0,1.0195863246917725,1.6752275228500366,2150735.510943899,10000.0,21111280.0,32,0,1000,629.535632610321
290816,7.419003794280732,10,0.03676111251115799,19.46184539794922,0,0.0,12.244382538266292,0.0,1.4812724590301514,4.884787559509277,30.962749481201172,26.054960250854492,2363.65771484375,281.58154296875,0.09498244524002075,1.7693870067596436,3.749811887741089,0.0,128,0.0,1.0901451110839844,2.8981287479400635,2541717.9897264335,10000.0,12535058.0,48,0,1000,631.7819950580597
331776,22.10950325268425,10,0.06786716729402542,10.471966743469238,0,0.0,7.6057508294638,0.0,1.4736759662628174,6.59834623336792,21.218103408813477,15.279474258422852,2682.67919921875,101.81920623779297,0.0833529382944107,2.067844867706299,1.2371100187301636,0.0,128,0.0,1.1784623861312866,5.134099006652832,2834534.8405255694,10000.0,18920932.0,64,0,1000,644.616046667099
372736,19.65311772496471,10,0.07993121445178986,19.6935977935791,0,0.0,8.798781597331347,0.0,1.4798805713653564,7.484373092651367,80.32366180419922,37.85824203491211,1857.9501953125,31.24390411376953,0.07996539026498795,2.2731707096099854,5.860605716705322,0.0,128,0.0,1.4568973779678345,7.712687969207764,3200472.0251238663,10000.0,24233606.0,80,0,1000,613.0518853664398
