step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,285.14112890625,10,0.13613173365592957,4.091771125793457,0,0.0,10.60400591321499,0.3211043888964158,1.5284785032272339,476.0711364746094,0.0,6.2120747566223145,4.1649675369262695,0.0,0.0,0.4984559118747711,0.4984559118747711,0.7257964611053467,715.9663109779358
45056,424.13484354561604,10,0.008184649050235748,3.876711130142212,0,0.0,9.611734030739365,0.09136372181311639,1.3855738639831543,1.1420543193817139,0.0,5.124566078186035,3.822658061981201,0.0,0.0,0.7275575399398804,0.7275575399398804,1.0239479541778564,752.4446978569031
86016,401.6352230594027,10,0.2979273498058319,105.3425064086914,0,0.0,9.149682256663715,0.0,1.2212750911712646,4.148129940032959,0.0,343.4603271484375,55.85560607910156,0.0,0.0,47.454933166503906,47.454933166503906,0.6447293162345886,814.970133304596
126976,398.1100245097992,10,0.08988386392593384,64.13352966308594,0,0.0,7.40517792151579,0.0,1.1355769634246826,2.644000291824341,0.0,236.59207153320312,35.96532440185547,0.0,0.0,45.20616149902344,45.20616149902344,0.5234667658805847,805.281126499176
167936,409.92507337936814,10,-0.04439159110188484,50.463844299316406,0,0.0,6.421882383066332,0.0,1.0610965490341187,2.9167492389678955,0.0,80.29379272460938,22.911319732666016,0.0,0.0,34.516014099121094,34.516014099121094,0.373013436794281,762.6687512397766
208896,417.3075872501761,10,0.03472087159752846,51.77311325073242,0,0.0,6.121802205835455,0.0,1.0993924140930176,3.0018112659454346,0.0,383.060302734375,72.5567626953125,0.0,0.0,71.74383544921875,71.74383544921875,0.5795983672142029,775.8226840496063
249856,422.16221531874527,10,0.0401686392724514,17.131633758544922,0,0.0,6.330492191233649,0.0,1.0901734828948975,2.4167394638061523,0.0,86.12355041503906,14.607034683227539,0.03764933720231056,0.030538495630025864,16.58047866821289,16.58047866821289,0.49218931794166565,745.7375328540802
290816,427.50005884385484,10,0.08864504098892212,30.263301849365234,0,0.0,6.342536800083309,0.0,1.076556921005249,2.6337456703186035,0.0,115.06102752685547,26.084362030029297,0.06231994926929474,0.00039558904245495796,22.151716232299805,22.151716232299805,0.5266296863555908,780.7759766578674
331776,430.47583348155996,10,-0.03341303765773773,26.70069122314453,0,0.0,6.7441257076064804,0.0,1.0909996032714844,2.523883819580078,0.0,156.3580780029297,29.66006088256836,0.0,0.0,29.642791748046875,29.642791748046875,0.48460349440574646,784.8795621395111
372736,431.6347162892431,10,-0.10533406585454941,28.80603790283203,0,0.0,6.123561589006582,0.0,1.0428600311279297,1.9522743225097656,0.0,119.29605102539062,29.85843276977539,0.0006728805601596832,0.006456569768488407,18.62066650390625,18.62066650390625,0.4472905993461609,783.1032843589783
