step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,195.45599999999996,10,0.042825184762477875,1.1744177341461182,7,0.7,5.343482249345801,0.0,1.4936953783035278,1240.1382172107697
45056,94.39316708214123,10,-0.06166262924671173,87.73261260986328,7,0.7,65.19346018407745,0.0,1.486851692199707,1379.9173407554626
86016,89.37054877937531,10,0.002000376582145691,74.23775482177734,9,0.9,7.699117429620076,0.0,1.3808507919311523,1331.7187161445618
126976,73.1802279907815,10,0.03878357261419296,104.33389282226562,9,0.9,5.865948526237615,0.0,1.3115803003311157,1334.894381761551
167936,78.54414859472857,10,0.042152099311351776,69.51753997802734,7,0.7,9.35206773973697,0.0,1.273146390914917,1324.2042376995087
208896,93.72055423985118,10,-0.010298464447259903,33.044395446777344,5,0.5,9.658079832467955,0.0,1.2607026100158691,1360.718058347702
249856,100.39516500413595,10,-0.020357608795166016,101.73243713378906,6,0.6,10.24434450679962,0.0,1.2272212505340576,1370.2083716392517
290816,105.84611656975994,10,-0.0040236786007881165,21.252052307128906,4,0.4,39.05174567239397,0.0,1.1372863054275513,1440.707932472229
331776,106.63630626870369,10,0.055232934653759,53.23017120361328,5,0.5,13.535305178308574,0.0,1.1028289794921875,1400.927675485611
372736,108.6097773911313,10,0.04636257514357567,70.67948150634766,6,0.6,10.613692649849682,0.0,1.1646926403045654,1455.463775396347
