step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,106.84215000016395,10,-0.015514202415943146,1.826263189315796,10,1.0,8.32373839966719,0.0,1.5036040544509888,409.04730677604675
45056,50.50956177017606,10,-0.028099529445171356,68.36878204345703,8,0.8,11.505154439084242,0.0,1.3632866144180298,411.01791071891785
86016,68.75078969386192,10,-0.06281585991382599,27.600418090820312,6,0.6,11.72863110263611,0.0,1.4331949949264526,406.43197560310364
126976,74.32141399647637,10,-0.06919427961111069,90.98418426513672,6,0.6,6.222112280296942,0.0,1.2872347831726074,447.500128030777
167936,71.45798133599934,10,0.06399506330490112,39.42962646484375,8,0.8,1246.8713767130885,0.0,1.397362232208252,419.11910939216614
208896,80.9839076195541,10,0.03326326608657837,48.21988296508789,7,0.7,5.963568471050394,0.0,1.29086434841156,433.01933193206787
249856,89.61876096488268,10,0.05748557299375534,20.283855438232422,7,0.7,5.7008919491877394,0.0,1.3030906915664673,454.3714904785156
290816,96.5329129024374,10,-0.25201180577278137,195.8925323486328,3,0.3,12.864815600492795,0.0,1.2212038040161133,467.81214785575867
331776,93.63434832450191,10,-0.01939675584435463,35.863548278808594,7,0.7,10.749798313063703,0.0,1.2836496829986572,461.37492394447327
372736,93.73253193863725,10,0.015308670699596405,61.47367858886719,6,0.6,12.097953181476614,0.0,1.1073896884918213,490.0116581916809
