step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,cbf_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,23.722359653208006,10,0.14556586742401123,0.6188863515853882,1,0.1,109.82497850000222,0.0,1.5302096605300903,0.0,0.6691079139709473,0.0,0.09693422168493271,0.09693422168493271,797.330545425415
45056,27.864886648098143,10,-0.10627973079681396,271.45623779296875,10,1.0,5.657082124880869,0.0,1.449228286743164,1.3249591588974,249.9942169189453,0.0,38.31396484375,38.31396484375,874.9802949428558
86016,29.74491120085949,10,0.015864297747612,23.48502540588379,10,1.0,6.58333178982643,0.0,1.4281808137893677,0.7171570062637329,46.34318542480469,39.72794723510742,30.751022338867188,30.751022338867188,938.5948841571808
126976,57.30248254764811,10,0.10842757672071457,56.582176208496094,7,0.7,35.828821165365206,0.0,1.3793803453445435,0.0,73.171875,0.0,27.18073081970215,27.18073081970215,921.0443572998047
167936,59.052483998455955,10,-0.013534456491470337,87.21415710449219,8,0.8,5.853370009985239,0.0,1.340683937072754,0.05402640253305435,119.53729248046875,0.0,23.54486846923828,23.54486846923828,899.0592875480652
208896,62.526923012228615,10,0.06903315335512161,72.23876190185547,6,0.6,12.34542544457323,0.0,1.2668490409851074,0.0,89.20830535888672,0.0,30.957563400268555,30.957563400268555,1064.6573989391327
249856,75.3539805728946,10,0.030915431678295135,72.74180603027344,7,0.7,8.851401705447032,0.0,1.2782552242279053,0.42621999979019165,63.038230895996094,4.01193380355835,38.30549621582031,38.30549621582031,1298.585880279541
290816,75.04362965191633,10,0.14192503690719604,114.08914184570312,7,0.7,8.693264728766724,0.0,1.2082762718200684,0.07551996409893036,117.0669174194336,0.0,38.38605880737305,38.38605880737305,1248.7067584991455
331776,89.94950389673066,10,-0.03433346003293991,74.55745697021484,5,0.5,10.26105595937321,0.0,1.2184319496154785,0.026869982481002808,79.11463165283203,0.0,26.885578155517578,26.885578155517578,1321.2483234405518
372736,89.40868514947059,10,-0.020629236474633217,47.87969970703125,2,0.2,13.269220469228848,0.0,1.193681001663208,0.0,101.65637969970703,0.0,24.85344696044922,24.85344696044922,1321.8414404392242
