step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,L_eik,L_bc_raw,L_bc_normalized,L_ground_raw,L_ground_normalized,L_distill,mean_rho,mean_T_succ,mean_T_coll,n_grounding_points,sigma_eik,sigma_bc,sigma_ground,alm_lambda,alm_mu,L_eik_alm_contribution,n_success_buffer,n_collision_buffer,n_intermediate_buffer,train_time_per_iter
4096,-6.5200809452491395,10,-0.008847886696457863,7.393848419189453,0,0.0,10.501074295665312,0.3211043888964158,1.5100371837615967,3.7614760398864746,0.0,0.0,0.0,0.0,0.05174588784575462,1.2983304262161255,0.0,0.0,0,0.0,0.9749565124511719,0.9749565124511719,0.0,1.0,7.074350833892822,0,0,0,681.5281159877777
45056,194.08431378420013,10,0.013457829132676125,270.8096618652344,0,0.0,5.903169247310706,0.0,1.2986950874328613,2.3930294513702393,27.091402053833008,20.68312644958496,854.617431640625,277.04705810546875,0.05111851915717125,0.8933190107345581,5.203474998474121,0.0,128,0.0,1.1444809436798096,1.756348729133606,363.053359701531,625.0,2658.35693359375,520,0,1000,705.5019135475159
86016,281.7480887955865,10,0.04793749749660492,78.97761535644531,0,0.0,6.528795247374146,0.0,1.2824337482452393,2.106182336807251,301.0881652832031,227.47186279296875,932.643310546875,300.6962890625,0.05247262865304947,0.813635528087616,17.351627349853516,0.0,128,0.0,1.150492548942566,1.7611398696899414,67680.52183347661,10000.0,164727.53125,1000,0,1000,721.8666515350342
126976,345.08894637917126,10,0.0791567713022232,113.00738525390625,0,0.0,7.213849314353287,0.0,1.140737771987915,1.879232406616211,507.3472900390625,378.54083251953125,687.934326171875,221.4717559814453,0.06937025487422943,0.7765610218048096,22.524337768554688,0.0,128,0.0,1.157705545425415,1.7624403238296509,175749.4521073522,10000.0,347931.625,1000,0,1000,711.2521073818207
167936,372.97268632409504,10,-0.12717539072036743,81.8486328125,0,0.0,6.742402391386728,0.0,1.1903836727142334,2.2829654216766357,505.18902587890625,362.2821350097656,693.4660034179688,222.16043090820312,0.05744526535272598,0.8716387748718262,22.47638702392578,0.0,128,0.0,1.1808929443359375,1.7667691707611084,274784.6918299319,10000.0,653383.625,1000,0,1000,716.7559306621552
208896,396.3521771435888,10,0.15130726993083954,20.986387252807617,0,0.0,6.506972591386275,0.0,1.1523356437683105,1.3834822177886963,311.2275695800781,200.28103637695312,1457.167724609375,458.2926025390625,0.060093410313129425,0.5955913066864014,17.640729904174805,0.0,128,0.0,1.24660062789917,1.7831400632858276,362108.45791525114,10000.0,510540.75,1000,0,1000,705.9069561958313
249856,410.91555828334623,10,0.06632447987794876,36.514366149902344,0,0.0,6.575978294329274,0.0,1.2370355129241943,2.489194869995117,69.76444244384766,41.993324279785156,2043.1068115234375,613.1126708984375,0.042530324310064316,0.9009917378425598,8.35220718383789,0.0,128,0.0,1.2889385223388672,1.8255085945129395,459313.233164371,10000.0,1174300.625,1000,0,1000,720.6258516311646
290816,426.11735873262734,10,0.14813826978206635,24.74158477783203,0,0.0,6.894522084439013,0.0,1.159859299659729,1.3796024322509766,190.90708923339844,90.59122467041016,989.5531005859375,248.13180541992188,0.051287006586790085,0.5438269972801208,13.816909790039062,0.0,128,0.0,1.4518548250198364,1.9970968961715698,549134.0980157247,10000.0,767103.25,1000,0,1000,735.7731425762177
331776,438.42339719538904,10,0.0360543467104435,39.20978546142578,0,0.0,7.079474465661473,0.0,1.0404167175292969,1.1955703496932983,238.36148071289062,64.32078552246094,1918.25146484375,372.5730895996094,0.06782930344343185,0.5455502271652222,15.438958168029785,0.0,128,0.0,1.9253792762756348,2.2693088054656982,641432.8861052627,10000.0,774025.0625,1000,0,1000,734.3337895870209
372736,449.51819484995315,10,0.117092065513134,17.586301803588867,0,0.0,7.021356348858988,0.0,1.1157543659210205,1.8595939874649048,313.6053466796875,40.383750915527344,1431.97412109375,198.88954162597656,0.05813489481806755,0.6839072704315186,17.708904266357422,0.0,128,0.0,2.787081241607666,2.68346905708313,743430.1413260391,10000.0,1399768.75,1000,0,1000,748.1477658748627
