step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,hjb_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,-302.32007821242473,10,0.026968611404299736,71.00027465820312,0,0.0,11.154538605033313,0.3183477602716791,1.5247440338134766,1730.649658203125,64.05030822753906,0.0,4.1228108406066895,4.1228108406066895,17.00596857070923
