step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,-92.59012187499972,10,0.004995524883270264,42.37041473388672,0,0.0,7.127019964079636,0.0,1.5217373371124268,3.674700975418091,0.13473668694496155,40.33884811401367,30.884014129638672,0.0,0.0,5.101779460906982,5.101779460906982,0.8069099187850952,18.44376802444458
