step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,-31.25078132247984,10,-0.018996048718690872,2.3068463802337646,0,0.0,9.428571256413342,0.5396561181181222,1.5106573104858398,364.5146598815918
45056,140.81537223712752,10,0.033408477902412415,426.5455322265625,2,0.2,48.196855950250324,0.0,1.2537460327148438,378.97244453430176
86016,219.69106482475163,10,-0.34128469228744507,222.56658935546875,1,0.1,11.076763813914694,0.0,1.094379186630249,398.54158902168274
126976,268.59779861856373,10,0.10295282304286957,462.78509521484375,0,0.0,6.379829345359731,0.0,0.5896905660629272,441.1694393157959
167936,297.341838894851,10,0.006334163248538971,296.12860107421875,0,0.0,5.915757052511101,0.0,0.31335416436195374,435.30777978897095
208896,314.98786574570914,10,-0.027873214334249496,200.1033477783203,0,0.0,5.655356720456845,0.0,0.3583601117134094,436.2390933036804
249856,329.80645635346497,10,0.07094406336545944,126.16426849365234,0,0.0,6.338996056174295,0.0,0.48044806718826294,466.92924284935
290816,340.28289930928185,10,0.01320166140794754,118.34115600585938,0,0.0,5.792765623075158,0.0,0.3384402394294739,465.37324690818787
331776,345.7262104971394,10,0.026159312576055527,95.75724792480469,1,0.1,6.3405551937701405,0.0,0.36792629957199097,456.4887342453003
372736,355.40238944742543,10,-0.1660727560520172,110.48990631103516,0,0.0,6.621058603636277,0.0,0.33374011516571045,487.8578267097473
