scenario,maneuver,metric,method_a,method_b,raw_p_paired,corrected_p_paired,significant_paired,marker_paired,cohens_d
2_dense,right_left,action_go_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_go_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_go_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_go_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_go_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_go_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,action_yield_frac,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,switching_rate_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,switching_rate_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,switching_rate_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,switching_rate_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,switching_rate_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,eikonal_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,eikonal_aux,cbf_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,cbf_aux,hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,nan
1a,right_stem,decision_latency_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_left,decision_latency_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1a,stem_right,decision_latency_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
1b,stem_right,decision_latency_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
2_dense,right_left,decision_latency_mean,cbf_aux,eikonal_aux,nan,nan,False,n/a,nan
