# scenario=1b, ego_maneuver=stem_right, seed=3865, episode_idx=76, terminal_step=437, collision_agent_id=unknown
step,ego_x,ego_y,ego_psi,ego_v,ego_a,action,reward,min_ttc,n_agents,collision_agent_id,terminal_flag
0,54.8,4.119999999999999,0.0,0.2,2.0,3,0.0700000000000307,10.0,0,none,0
1,54.8,4.137499999999999,0.0,0.17500000000000002,-0.24999999999999994,2,0.009999999999952248,10.0,0,none,0
2,54.8,4.152499999999999,0.0,0.15000000000000002,-0.24999999999999994,2,0.05000000000004434,10.0,0,none,0
3,54.8,4.187499999999999,0.0,0.35000000000000003,2.0,3,0.07999999999998976,10.0,0,none,0
4,54.8,4.242499999999999,0.0,0.55,2.0,3,0.21000000000002048,10.0,0,none,0
5,54.8,4.294999999999999,0.0,0.525,-0.2500000000000002,2,0.14999999999998465,10.0,0,none,0
6,54.8,4.367499999999999,0.0,0.7250000000000001,2.0000000000000004,3,0.23000000000001536,79.4178427310224,1,none,0
7,54.8,4.459999999999999,0.0,0.925,1.9999999999999996,3,0.36000000000000343,48.26970444064982,1,none,0
8,54.8,4.572499999999999,0.0,1.125,1.9999999999999996,3,0.4399999999999489,40.33519710075922,1,none,0
9,54.8,4.704999999999999,0.0,1.325,1.9999999999999996,3,0.5200000000000222,36.15400990625349,1,none,0
10,54.8,4.857499999999999,0.0,1.525,1.9999999999999996,3,0.6000000000000102,32.317441398888384,1,none,0
11,54.8,5.029999999999999,0.0,1.7249999999999999,1.9999999999999996,3,0.6799999999999983,27.9605626532653,1,none,0
12,54.8,5.222499999999999,0.0,1.9249999999999998,1.9999999999999996,3,0.7599999999999864,25.8554977632796,1,none,0
13,54.8,5.435,0.0,2.125,2.0000000000000018,3,0.8400000000000171,23.276752436684884,1,none,0
14,54.8,5.6674999999999995,0.0,2.325,2.0000000000000018,3,0.9199999999999625,21.222647664371554,1,none,0
15,54.8,5.92,0.0,2.5250000000000004,2.0000000000000018,3,1.000000000000036,19.513717721503937,1,none,0
16,54.8,6.1925,0.0,2.7250000000000005,2.0000000000000018,3,1.0799999999999814,17.844398516250713,1,none,0
17,54.8,6.485000000000001,0.0,2.9250000000000007,2.0000000000000018,3,1.1600000000000121,16.431323357563276,1,none,0
