step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,-118.62642108154265,5,0.09054961800575256,70.57927703857422,0,0.0,11.28660756748647,0.5516518789214591,1.396701693534851,886.49560546875,50.39485549926758,0.0,11.932671546936035,11.932671546936035,1.521672010421753,17.452826738357544
8192,-133.66141381923603,5,0.11566762626171112,85.35086059570312,0,0.0,10.60648986343565,0.5478967623152219,1.2752470970153809,0.76167893409729,57.46217346191406,0.0,31.503036499023438,31.503036499023438,1.6585742235183716,17.493301391601562
