step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,cbf_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,61.89545693359402,10,-0.011843528598546982,1.4689791202545166,7,0.7,27.0690053154822,0.0,1.49415922164917,0.0,1.5860141515731812,0.0,0.17446324229240417,0.17446324229240417,755.1268422603607
45056,39.72241922571905,10,0.010201381519436836,78.28588104248047,10,1.0,5.4412053622352525,0.0,1.4430698156356812,0.2792983055114746,95.87825012207031,0.0,50.8607177734375,50.8607177734375,913.0803608894348
86016,68.91852568771806,10,-0.052834730595350266,38.172515869140625,1,0.1,13.29450724137932,0.0,1.275490164756775,0.12472701072692871,42.5968132019043,155.35299682617188,29.12774658203125,29.12774658203125,894.1264305114746
126976,89.34383176578817,10,-0.002066034823656082,29.025320053100586,2,0.2,14.336687517054653,0.0,1.2970201969146729,0.0,64.22332763671875,0.0,24.455636978149414,24.455636978149414,934.7278115749359
167936,90.85220846811697,10,-0.012861732393503189,63.15092849731445,3,0.3,14.879800957957437,0.0,1.298086404800415,0.10793127119541168,94.6092529296875,0.0,15.475728034973145,15.475728034973145,897.0725328922272
208896,100.37035097016035,10,-0.04457181692123413,200.68350219726562,6,0.6,6.571798792111381,0.0,1.2447752952575684,0.03367387875914574,190.8753662109375,0.0,61.68544387817383,61.68544387817383,1089.9452993869781
249856,103.71686714604452,10,-0.0006786314770579338,44.61769104003906,9,0.9,5.976694163192467,0.0,1.2521710395812988,0.012440426275134087,80.98406982421875,0.0,52.043094635009766,52.043094635009766,1314.2693622112274
290816,104.02248582393666,10,-0.15282347798347473,269.0721130371094,8,0.8,98.97355649786812,0.0,1.1083424091339111,0.05958859622478485,275.8865051269531,0.0,63.15813064575195,63.15813064575195,1302.4142768383026
331776,118.33712422554183,10,0.05940870940685272,78.66584014892578,4,0.4,78.38094216780826,0.0,1.091214656829834,0.384518563747406,68.04916381835938,216.2369384765625,20.733150482177734,20.733150482177734,1335.7742092609406
372736,123.5489504102666,10,0.03681015223264694,65.3690414428711,6,0.6,8.317479240612975,0.0,1.189408302307129,0.10928940027952194,54.001678466796875,0.0,25.216625213623047,25.216625213623047,1287.535362482071
