step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,0.38895701943471367,10,0.12263201177120209,18.27246856689453,0,0.0,13.365234610090752,0.0,1.5387612581253052,2112.612963914871
45056,-5.5964192710720955,10,-0.012602859176695347,12.19099235534668,0,0.0,8.327863272588521,0.0,1.423325538635254,1959.4652035236359
86016,13.617423679031674,10,-0.10669460892677307,25.486541748046875,0,0.0,10.206302439713044,0.0,1.3746848106384277,1844.1735169887543
126976,22.499392118140864,10,0.06494109332561493,6.128106117248535,0,0.0,9.15897011479157,0.0,1.3516522645950317,1929.1245687007904
167936,20.727347690590662,10,0.01310481783002615,10.981222152709961,0,0.0,9.995277427998552,0.0,1.3451948165893555,2118.7660388946533
208896,22.221541119209604,10,0.003276839852333069,4.396672248840332,0,0.0,12.596732272026433,0.0,1.2693212032318115,2091.1630234718323
249856,17.229326974836557,10,-0.012056741863489151,12.052711486816406,0,0.0,7.740292029971414,0.0,1.1921026706695557,2089.7052648067474
290816,19.107049525578994,10,-0.12360340356826782,5.36829137802124,0,0.0,8.54033176030675,0.0,1.2051526308059692,2040.8805968761444
331776,19.379776232080093,10,0.05626695603132248,25.961772918701172,0,0.0,8.51921297090716,0.0,1.1380497217178345,2140.2776141166687
372736,23.24829678263605,10,0.07926556468009949,8.317472457885742,0,0.0,9.106470356916965,0.0,1.3044341802597046,2035.7083127498627
