step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,cbf_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,172.533803923076,10,-0.14185521006584167,18.833812713623047,1,0.1,8.535215759394372,0.0,1.4570965766906738,0.27035003900527954,7.097707748413086,0.0,7.272313117980957,7.272313117980957,451.8569486141205
45056,338.4048963569734,10,-0.01321322936564684,977.363037109375,0,0.0,8.658514740985403,0.013774623778613777,1.0987722873687744,0.0,94.3189697265625,0.0,653.1409912109375,653.1409912109375,594.7485427856445
86016,352.16924757131557,10,0.03498406335711479,262.49945068359375,2,0.2,7.6156585117732885,0.0,0.9541966915130615,0.0,405.378173828125,0.0,133.80096435546875,133.80096435546875,660.2187168598175
126976,371.1074356784867,10,0.0043292175978422165,271.97125244140625,0,0.0,6.626504815652893,0.0,0.5396851301193237,0.0,121.17908477783203,15.089981079101562,96.49176025390625,96.49176025390625,869.7943904399872
167936,373.43799854278933,10,0.005198512226343155,511.18267822265625,1,0.1,6.152364840110352,0.0,0.4098418951034546,0.0,180.26199340820312,4.5065507888793945,291.01580810546875,291.01580810546875,827.309540271759
208896,377.4923487856577,10,-0.1069779098033905,134.59161376953125,1,0.1,6.242050096847826,0.0,0.3999711275100708,0.0,118.0225601196289,0.13188430666923523,49.54664993286133,49.54664993286133,837.7461953163147
249856,376.8287346734209,10,-0.004887839779257774,253.46278381347656,1,0.1,5.828512497469907,0.0,0.3942261338233948,0.0,186.92916870117188,0.0,102.00104522705078,102.00104522705078,971.0563263893127
290816,375.6153240892433,10,0.0589899867773056,132.67254638671875,1,0.1,5.741537086992689,0.0,0.33239373564720154,0.0,80.39756774902344,1.1942715644836426,63.40138244628906,63.40138244628906,1031.390077829361
331776,375.0809380793273,10,-0.09644724428653717,287.0395202636719,1,0.1,5.8157283806385545,0.0,0.38573431968688965,0.0,280.20819091796875,1.201903223991394,78.55021667480469,78.55021667480469,1152.2962934970856
372736,378.7894942713946,10,-0.030507441610097885,136.23350524902344,0,0.0,5.889826935508833,0.0,0.3354508578777313,0.30605316162109375,120.45336151123047,0.7873529195785522,40.909854888916016,40.909854888916016,1189.8451375961304
