step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,cbf_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,-49.55704236461073,10,-0.1162053793668747,6.359962463378906,0,0.0,18.033697872752576,0.0,1.531278133392334,0.22244524955749512,6.456463813781738,0.0,1.0156325101852417,1.0156325101852417,352.3622934818268
45056,-14.642831729179973,10,-0.04674481600522995,24.49087905883789,0,0.0,16.336842215814805,0.0,1.4520211219787598,0.5911576151847839,19.9365291595459,0.0,17.208648681640625,17.208648681640625,347.3990423679352
86016,9.061900833672139,10,0.069803886115551,17.13010025024414,0,0.0,9.355404989828473,0.0,1.3977761268615723,0.2847215533256531,15.292828559875488,0.0,15.162127494812012,15.162127494812012,340.44613122940063
126976,13.950284841446909,10,-0.13780027627944946,57.193363189697266,0,0.0,14.146991540844649,0.0,1.3835951089859009,0.0,24.924072265625,0.0,35.93672180175781,35.93672180175781,349.4408972263336
167936,28.011167307479205,10,-0.06942726671695709,34.36854934692383,0,0.0,11.059919574715817,0.0,1.3916363716125488,0.2588372230529785,37.95907974243164,0.0,20.8702449798584,20.8702449798584,380.62856554985046
208896,20.103275490607633,10,-0.13303817808628082,26.170663833618164,0,0.0,15.038858410218372,0.0,1.3648089170455933,0.0,27.258861541748047,0.0,15.490457534790039,15.490457534790039,383.0011057853699
249856,17.4043745276637,10,-0.05062367394566536,29.660940170288086,0,0.0,15.851788669292308,0.0,1.3379790782928467,0.0,40.9599723815918,0.0,25.58729362487793,25.58729362487793,368.5407702922821
290816,26.372157344903698,10,0.006644381210207939,18.338336944580078,0,0.0,14.136285680194357,0.0,1.3417599201202393,0.2063281238079071,24.889995574951172,0.0,20.954483032226562,20.954483032226562,365.69748544692993
331776,25.848315902818307,10,0.07105837762355804,35.40912628173828,0,0.0,8.352109312628984,0.0,1.2715373039245605,0.0,20.788822174072266,0.0,30.135509490966797,30.135509490966797,371.1968352794647
372736,35.00998968793256,10,-0.08510041236877441,12.764965057373047,0,0.0,6.641458763768219,0.0,1.3016839027404785,0.0,22.11175537109375,0.0,14.173040390014648,14.173040390014648,370.1969938278198
