step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,-138.7331560606026,10,0.05309636890888214,7.907643795013428,0,0.0,18.323325791087864,0.0,1.5471707582473755,1.366339921951294,0.40805742144584656,15.74311351776123,5.714010715484619,0.0,0.0,0.7651155591011047,0.7651155591011047,0.7347654700279236,628.2193908691406
45056,-28.53534508137642,10,0.03433357924222946,13.042500495910645,0,0.0,8.625593546684026,0.0,1.505457878112793,8.864904403686523,0.07706154882907867,38.042659759521484,13.241691589355469,0.0,0.0,6.150936126708984,6.150936126708984,0.5162651538848877,663.150178194046
86016,-2.2830668756304724,10,-0.07308714091777802,17.259199142456055,0,0.0,39.808507372355436,0.0,1.4732837677001953,213.83424377441406,0.07224959135055542,41.76899337768555,14.654577255249023,0.0,0.0,11.158998489379883,11.158998489379883,0.7034976482391357,670.2680997848511
126976,-0.8390164123906295,10,0.21233484148979187,28.144794464111328,0,0.0,10.482575977532804,0.0,1.4858579635620117,4751.216796875,0.9305672645568848,107.4195785522461,40.777320861816406,0.0,0.0,20.662403106689453,20.662403106689453,0.7057067155838013,713.1828162670135
167936,16.41387090331273,10,0.15092435479164124,47.46238327026367,0,0.0,7.7917982958028515,0.0,1.4775326251983643,1.8899481296539307,0.381274938583374,131.65951538085938,25.601165771484375,0.0,0.0,25.401901245117188,25.401901245117188,0.6669527292251587,635.481386423111
208896,19.436012609286067,10,0.03531258553266525,22.79135513305664,0,0.0,9.301068035512714,0.0,1.4814558029174805,78.36784362792969,0.7362573742866516,109.2759780883789,16.935302734375,0.0,0.0,19.820463180541992,19.820463180541992,0.6186560392379761,676.0982849597931
249856,24.994634013991863,10,-0.02063257247209549,12.395834922790527,0,0.0,8.322924988758302,0.0,1.4964886903762817,127.00947570800781,0.014128772541880608,82.78912353515625,14.583036422729492,0.0,0.0,16.996620178222656,16.996620178222656,0.6783642768859863,701.3251683712006
290816,29.456213417107502,10,0.09468187391757965,22.508819580078125,0,0.0,10.421112634842844,0.0,1.449289083480835,5.0878071784973145,0.7208055257797241,126.66261291503906,31.24933433532715,0.0,0.0,27.84219741821289,27.84219741821289,0.6408994793891907,782.1047151088715
331776,28.946946057045263,10,0.06390033662319183,16.951200485229492,0,0.0,10.520205394170256,0.0,1.4469245672225952,2.4307451248168945,0.046021491289138794,94.21102905273438,15.652165412902832,0.0,0.0,17.198875427246094,17.198875427246094,0.6552457213401794,738.4250111579895
372736,26.546352834427392,10,0.13484074175357819,20.15266227722168,0,0.0,42.10305098248959,0.0,1.4650520086288452,1.8383913040161133,0.8737252950668335,111.8736343383789,37.088802337646484,0.0,0.0,23.343854904174805,23.343854904174805,0.5650627613067627,719.2776396274567
