step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,388.82534999999996,10,0.08573570847511292,6.896801948547363,0,0.0,5.904954275437588,0.0,1.5223126411437988,448.7116975784302
45056,358.8262262268066,10,-0.08054997771978378,453.00518798828125,0,0.0,77.12158657750516,0.2731086603330532,1.280494213104248,432.17485642433167
86016,362.41952689208983,10,0.08032794296741486,224.07598876953125,0,0.0,252.32428148833202,0.0,0.9962667226791382,412.477019071579
126976,369.3941451690674,10,0.035489894449710846,288.1106872558594,0,0.0,5.6545193545754175,0.0,0.616050124168396,444.5920286178589
167936,379.4775361352539,10,-0.04007389396429062,191.1331787109375,0,0.0,6.1137273047172425,0.0,0.4207328259944916,463.7718315124512
208896,385.6176134460449,10,-0.028576400130987167,126.75670623779297,0,0.0,7.1244110917960555,0.0,0.352017343044281,457.1357681751251
249856,380.21426866803847,10,-0.031248822808265686,131.51919555664062,2,0.2,6.775444120235917,0.0,0.5834935903549194,461.1653151512146
290816,378.0806475845336,10,0.02992108464241028,201.3611297607422,1,0.1,5.609404093074172,0.0,0.4671400189399719,457.2473781108856
331776,383.28479785291876,10,-0.028684206306934357,200.47061157226562,0,0.0,6.418824340278553,0.0,0.4080217480659485,452.2301347255707
372736,378.05985806762686,10,0.2084660679101944,87.14198303222656,2,0.2,5.626292901337622,0.0,0.25574368238449097,402.3658392429352
