step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,-91.77980642840507,10,0.020921669900417328,9.071040153503418,0,0.0,20.266957028491774,0.0,1.5333685874938965,482.8641560077667
45056,-81.38892037857134,10,-0.11566302180290222,38.95208740234375,0,0.0,8.756833273959158,0.0,1.470191240310669,469.39851236343384
86016,-60.36003461587213,10,0.10686030238866806,45.32966232299805,0,0.0,16.765436014867536,0.0,1.4033561944961548,451.3820102214813
126976,-46.552441418101736,10,0.07792375981807709,21.003314971923828,0,0.0,21.163204380906183,0.0,1.3299503326416016,465.29073190689087
167936,-10.902463473778614,10,0.009564623236656189,36.91217803955078,0,0.0,12.48604420646355,0.0,1.3287882804870605,454.2887578010559
208896,-5.154969642862373,10,0.04988379031419754,23.59296417236328,0,0.0,15.312860936202135,0.0,1.3285727500915527,464.72266602516174
249856,-3.683815497453453,10,0.10641727596521378,31.530988693237305,0,0.0,17.975878794568715,0.0,1.3106937408447266,449.2533714771271
290816,-5.611963560271786,10,0.06804139912128448,28.441722869873047,0,0.0,15.425482714536425,0.0,1.258473515510559,466.0455873012543
331776,-2.6433898313526734,10,0.014043651521205902,25.74519920349121,0,0.0,15.635983334191213,0.0,1.2541015148162842,465.88227248191833
372736,-2.566303899975221,10,-0.008600471541285515,56.541595458984375,0,0.0,18.010527041063657,0.0,1.0504345893859863,475.2400891780853
