step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,hjb_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,-120.6179054242011,5,-0.09598924964666367,83.78170776367188,0,0.0,11.227455519718896,0.5512234361437631,1.415982723236084,0.9058417677879333,47.62288284301758,0.0,27.620105743408203,27.620105743408203,25.12632966041565
