step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,hjb_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,-204.99090437366735,10,-0.20345312356948853,1.383710503578186,0,0.0,11.161497505968438,0.31856971554040286,1.535658597946167,335.19744873046875,1.7196481227874756,0.0,0.2684551477432251,0.2684551477432251,534.8533790111542
45056,92.48267906316632,10,-0.10161645710468292,528.3139038085938,0,0.0,18.615786878990836,0.0,1.2961359024047852,3.2314469814300537,883.404052734375,0.0,136.96340942382812,136.96340942382812,547.4315841197968
86016,201.78578604211086,10,0.09523114562034607,96.74279022216797,1,0.1,6.936829366565881,0.0,0.7803986668586731,1.9952480792999268,126.7909164428711,0.0,27.817026138305664,27.817026138305664,551.0201342105865
