step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,L_eik,L_bc_raw,L_bc_normalized,L_ground_raw,L_ground_normalized,L_distill,mean_rho,mean_T_succ,mean_T_coll,n_grounding_points,sigma_eik,sigma_bc,sigma_ground,alm_lambda,alm_mu,L_eik_alm_contribution,n_success_buffer,n_collision_buffer,n_intermediate_buffer,train_time_per_iter
4096,-69.93602282262174,10,0.11253935098648071,1.4200479984283447,0,0.0,18.538263292032614,0.0,1.4644807577133179,7.891978740692139,0.0,0.0,0.0,0.0,0.08314835280179977,2.5031018257141113,0.0,0.0,0,0.0,0.9851823449134827,0.9851823449134827,0.0,1.0,31.141664505004883,0,0,0,2205.82417011261
