step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,-11.97591322017214,10,-0.02482970431447029,1.3916693925857544,0,0.0,10.494961668943933,0.5490228696080159,1.4710716009140015,559.7093703746796
45056,267.65611709918363,10,0.06637121737003326,350.51153564453125,0,0.0,8.212986340272542,0.3549250248225996,1.2872741222381592,691.8256013393402
86016,352.25537172344144,10,-0.02270548604428768,217.15420532226562,0,0.0,109.24423150488303,0.3833706729729085,1.0886561870574951,774.7396564483643
126976,393.68806224198147,10,-0.018059007823467255,201.357666015625,0,0.0,12.580482250583422,0.3793176185680003,1.0567119121551514,803.9561486244202
167936,428.31409875171977,10,0.05550257861614227,359.065673828125,0,0.0,10.148518040794789,0.5476554442718458,0.9737282991409302,818.1135129928589
208896,452.3329156264331,10,-0.14349645376205444,356.7283935546875,0,0.0,10.84494540162581,0.5441507536551365,0.9719451665878296,919.6588792800903
249856,469.5606419655141,10,-0.0037751756608486176,233.83865356445312,0,0.0,10.874572372203303,0.3194549919013059,0.9670230150222778,934.8609752655029
290816,482.5430617198249,10,0.07773265242576599,188.67263793945312,0,0.0,10.615777653508,0.32061377161106597,0.9523130655288696,980.9505491256714
331776,483.0638270842888,10,-0.041108082979917526,50.09949493408203,1,0.1,11.110803062231303,0.0,0.8647128343582153,964.2340271472931
372736,473.5242468758599,10,0.010679196566343307,103.40335083007812,0,0.0,7.063779996992856,0.0,0.8163397312164307,1007.91983294487
