step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,cbf_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,102.25473339840765,10,0.12018010020256042,33.874610900878906,7,0.7,22.119657553969283,0.0,1.4360647201538086,0.6175854206085205,10.298938751220703,0.0,12.262687683105469,12.262687683105469,340.8085238933563
45056,72.43988330207003,10,-0.048049844801425934,45.14981460571289,10,1.0,4.8987384603008435,0.0,1.4282162189483643,0.3462371826171875,32.015174865722656,0.0,19.853090286254883,19.853090286254883,321.3695306777954
86016,77.21129037857374,10,0.11646120250225067,34.5093879699707,8,0.8,7.083110285115753,0.0,1.4228847026824951,0.1672060638666153,34.726341247558594,0.0,8.851245880126953,8.851245880126953,343.7605547904968
126976,93.7794014247691,10,0.06451619416475296,50.64834976196289,6,0.6,37.02624295029149,0.0,1.2844650745391846,0.2624753415584564,34.026283264160156,0.0,34.010986328125,34.010986328125,344.8739814758301
167936,110.4908803581847,10,0.08279471099376678,43.503570556640625,7,0.7,29.254077514260562,0.0,1.2409368753433228,0.32767751812934875,95.38114166259766,1.0374808311462402,42.21979522705078,42.21979522705078,377.66424894332886
208896,117.63531451720132,10,-0.007164059206843376,130.19290161132812,4,0.4,9.864697851668916,0.0,1.177248477935791,0.3164229393005371,152.61172485351562,0.0,71.29148864746094,71.29148864746094,380.7413589954376
249856,120.91129862231995,10,-0.08142520487308502,77.91456604003906,8,0.8,99.55671193902188,0.0,1.1092034578323364,0.756081223487854,150.14703369140625,0.0,43.3428840637207,43.3428840637207,371.92579078674316
290816,117.3738279165513,10,-0.021599452942609787,26.043455123901367,9,0.9,8.38807561417833,0.0,1.1959116458892822,0.09554241597652435,41.71473693847656,0.0,14.388012886047363,14.388012886047363,372.62963032722473
331776,117.95865736169996,10,-0.13160225749015808,91.1297836303711,8,0.8,7.88381553555367,0.0,1.1677303314208984,0.5837318301200867,87.40094757080078,0.0,21.718517303466797,21.718517303466797,365.67776131629944
372736,118.97293238209973,10,0.04318573325872421,86.47282409667969,4,0.4,22.55006188163334,0.0,1.1746047735214233,0.12768656015396118,52.894371032714844,0.0,19.374704360961914,19.374704360961914,366.60446667671204
