iteration,total_steps,wall_time_seconds,iter_time_seconds,env_step_time_seconds,learn_step_time_seconds,residual_compute_time_seconds,L_total,L_policy,L_value,L_entropy,L_residual_optimality,L_residual_safety,L_distill,mean_reward,mean_episode_length,n_episodes,n_collisions,n_successes,n_timeouts,n_aborts,action_dist_stop,action_dist_creep,action_dist_yield,action_dist_go,action_dist_abort,distill_loss_optimality_component,distill_loss_safety_component
1,4096,129.55089354515076,129.53978276252747,24.822768688201904,69.36300039291382,69.29033899307251,1.6875069975852965,0.0063690245151519775,1.3752180337905884,1.5299290418624878,1.0769177675247192,0.0,0.09053638577461243,-387.4373779296875,500.0,8,0,0,8,0,0.208984375,0.168701171875,0.205810546875,0.272216796875,0.144287109375,0.1489821821451187,0.10886667668819427
2,8192,311.27990770339966,124.40599489212036,27.35980749130249,56.54898285865784,56.50385904312134,2.76949103474617,0.14897599816322327,2.1958510875701904,1.4784317016601562,0.9603164196014404,0.020079344511032104,0.22858479619026184,-597.8499755859375,500.0,8,0,0,8,0,0.20263671875,0.162841796875,0.200439453125,0.33056640625,0.103515625,0.35882487893104553,0.2578735947608948
3,12288,412.56114506721497,101.26222348213196,27.636727571487427,33.95334577560425,33.89854407310486,12.834684840403497,0.14247556030750275,7.6424784660339355,1.4790303707122803,21.103515625,0.012221219949424267,0.8265834450721741,-921.9613037109375,500.0,8,0,0,8,0,0.177734375,0.140380859375,0.253173828125,0.314208984375,0.114501953125,1.6324632167816162,1.209617018699646
4,16384,523.402533531189,110.83470058441162,25.704291582107544,47.101728439331055,47.021766901016235,9.51111118197441,0.11582371592521667,7.159384727478027,1.4809943437576294,1.0720798969268799,0.0,2.021486759185791,-165.90248107910156,500.0,8,0,0,8,0,0.18994140625,0.150634765625,0.26123046875,0.31982421875,0.078369140625,2.8109941482543945,2.201104164123535
5,20480,616.8100094795227,93.4060480594635,23.525511980056763,30.335984706878662,30.287522554397583,6.290953153371811,0.24555262923240662,2.5734164714813232,1.4478219747543335,9.458477020263672,0.0,1.5802886486053467,-212.34133911132812,500.0,8,0,0,8,0,0.2080078125,0.11962890625,0.2451171875,0.333740234375,0.093505859375,1.9846065044403076,1.5925549268722534
6,24576,716.0708639621735,99.25976252555847,25.519695281982422,38.40355467796326,38.3501980304718,64.86703295111656,0.06664928793907166,15.607806205749512,1.4612829685211182,233.6146240234375,0.0,2.4696526527404785,375.53594970703125,500.0,8,0,0,8,0,0.259765625,0.094482421875,0.22119140625,0.337158203125,0.08740234375,12.326353073120117,3.605203151702881
7,28672,813.7924945354462,97.7029218673706,26.557809591293335,33.59885096549988,33.53138780593872,1.8390187099575996,-0.09111832827329636,0.9217987060546875,1.482615351676941,1.0469365119934082,0.0,0.7989510297775269,-1389.1199951171875,500.0,8,0,0,8,0,0.2978515625,0.10400390625,0.1982421875,0.272705078125,0.127197265625,0.8689407110214233,0.8233209252357483
8,32768,929.9025263786316,116.09035563468933,24.11592125892639,56.783332109451294,56.72271776199341,1.0365354418754578,-0.13126912713050842,0.7476003766059875,1.4770057201385498,0.9793853759765625,0.0,0.22432711720466614,-1748.95751953125,500.0,8,0,0,8,0,0.267333984375,0.10498046875,0.234130859375,0.279052734375,0.114501953125,0.30263569951057434,0.2129955291748047
9,36864,1014.469170331955,84.54901838302612,25.14286756515503,20.266621828079224,20.20625877380371,2.386517231166363,0.07053159922361374,1.7939304113388062,1.4327118396759033,0.9482583999633789,0.0,0.3324035406112671,-1328.734619140625,500.0,8,0,0,8,0,0.2177734375,0.102783203125,0.279052734375,0.331298828125,0.069091796875,0.4087832272052765,0.378789484500885
10,40960,1117.972543001175,103.48383831977844,25.763495683670044,38.52185654640198,38.47020649909973,24.830029287189245,0.030148591846227646,17.54217529296875,1.4381977319717407,13.625589370727539,0.0,4.53258752822876,8.091583251953125,500.0,8,0,0,8,0,0.207763671875,0.119384765625,0.2373046875,0.36962890625,0.06591796875,2.4865458011627197,10.674286842346191
11,45056,1226.350328207016,108.37584233283997,26.55017375946045,37.70419526100159,37.6405143737793,9.600478261709213,0.1531716287136078,4.9980244636535645,1.4637969732284546,1.208024024963379,0.0,4.207677364349365,1017.3932495117188,500.0,8,0,0,8,0,0.21142578125,0.1220703125,0.234375,0.33984375,0.09228515625,2.1711549758911133,8.436168670654297
12,49152,1349.7732458114624,80.19928002357483,25.837055683135986,20.59623646736145,20.55232286453247,2.0120946571230887,0.03591056913137436,1.4159181118011475,1.4377361536026,0.9542199373245239,0.0,0.36942198872566223,-126.5793685913086,500.0,8,0,0,8,0,0.258056640625,0.1044921875,0.19140625,0.32177734375,0.124267578125,0.4460071623325348,0.43901386857032776
