step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,186.9420499999999,10,0.12432106584310532,20.48462677001953,7,0.7,10.809959561580616,0.0,1.4724746942520142,4.5017828941345215,0.13706368207931519,29.09307289123535,12.754794120788574,0.0,0.0,1.8962161540985107,1.8962161540985107,0.27093255519866943,683.837238073349
45056,105.29214078061925,10,0.06798529624938965,17.245588302612305,8,0.8,8.34409038217758,0.0,1.468122124671936,538.807373046875,0.2770839333534241,42.47637176513672,37.62593078613281,0.0,0.0,12.357933044433594,12.357933044433594,0.3638279139995575,658.8763177394867
86016,88.15811178655258,10,-0.0007245056331157684,54.5114860534668,8,0.8,6.977058890655368,0.0,1.4335613250732422,4.3926897048950195,0.016339868307113647,100.2618179321289,90.02020263671875,0.0,0.0,19.64083480834961,19.64083480834961,0.21957099437713623,740.4587252140045
126976,77.50496698204685,10,0.012302419170737267,17.35831642150879,7,0.7,51.172809372577674,0.0,1.473761796951294,76.8364028930664,0.05802667886018753,49.476985931396484,48.28191375732422,0.0,0.0,24.011430740356445,24.011430740356445,0.20933520793914795,663.3572542667389
167936,78.82005067517973,10,0.002410709857940674,105.90526580810547,8,0.8,9.168316033171982,0.0,1.4734644889831543,2.0680854320526123,0.004525826312601566,103.45964050292969,98.38595581054688,10.084787368774414,9.243426322937012,30.962566375732422,30.962566375732422,0.2564151883125305,719.2531626224518
208896,84.82199919098042,10,0.14175119996070862,26.49246597290039,7,0.7,53.621469016527,0.0,1.4743378162384033,2.330742835998535,0.9785060882568359,86.26946258544922,40.990726470947266,0.0,0.0,31.988178253173828,31.988178253173828,0.24366192519664764,676.8464913368225
249856,85.8170771416362,10,0.04925529286265373,61.23737335205078,8,0.8,46.52011855553554,0.0,1.4675105810165405,1.9301859140396118,0.2929214537143707,117.68179321289062,103.00318908691406,0.0,0.0,19.871845245361328,19.871845245361328,0.3430827260017395,694.3140790462494
290816,82.10476781931024,10,0.2112835943698883,17.743268966674805,9,0.9,12.046113831312685,0.0,1.4698182344436646,1.9721556901931763,0.13394367694854736,32.98511505126953,15.253398895263672,0.0,0.0,6.022695064544678,6.022695064544678,0.3949750065803528,666.7171931266785
331776,79.12681333102299,10,0.018347157165408134,42.824337005615234,7,0.7,62.59779296402533,0.0,1.422924280166626,1210.23291015625,1.5558481216430664,76.14012145996094,38.32496643066406,0.0,0.0,8.547037124633789,8.547037124633789,0.26885783672332764,660.6322104930878
372736,74.86794287790106,10,0.22585463523864746,53.10600280761719,9,0.9,5.986596211301493,0.0,1.474310278892517,17.17678451538086,0.20231369137763977,52.75397491455078,51.09310531616211,181.9950714111328,163.6854248046875,25.111053466796875,25.111053466796875,0.18914347887039185,686.8834824562073
