scenario,variant,pinn_placement,use_l_ego,use_safety_filter,use_intent,lambda_phys,seed,eval_mode,mean_return,std_return,collision_rate,pothole_hits_mean,mean_ttc,min_ttc
3,pinn_no_fric,critic,False,False,True,0.2,123,stochastic,-52.38915999999992,141.97213250076356,0.0,0.0,368.36802467918346,2.627204603292301
3,pinn_no_fric,critic,False,False,True,0.2,456,deterministic,-48.15729999999997,109.72154597074358,0.02,0.0,195.82282473404834,3.517957190709907
3,pinn_no_fric,critic,False,False,True,0.2,456,stochastic,-65.0069999999999,119.3810623104015,0.0,0.0,385.79751112042266,4.905339504479393
3,pinn_no_fric,critic,False,False,True,0.2,789,deterministic,-61.37833999999895,112.23061207025661,0.0,0.0,71.99899655410515,0.1740660589229256
3,pinn_no_fric,critic,False,False,True,0.2,789,stochastic,-52.69595999999998,122.02897432625734,0.0,0.0,452.2478121337486,3.2547770371690548
3,pinn_no_fric,critic,False,False,True,0.2,999,deterministic,-32.6492599999995,70.78906698405083,0.0,0.0,209.29578151882512,0.2532870660049333
3,pinn_no_fric,critic,False,False,True,0.2,999,stochastic,-72.20177999999999,93.68106823479107,0.0,0.0,582.774165374086,3.8301429144717143
3,pinn_no_fric,critic,False,False,True,0.5,42,deterministic,-20.737759999999504,81.70702255511698,0.0,0.0,238.71427211380833,0.2191295657750785
3,pinn_no_fric,critic,False,False,True,0.5,42,stochastic,-97.61043999999997,111.22202530868768,0.0,0.0,397.13752140131817,2.379080911408215
3,pinn_no_fric,critic,False,False,True,0.5,123,deterministic,-57.916839999999965,125.96974356032625,0.0,0.0,476.62388377714245,2.424111821166225
3,pinn_no_fric,critic,False,False,True,0.5,123,stochastic,-88.72219999999994,107.33989037445478,0.0,0.0,375.0406402207366,3.609369122620369
3,pinn_no_fric,critic,False,False,True,0.5,456,deterministic,-85.43687999999955,116.3083828795909,0.0,0.0,29.366958171977863,0.6136616590620863
3,pinn_no_fric,critic,False,False,True,0.5,456,stochastic,-9.021679999999872,160.17741703154525,0.0,0.0,214.09684989729004,2.277775217389271
3,pinn_no_fric,critic,False,False,True,0.5,789,deterministic,-3.2229800000001334,127.74077371982517,0.02,0.0,67.40113929915444,0.20158255224212498
3,pinn_no_fric,critic,False,False,True,0.5,789,stochastic,-55.30365999999995,114.50773470794175,0.0,0.0,425.2366165542118,3.6017815885635747
3,pinn_no_fric,critic,False,False,True,0.5,999,deterministic,-86.10983999999875,152.47299826190363,0.0,0.0,168.2296550339285,0.2029288431532862
3,pinn_no_fric,critic,False,False,True,0.5,999,stochastic,-71.57802,93.94669872677582,0.0,0.0,551.441043975416,3.81703220106672
3,pinn_no_fric,critic,False,False,True,1.0,42,deterministic,-61.24369999999919,110.53632465940804,0.0,0.0,150.1125816608236,0.15815231087765158
3,pinn_no_fric,critic,False,False,True,1.0,42,stochastic,-106.37625999999995,109.37453287759617,0.0,0.0,518.66137034151,2.434209041990417
3,pinn_no_fric,critic,False,False,True,1.0,123,deterministic,-75.64011999999985,110.76293567554767,0.0,0.0,197.39287838095063,0.4060447868712963
3,pinn_no_fric,critic,False,False,True,1.0,123,stochastic,-81.67129999999985,125.54871033782051,0.0,0.0,452.80504410261653,3.428451192030301
3,pinn_no_fric,critic,False,False,True,1.0,456,deterministic,-37.809780000000146,157.90699511627588,0.06,0.0,85.51501660832369,0.23985985440100002
3,pinn_no_fric,critic,False,False,True,1.0,456,stochastic,-22.248800000000053,157.9893113914987,0.0,0.0,289.67382081322194,2.350367819347401
3,pinn_no_fric,critic,False,False,True,1.0,789,deterministic,-78.52143999999942,121.57099731040502,0.0,0.0,65.69683827516162,0.17610984333481677
3,pinn_no_fric,critic,False,False,True,1.0,789,stochastic,-73.71061999999995,96.26378928878489,0.0,0.0,368.076017242945,3.798880222548265
3,pinn_no_fric,critic,False,False,True,1.0,999,deterministic,-43.25637999999922,126.11953197929164,0.0,0.0,133.91711315715523,0.07215425476526179
3,pinn_no_fric,critic,False,False,True,1.0,999,stochastic,-72.96627999999998,95.70005043970238,0.0,0.0,535.6213237496245,3.804136987746249
3,safety_filter,none,False,True,True,0.0,42,deterministic,-69.27279999999965,62.63315892304981,0.0,0.0,175.85067295623188,0.38255514398820667
3,safety_filter,none,False,True,True,0.0,42,stochastic,-64.21502000000005,134.87219473286396,0.0,0.0,275.3995733016404,1.574169216830315
3,safety_filter,none,False,True,True,0.0,123,deterministic,13.004800000000035,111.80994115891461,0.0,0.0,65.1680783453364,0.6241273840384127
3,safety_filter,none,False,True,True,0.0,123,stochastic,-38.51707999999988,148.9859256387447,0.0,0.0,261.53263017473097,2.071336942948098
3,safety_filter,none,False,True,True,0.0,456,deterministic,-32.94697999999899,115.11288157465079,0.0,0.0,23.339294613303192,0.5868515435167413
3,safety_filter,none,False,True,True,0.0,456,stochastic,-43.60945999999999,132.66338833230657,0.0,0.0,434.6236840656959,4.676962939400756
3,safety_filter,none,False,True,True,0.0,789,deterministic,-63.261059999999624,115.34448491668901,0.0,0.0,216.6291342200283,3.481133755783394
3,safety_filter,none,False,True,True,0.0,789,stochastic,-75.63851999999999,82.97368865808959,0.0,0.0,200.7107966046928,3.8270966034786342
3,safety_filter,none,False,True,True,0.0,999,deterministic,-66.13994000000017,85.5010140588779,0.0,0.0,145.32477446327331,3.844843192913568
3,safety_filter,none,False,True,True,0.0,999,stochastic,-75.43521999999999,84.81416619345843,0.0,0.0,153.74951807080893,3.845473504199737
3,pinn_critic_sf,critic,False,True,True,0.001,42,deterministic,-130.10469999999853,125.58067426483218,0.0,0.0,73.99561412852465,0.2790078598946998
3,pinn_critic_sf,critic,False,True,True,0.001,42,stochastic,-104.82781999999996,108.91138108107697,0.0,0.0,423.2799178808576,2.4219447196440327
3,pinn_critic_sf,critic,False,True,True,0.001,123,deterministic,-49.235840000000096,133.65697460235396,0.0,0.0,120.04923797357486,0.6155416296495937
3,pinn_critic_sf,critic,False,True,True,0.001,123,stochastic,-61.32781999999988,146.5197029596619,0.0,0.0,213.96806618038744,2.1564525830918204
3,pinn_critic_sf,critic,False,True,True,0.001,456,deterministic,-31.141779999999404,135.34202949775656,0.0,0.0,85.89072511234923,0.7814457802089427
3,pinn_critic_sf,critic,False,True,True,0.001,456,stochastic,-53.50431999999995,130.92033851887783,0.0,0.0,364.51123009769805,4.703075092577548
3,pinn_critic_sf,critic,False,True,True,0.001,789,deterministic,-44.39093999999961,114.91827718573074,0.0,0.0,147.35589407486313,1.1938552639782005
3,pinn_critic_sf,critic,False,True,True,0.001,789,stochastic,-77.86300000000001,91.75901924388678,0.0,0.0,223.4448586733358,3.821919886187531
3,pinn_critic_sf,critic,False,True,True,0.001,999,deterministic,-68.00677999999995,66.12371312087366,0.0,0.0,136.57107101086288,3.8558213145142206
3,pinn_critic_sf,critic,False,True,True,0.001,999,stochastic,-74.55965999999995,82.61730457055826,0.0,0.0,149.17237644098645,3.848907198067786
3,pinn_critic_sf,critic,False,True,True,0.01,42,deterministic,-45.86715999999969,89.58114215020046,0.0,0.0,164.0024132141591,0.5533347015937381
3,pinn_critic_sf,critic,False,True,True,0.01,42,stochastic,-86.16890000000001,124.45174742256518,0.0,0.0,298.69187855406267,2.1342805058754277
3,pinn_critic_sf,critic,False,True,True,0.01,123,deterministic,-35.09184000000007,108.88952588717802,0.0,0.0,76.82273517340872,0.6473422821328494
3,pinn_critic_sf,critic,False,True,True,0.01,123,stochastic,-79.65697999999989,130.7492542312176,0.0,0.0,236.37174987821973,3.2894957707691668
3,pinn_critic_sf,critic,False,True,True,0.01,456,deterministic,-29.3206799999996,142.02063074672458,0.0,0.0,91.37796120019091,1.9754015467937083
3,pinn_critic_sf,critic,False,True,True,0.01,456,stochastic,-66.13393999999994,118.68766682455416,0.0,0.0,190.46370596468972,4.938304350361298
3,pinn_critic_sf,critic,False,True,True,0.01,789,deterministic,-37.37206000000015,134.52922266591864,0.0,0.0,70.63058730370473,2.0302061272038445
3,pinn_critic_sf,critic,False,True,True,0.01,789,stochastic,-76.07102000000003,89.77467236486906,0.0,0.0,148.5758199503871,3.821692161016806
3,pinn_critic_sf,critic,False,True,True,0.01,999,deterministic,-57.73339999999994,97.19659863781246,0.0,0.0,128.47657356601675,3.2536598329702646
3,pinn_critic_sf,critic,False,True,True,0.01,999,stochastic,-75.56359999999997,85.65699389822166,0.0,0.0,178.7762759212218,3.8470678812230448
3,pinn_critic_sf,critic,False,True,True,0.05,42,deterministic,-67.38153999999923,57.15950408259625,0.0,0.0,137.99085161155566,0.3127302805522293
3,pinn_critic_sf,critic,False,True,True,0.05,42,stochastic,-84.70094000000005,121.22516599294207,0.0,0.0,243.16054085100004,2.1532683246550195
3,pinn_critic_sf,critic,False,True,True,0.05,123,deterministic,-83.96322,97.06769904603469,0.0,0.0,191.81665960087787,3.641888819052109
3,pinn_critic_sf,critic,False,True,True,0.05,123,stochastic,-89.70459999999997,107.9410353066893,0.0,0.0,175.72930402790132,3.607656318196988
3,pinn_critic_sf,critic,False,True,True,0.05,456,deterministic,-47.00679999999968,120.95423371573197,0.0,0.0,116.84560809434153,2.5129658958040153
3,pinn_critic_sf,critic,False,True,True,0.05,456,stochastic,-51.99249999999991,130.5244008017274,0.0,0.0,351.19184948016914,4.855958115200605
3,pinn_critic_sf,critic,False,True,True,0.05,789,deterministic,9.233560000000317,95.42792836044612,0.0,0.0,62.34923393300056,1.0969708458370035
3,pinn_critic_sf,critic,False,True,True,0.05,789,stochastic,-79.90538000000005,93.4500938492605,0.0,0.0,145.36412192809877,3.8120922358790854
3,pinn_critic_sf,critic,False,True,True,0.05,999,deterministic,-59.43646000000002,95.26433100383588,0.0,0.0,148.49569825249674,3.7993274844066343
3,pinn_critic_sf,critic,False,True,True,0.05,999,stochastic,-73.82311999999997,82.50565484635334,0.0,0.0,169.90108954339485,3.8493895989197013
3,pinn_critic_sf,critic,False,True,True,0.1,42,deterministic,-73.91799999999944,66.56100126410364,0.0,0.0,177.00645836246582,0.4006306815149017
3,pinn_critic_sf,critic,False,True,True,0.1,42,stochastic,-53.048920000000045,122.13397001372546,0.0,0.0,231.39977443034658,0.8700377152154143
3,pinn_critic_sf,critic,False,True,True,0.1,123,deterministic,-1.7695399999998416,117.38030059515255,0.0,0.0,75.70275404830026,1.5638329486253126
3,pinn_critic_sf,critic,False,True,True,0.1,123,stochastic,-92.80990000000003,106.21881990480763,0.0,0.0,131.9527552119589,3.6089771035760934
3,pinn_critic_sf,critic,False,True,True,0.1,456,deterministic,8.78773999999993,94.25076531462435,0.0,0.0,125.65817441838472,3.402961888582977
