job_id,scenario,variant,pinn_placement,use_l_ego,use_safety_filter,use_ttc,use_stop,use_fric,lambda_phys,seed,use_intent
136,2,pinn_ego,critic,True,False,True,True,True,0.5,123,False
137,2,pinn_ego,critic,True,False,True,True,True,0.5,456,False
138,2,pinn_ego,critic,True,False,True,True,True,0.5,789,False
139,2,pinn_ego,critic,True,False,True,True,True,0.5,999,False
140,2,pinn_ego,critic,True,False,True,True,True,1.0,42,False
141,2,pinn_ego,critic,True,False,True,True,True,1.0,123,False
142,2,pinn_ego,critic,True,False,True,True,True,1.0,456,False
143,2,pinn_ego,critic,True,False,True,True,True,1.0,789,False
144,2,pinn_ego,critic,True,False,True,True,True,1.0,999,False
145,2,pinn_no_ttc,critic,False,False,False,True,True,0.001,42,False
146,2,pinn_no_ttc,critic,False,False,False,True,True,0.001,123,False
147,2,pinn_no_ttc,critic,False,False,False,True,True,0.001,456,False
148,2,pinn_no_ttc,critic,False,False,False,True,True,0.001,789,False
149,2,pinn_no_ttc,critic,False,False,False,True,True,0.001,999,False
150,2,pinn_no_ttc,critic,False,False,False,True,True,0.01,42,False
151,2,pinn_no_ttc,critic,False,False,False,True,True,0.01,123,False
152,2,pinn_no_ttc,critic,False,False,False,True,True,0.01,456,False
153,2,pinn_no_ttc,critic,False,False,False,True,True,0.01,789,False
154,2,pinn_no_ttc,critic,False,False,False,True,True,0.01,999,False
155,2,pinn_no_ttc,critic,False,False,False,True,True,0.05,42,False
156,2,pinn_no_ttc,critic,False,False,False,True,True,0.05,123,False
157,2,pinn_no_ttc,critic,False,False,False,True,True,0.05,456,False
158,2,pinn_no_ttc,critic,False,False,False,True,True,0.05,789,False
159,2,pinn_no_ttc,critic,False,False,False,True,True,0.05,999,False
160,2,pinn_no_ttc,critic,False,False,False,True,True,0.1,42,False
161,2,pinn_no_ttc,critic,False,False,False,True,True,0.1,123,False
162,2,pinn_no_ttc,critic,False,False,False,True,True,0.1,456,False
163,2,pinn_no_ttc,critic,False,False,False,True,True,0.1,789,False
164,2,pinn_no_ttc,critic,False,False,False,True,True,0.1,999,False
165,2,pinn_no_ttc,critic,False,False,False,True,True,0.2,42,False
166,2,pinn_no_ttc,critic,False,False,False,True,True,0.2,123,False
167,2,pinn_no_ttc,critic,False,False,False,True,True,0.2,456,False
168,2,pinn_no_ttc,critic,False,False,False,True,True,0.2,789,False
169,2,pinn_no_ttc,critic,False,False,False,True,True,0.2,999,False
170,2,pinn_no_ttc,critic,False,False,False,True,True,0.5,42,False
171,2,pinn_no_ttc,critic,False,False,False,True,True,0.5,123,False
172,2,pinn_no_ttc,critic,False,False,False,True,True,0.5,456,False
173,2,pinn_no_ttc,critic,False,False,False,True,True,0.5,789,False
174,2,pinn_no_ttc,critic,False,False,False,True,True,0.5,999,False
175,2,pinn_no_ttc,critic,False,False,False,True,True,1.0,42,False
176,2,pinn_no_ttc,critic,False,False,False,True,True,1.0,123,False
177,2,pinn_no_ttc,critic,False,False,False,True,True,1.0,456,False
178,2,pinn_no_ttc,critic,False,False,False,True,True,1.0,789,False
179,2,pinn_no_ttc,critic,False,False,False,True,True,1.0,999,False
180,2,pinn_no_stop,critic,False,False,True,False,True,0.001,42,False
181,2,pinn_no_stop,critic,False,False,True,False,True,0.001,123,False
182,2,pinn_no_stop,critic,False,False,True,False,True,0.001,456,False
183,2,pinn_no_stop,critic,False,False,True,False,True,0.001,789,False
184,2,pinn_no_stop,critic,False,False,True,False,True,0.001,999,False
185,2,pinn_no_stop,critic,False,False,True,False,True,0.01,42,False
186,2,pinn_no_stop,critic,False,False,True,False,True,0.01,123,False
187,2,pinn_no_stop,critic,False,False,True,False,True,0.01,456,False
188,2,pinn_no_stop,critic,False,False,True,False,True,0.01,789,False
189,2,pinn_no_stop,critic,False,False,True,False,True,0.01,999,False
190,2,pinn_no_stop,critic,False,False,True,False,True,0.05,42,False
191,2,pinn_no_stop,critic,False,False,True,False,True,0.05,123,False
192,2,pinn_no_stop,critic,False,False,True,False,True,0.05,456,False
193,2,pinn_no_stop,critic,False,False,True,False,True,0.05,789,False
194,2,pinn_no_stop,critic,False,False,True,False,True,0.05,999,False
195,2,pinn_no_stop,critic,False,False,True,False,True,0.1,42,False
196,2,pinn_no_stop,critic,False,False,True,False,True,0.1,123,False
197,2,pinn_no_stop,critic,False,False,True,False,True,0.1,456,False
198,2,pinn_no_stop,critic,False,False,True,False,True,0.1,789,False
199,2,pinn_no_stop,critic,False,False,True,False,True,0.1,999,False
200,2,pinn_no_stop,critic,False,False,True,False,True,0.2,42,False
201,2,pinn_no_stop,critic,False,False,True,False,True,0.2,123,False
202,2,pinn_no_stop,critic,False,False,True,False,True,0.2,456,False
203,2,pinn_no_stop,critic,False,False,True,False,True,0.2,789,False
204,2,pinn_no_stop,critic,False,False,True,False,True,0.2,999,False
205,2,pinn_no_stop,critic,False,False,True,False,True,0.5,42,False
206,2,pinn_no_stop,critic,False,False,True,False,True,0.5,123,False
207,2,pinn_no_stop,critic,False,False,True,False,True,0.5,456,False
208,2,pinn_no_stop,critic,False,False,True,False,True,0.5,789,False
209,2,pinn_no_stop,critic,False,False,True,False,True,0.5,999,False
210,2,pinn_no_stop,critic,False,False,True,False,True,1.0,42,False
211,2,pinn_no_stop,critic,False,False,True,False,True,1.0,123,False
