step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,381.5300125,10,-0.0037941057235002518,39.13569641113281,0,0.0,7.7019511533632095,0.0,1.4253294467926025,401.8648247718811
45056,407.90918369140616,10,0.05399357154965401,448.3436584472656,1,0.1,7.946261738339117,0.0,1.308071494102478,392.1287178993225
86016,394.48527246093744,10,0.021643124520778656,233.78326416015625,1,0.1,7.181589586753299,0.0,1.0348469018936157,405.1797499656677
126976,400.70579184570306,10,0.03303424268960953,284.991455078125,0,0.0,5.824929718037873,0.0,0.8694865703582764,426.7073380947113
167936,397.8095734765624,10,-0.009647149592638016,120.99954223632812,1,0.1,6.191199537772628,0.0,0.4295234680175781,431.55892992019653
208896,394.1790278971353,10,0.03298920392990112,347.319580078125,2,0.2,6.687727574945518,0.0,0.5694553852081299,442.3231506347656
249856,401.6197381975445,10,-0.023096144199371338,180.33139038085938,0,0.0,6.591634799294918,0.0,0.4385530650615692,458.06195521354675
290816,395.19827092285146,10,-0.05601176619529724,146.1407470703125,2,0.2,5.844064896205546,0.0,0.3737878203392029,466.85781383514404
331776,395.48036304253463,10,-0.06691151857376099,159.30685424804688,0,0.0,5.522411809268048,0.0,0.4526834785938263,468.901508808136
372736,395.0543967382811,10,0.06972204893827438,373.94677734375,1,0.1,6.065408368040507,0.0,0.3345222473144531,489.0068783760071
