step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,-4.999999999999938,10,-0.21762831509113312,0.8899685144424438,0,0.0,10.456636701412393,0.543167007392631,1.521562099456787,560.9461569786072
45056,210.58960468750004,10,0.02083268016576767,222.8067626953125,1,0.1,7.106127983092808,0.0,1.402156114578247,570.98197722435
86016,271.04966568048013,10,-0.04346929490566254,155.5328369140625,2,0.2,6.99831683529656,0.0,1.0739514827728271,740.2811424732208
126976,323.8582605911787,10,-0.10101804882287979,113.13078308105469,0,0.0,7.036113665500823,0.0,1.0210185050964355,886.4004755020142
167936,362.40214847294294,10,-0.09650938212871552,89.00471496582031,0,0.0,7.043429915547542,0.0,0.7164955139160156,942.9257807731628
208896,369.2047903941191,10,0.004034548997879028,210.01675415039062,0,0.0,5.655356720456845,0.0,0.6148985028266907,1130.2255063056946
249856,376.27810605210203,10,-0.11756560206413269,125.48522186279297,0,0.0,6.338996056174295,0.0,0.5281158089637756,1215.9720170497894
290816,380.94559279558933,10,0.031077325344085693,49.307552337646484,0,0.0,5.792765623075158,0.0,0.4008108973503113,1217.9900114536285
331776,381.899299151635,10,-0.016496285796165466,128.0023651123047,1,0.1,6.340644265778498,0.0,0.3843555748462677,1206.4394402503967
372736,387.9093092364714,10,0.054701365530490875,120.91793060302734,0,0.0,6.6205127766062875,0.0,0.3654394745826721,1156.6055371761322
