scenario,maneuver,method,lambda,metric,n,mean,ci_low,ci_high
2_dense,right_left,fusion_aux,0.01,SR,5,0.23966666666666664,0.10633333333333332,0.37299999999999994
2_dense,right_left,fusion_aux,0.01,CR,5,0.0,0.0,0.0
2_dense,right_left,fusion_aux,0.01,mean_return,5,51.957404999999994,32.474247333333324,69.86703666666668
2_dense,right_left,fusion_aux,0.01,mean_ttc,5,9.4364475226495,8.510025463496463,10.311466683537642
2_dense,right_left,fusion_aux,0.05,SR,5,0.203,0.11099999999999999,0.2886666666666667
2_dense,right_left,fusion_aux,0.05,CR,5,0.0,0.0,0.0
2_dense,right_left,fusion_aux,0.05,mean_return,5,51.61756766666667,39.44606866666669,63.475077999999996
2_dense,right_left,fusion_aux,0.05,mean_ttc,5,9.468545469937627,8.690461198594727,10.385190025582844
2_dense,right_left,fusion_aux,0.1,SR,5,0.1913333333333333,0.11866666666666666,0.26399999999999996
2_dense,right_left,fusion_aux,0.1,CR,5,0.0003333333333333334,0.0,0.001
2_dense,right_left,fusion_aux,0.1,mean_return,5,39.12465299999998,21.42647666666663,58.61794599999996
2_dense,right_left,fusion_aux,0.1,mean_ttc,5,9.75614266043075,8.899625645321724,10.612659675539778
2_dense,right_left,fusion_aux,0.2,SR,5,0.22733333333333333,0.12666666666666665,0.3613333333333333
2_dense,right_left,fusion_aux,0.2,CR,5,0.0006666666666666668,0.0,0.0013333333333333335
2_dense,right_left,fusion_aux,0.2,mean_return,5,59.733658333333366,29.25911000000003,83.21036800000002
2_dense,right_left,fusion_aux,0.2,mean_ttc,5,9.971725814330721,8.513478508243635,11.246470145334566
2_dense,right_left,fusion_aux,0.5,SR,5,0.13799999999999998,0.076,0.21533333333333332
2_dense,right_left,fusion_aux,0.5,CR,5,0.0003333333333333334,0.0,0.001
2_dense,right_left,fusion_aux,0.5,mean_return,5,38.95337166666671,23.39742300000008,50.54286738333336
2_dense,right_left,fusion_aux,0.5,mean_ttc,5,10.063589932983385,9.255442470848848,10.893169430546479
2_dense,right_left,fusion_aux,1.0,SR,5,0.24266666666666667,0.14366666666666666,0.3406666666666666
2_dense,right_left,fusion_aux,1.0,CR,5,0.0003333333333333334,0.0,0.001
2_dense,right_left,fusion_aux,1.0,mean_return,5,53.85272366666665,37.108313999999964,71.97998066666665
2_dense,right_left,fusion_aux,1.0,mean_ttc,5,9.79466806474691,9.106607604695181,10.43751316790527
2_dense,right_left,hjb_aux,0.01,SR,5,0.27166666666666667,0.04833333333333333,0.6356666666666666
2_dense,right_left,hjb_aux,0.01,CR,5,0.0013333333333333335,0.0,0.004
2_dense,right_left,hjb_aux,0.01,mean_return,5,119.1701990000001,61.10468633333346,217.40712067499985
2_dense,right_left,hjb_aux,0.01,mean_ttc,5,8.119191830028338,5.9010163030156875,9.881467653040625
2_dense,right_left,hjb_aux,0.05,SR,5,0.3003333333333334,0.059666666666666666,0.6653333333333333
2_dense,right_left,hjb_aux,0.05,CR,5,0.0,0.0,0.0
2_dense,right_left,hjb_aux,0.05,mean_return,5,110.6102633333335,49.9546273333336,209.03143800000004
2_dense,right_left,hjb_aux,0.05,mean_ttc,5,9.575318228883363,6.751349764883587,11.822794615936568
2_dense,right_left,hjb_aux,0.1,SR,5,0.8036666666666665,0.46099999999999997,0.9963333333333335
2_dense,right_left,hjb_aux,0.1,CR,5,0.0023333333333333335,0.0,0.005
2_dense,right_left,hjb_aux,0.1,mean_return,5,257.635489,160.99478666666673,313.1210016666666
2_dense,right_left,hjb_aux,0.1,mean_ttc,5,4.9714884600958476,3.312882888215835,6.878627598284353
2_dense,right_left,hjb_aux,0.2,SR,5,0.371,0.046,0.727
2_dense,right_left,hjb_aux,0.2,CR,5,0.001,0.0,0.002
2_dense,right_left,hjb_aux,0.2,mean_return,5,126.44471000000021,47.50529666666703,218.09978833333344
2_dense,right_left,hjb_aux,0.2,mean_ttc,5,9.246952327113782,6.883120542557073,11.887867996729359
2_dense,right_left,hjb_aux,0.5,SR,5,0.624,0.23766666666666675,0.999
2_dense,right_left,hjb_aux,0.5,CR,5,0.0006666666666666668,0.0,0.0013333333333333335
2_dense,right_left,hjb_aux,0.5,mean_return,5,201.5480000000001,98.16156833333355,304.9344316666666
2_dense,right_left,hjb_aux,0.5,mean_ttc,5,6.894082960036076,4.063419249868471,10.049962871054877
2_dense,right_left,hjb_aux,1.0,SR,5,0.579,0.27284166666666676,0.877
2_dense,right_left,hjb_aux,1.0,CR,5,0.0,0.0,0.0
2_dense,right_left,hjb_aux,1.0,mean_return,5,177.83751166666679,97.2925560000002,258.63886166666674
2_dense,right_left,hjb_aux,1.0,mean_ttc,5,6.99425786606827,5.329029400382876,8.981382137809524
2_dense,right_left,soft_hjb_aux,0.01,SR,5,0.42000000000000004,0.375,0.46733333333333327
2_dense,right_left,soft_hjb_aux,0.01,CR,5,0.0006666666666666668,0.0,0.0013333333333333335
2_dense,right_left,soft_hjb_aux,0.01,mean_return,5,58.84476033333336,35.16902866666671,82.54505039999988
2_dense,right_left,soft_hjb_aux,0.01,mean_ttc,5,7.002575747191105,6.566567415618502,7.438584078763708
2_dense,right_left,soft_hjb_aux,0.05,SR,5,0.31566666666666665,0.244,0.39499999999999996
2_dense,right_left,soft_hjb_aux,0.05,CR,5,0.0,0.0,0.0
2_dense,right_left,soft_hjb_aux,0.05,mean_return,5,55.91902300000004,44.63284666666675,69.92100366666668
2_dense,right_left,soft_hjb_aux,0.05,mean_ttc,5,7.949589086667524,7.274449800320514,8.455371412874207
2_dense,right_left,soft_hjb_aux,0.1,SR,5,0.32966666666666666,0.2416666666666667,0.42366666666666664
2_dense,right_left,soft_hjb_aux,0.1,CR,5,0.0003333333333333334,0.0,0.001
2_dense,right_left,soft_hjb_aux,0.1,mean_return,5,57.16361499999999,41.129667333333316,73.02577666666666
2_dense,right_left,soft_hjb_aux,0.1,mean_ttc,5,7.830347338251942,7.126605333785418,8.420391173590584
2_dense,right_left,soft_hjb_aux,0.2,SR,5,0.3066666666666667,0.23699999999999996,0.3913333333333333
2_dense,right_left,soft_hjb_aux,0.2,CR,5,0.0,0.0,0.0
2_dense,right_left,soft_hjb_aux,0.2,mean_return,5,57.02090800000004,45.11095100000008,70.47741733333334
2_dense,right_left,soft_hjb_aux,0.2,mean_ttc,5,8.34192487587605,7.7270962818199225,8.896291535899554
2_dense,right_left,soft_hjb_aux,0.5,SR,5,0.387,0.2713333333333333,0.48599999999999993
2_dense,right_left,soft_hjb_aux,0.5,CR,5,0.0,0.0,0.0
2_dense,right_left,soft_hjb_aux,0.5,mean_return,5,69.98922666666667,60.13103299999998,79.79477133333334
2_dense,right_left,soft_hjb_aux,0.5,mean_ttc,5,7.4483190452149275,6.591011860482647,8.11145548863674
2_dense,right_left,soft_hjb_aux,1.0,SR,5,0.34433333333333327,0.2726666666666667,0.40599999999999997
2_dense,right_left,soft_hjb_aux,1.0,CR,5,0.0,0.0,0.0
2_dense,right_left,soft_hjb_aux,1.0,mean_return,5,78.45068900000001,66.76611933333338,89.32609366666665
2_dense,right_left,soft_hjb_aux,1.0,mean_ttc,5,7.901346286309725,7.498235921587809,8.264718323852073
2_dense,stem_right,cbf_aux,0.01,SR,5,0.12833333333333333,0.08366666666666667,0.173
2_dense,stem_right,cbf_aux,0.01,CR,5,0.34833333333333333,0.24458333333333332,0.4583333333333333
2_dense,stem_right,cbf_aux,0.01,mean_return,5,93.21261233333318,82.89425199999975,106.97603466666646
2_dense,stem_right,cbf_aux,0.01,mean_ttc,5,6.782296830628509,5.62541701778455,7.987357059038436
2_dense,stem_right,cbf_aux,0.05,SR,5,0.166,0.08266666666666668,0.23066666666666666
2_dense,stem_right,cbf_aux,0.05,CR,5,0.29300000000000004,0.1933333333333333,0.3944916666666658
2_dense,stem_right,cbf_aux,0.05,mean_return,5,102.64239499999978,86.74343666666641,115.2959633333331
2_dense,stem_right,cbf_aux,0.05,mean_ttc,5,7.7084256929140995,6.096602060469587,9.190394981790364
2_dense,stem_right,cbf_aux,0.1,SR,5,0.14666666666666667,0.10766666666666669,0.189
2_dense,stem_right,cbf_aux,0.1,CR,5,0.30900000000000005,0.20600000000000002,0.4026666666666666
2_dense,stem_right,cbf_aux,0.1,mean_return,5,95.40721033333323,81.44628199999998,111.75947733333317
2_dense,stem_right,cbf_aux,0.1,mean_ttc,5,7.038558412341914,5.751246384113912,8.926564020475919
2_dense,stem_right,cbf_aux,0.2,SR,5,0.14533333333333337,0.09333333333333334,0.19733333333333333
2_dense,stem_right,cbf_aux,0.2,CR,5,0.32966666666666666,0.2006666666666667,0.45866666666666667
2_dense,stem_right,cbf_aux,0.2,mean_return,5,99.51760566666647,87.9760653333331,111.05914599999983
2_dense,stem_right,cbf_aux,0.2,mean_ttc,5,7.213153738985104,5.633291727919316,9.271385372709764
2_dense,stem_right,cbf_aux,0.5,SR,5,0.16733333333333333,0.14233333333333337,0.19866666666666666
2_dense,stem_right,cbf_aux,0.5,CR,5,0.30000000000000004,0.20866666666666664,0.4043333333333334
2_dense,stem_right,cbf_aux,0.5,mean_return,5,98.76356966666648,87.65805233333315,108.07846433333307
2_dense,stem_right,cbf_aux,0.5,mean_ttc,5,7.539739745880395,6.306121844049707,8.514030585072126
2_dense,stem_right,cbf_aux,1.0,SR,5,0.10666666666666666,0.07866666666666666,0.13466666666666666
2_dense,stem_right,cbf_aux,1.0,CR,5,0.19633333333333333,0.12733333333333335,0.2583333333333333
2_dense,stem_right,cbf_aux,1.0,mean_return,5,92.79462366666652,86.81534299999994,98.5021736666665
2_dense,stem_right,cbf_aux,1.0,mean_ttc,5,8.310146695055998,6.759209337545049,9.864373604975102
2_dense,stem_right,eikonal_aux,0.01,SR,5,0.049,0.034333333333333334,0.07066666666666667
2_dense,stem_right,eikonal_aux,0.01,CR,5,0.31866666666666665,0.23699999999999996,0.4050000000000001
2_dense,stem_right,eikonal_aux,0.01,mean_return,5,67.37241600000002,60.53523266666675,74.62615466666664
2_dense,stem_right,eikonal_aux,0.01,mean_ttc,5,9.477260349884912,7.333542234970311,12.527844467696223
2_dense,stem_right,eikonal_aux,0.05,SR,5,0.056666666666666664,0.02266666666666667,0.08533333333333334
2_dense,stem_right,eikonal_aux,0.05,CR,5,0.3516666666666667,0.28094166666666665,0.42033333333333334
2_dense,stem_right,eikonal_aux,0.05,mean_return,5,70.98833766666664,54.00041500000003,87.63415899999993
2_dense,stem_right,eikonal_aux,0.05,mean_ttc,5,8.676358238918537,7.9432780108972185,9.426993595526216
2_dense,stem_right,eikonal_aux,0.1,SR,5,0.05733333333333333,0.03066666666666667,0.08233333333333334
2_dense,stem_right,eikonal_aux,0.1,CR,5,0.31799999999999995,0.231,0.4069999999999999
2_dense,stem_right,eikonal_aux,0.1,mean_return,5,65.16787866666661,51.63612800000001,78.59351166666656
2_dense,stem_right,eikonal_aux,0.1,mean_ttc,5,9.114236141272942,7.2120293149794605,10.916725971749809
2_dense,stem_right,eikonal_aux,0.2,SR,5,0.05500000000000001,0.025,0.10800000000000001
2_dense,stem_right,eikonal_aux,0.2,CR,5,0.3616666666666667,0.31630833333333336,0.43233333333333335
2_dense,stem_right,eikonal_aux,0.2,mean_return,5,73.76829633333331,62.09338833333335,89.85141199999991
2_dense,stem_right,eikonal_aux,0.2,mean_ttc,5,8.758284420203783,8.205038878637698,9.476380341469508
2_dense,stem_right,eikonal_aux,0.5,SR,5,0.07933333333333334,0.04300000000000001,0.11699999999999999
2_dense,stem_right,eikonal_aux,0.5,CR,5,0.3466666666666667,0.27799999999999997,0.41533333333333333
2_dense,stem_right,eikonal_aux,0.5,mean_return,5,72.19331199999995,52.91661299999997,86.46574944999982
2_dense,stem_right,eikonal_aux,0.5,mean_ttc,5,9.17656132203126,6.909266236000886,12.286684800761028
2_dense,stem_right,eikonal_aux,1.0,SR,5,0.07066666666666667,0.035666666666666666,0.10300000000000001
2_dense,stem_right,eikonal_aux,1.0,CR,5,0.31100000000000005,0.24666666666666673,0.40771666666666645
2_dense,stem_right,eikonal_aux,1.0,mean_return,5,77.61186066666657,67.95015299999991,87.95388166666658
2_dense,stem_right,eikonal_aux,1.0,mean_ttc,5,9.340399585489687,7.5543422459510285,11.409029451596654
2_dense,stem_right,fusion_aux,0.01,SR,5,0.060333333333333336,0.04066666666666667,0.09233333333333335
2_dense,stem_right,fusion_aux,0.01,CR,5,0.3676666666666667,0.3,0.43533333333333335
2_dense,stem_right,fusion_aux,0.01,mean_return,5,60.06881933333324,50.581714999999924,69.77295666666652
2_dense,stem_right,fusion_aux,0.01,mean_ttc,5,7.006174576264501,6.241765728697398,8.048144061193472
2_dense,stem_right,fusion_aux,0.05,SR,5,0.035333333333333335,0.026999999999999996,0.04666666666666667
2_dense,stem_right,fusion_aux,0.05,CR,5,0.39533333333333337,0.33085833333333337,0.4646666666666667
2_dense,stem_right,fusion_aux,0.05,mean_return,5,41.81067366666663,30.235274333333273,51.69736999999996
2_dense,stem_right,fusion_aux,0.05,mean_ttc,5,7.395158135881464,6.7500691493495255,8.10073348140391
2_dense,stem_right,fusion_aux,0.1,SR,5,0.045000000000000005,0.033,0.057341666666666624
2_dense,stem_right,fusion_aux,0.1,CR,5,0.42466666666666664,0.35733333333333334,0.49433333333333335
2_dense,stem_right,fusion_aux,0.1,mean_return,5,44.59688833333332,33.003868333333365,54.33100899999995
2_dense,stem_right,fusion_aux,0.1,mean_ttc,5,6.713687171472889,6.348241234359944,7.116805643626057
2_dense,stem_right,fusion_aux,0.2,SR,5,0.043333333333333335,0.028666666666666667,0.057999999999999996
2_dense,stem_right,fusion_aux,0.2,CR,5,0.36133333333333334,0.269,0.446
2_dense,stem_right,fusion_aux,0.2,mean_return,5,51.3773286666666,42.80039099999997,61.01491233333322
2_dense,stem_right,fusion_aux,0.2,mean_ttc,5,7.744557187465404,7.065208677560122,8.45580439752093
2_dense,stem_right,fusion_aux,0.5,SR,5,0.04833333333333333,0.036333333333333336,0.06133333333333334
2_dense,stem_right,fusion_aux,0.5,CR,5,0.334,0.271875,0.388
2_dense,stem_right,fusion_aux,0.5,mean_return,5,48.11480533333329,37.67847266666665,58.52427866666661
2_dense,stem_right,fusion_aux,0.5,mean_ttc,5,7.505362946044288,6.74868062047982,8.092421076182788
2_dense,stem_right,fusion_aux,1.0,SR,5,0.065,0.043,0.08933333333333333
2_dense,stem_right,fusion_aux,1.0,CR,5,0.28300000000000003,0.17833333333333334,0.3873333333333333
2_dense,stem_right,fusion_aux,1.0,mean_return,5,64.87672966666663,52.38893266666664,78.65705333333332
2_dense,stem_right,fusion_aux,1.0,mean_ttc,5,8.718549716737499,7.362168635814706,10.304082280539523
2_dense,stem_right,hjb_aux,0.01,SR,5,0.2126666666666667,0.19433333333333333,0.22967499999999996
2_dense,stem_right,hjb_aux,0.01,CR,5,0.39299999999999996,0.33533333333333337,0.45899999999999996
2_dense,stem_right,hjb_aux,0.01,mean_return,5,105.73361166666662,100.13662199999987,110.27908499999998
2_dense,stem_right,hjb_aux,0.01,mean_ttc,5,6.177400951202874,5.942147841198251,6.399497383904712
2_dense,stem_right,hjb_aux,0.05,SR,5,0.13399999999999998,0.062,0.20700000000000002
2_dense,stem_right,hjb_aux,0.05,CR,5,0.2753333333333333,0.1706666666666667,0.42266666666666663
2_dense,stem_right,hjb_aux,0.05,mean_return,5,86.92305499999983,74.47593466666657,102.63924899999998
2_dense,stem_right,hjb_aux,0.05,mean_ttc,5,7.599506288793435,6.03858479979549,9.438633265701958
2_dense,stem_right,hjb_aux,0.1,SR,5,0.10666666666666666,0.053000000000000005,0.16033333333333336
2_dense,stem_right,hjb_aux,0.1,CR,5,0.2743333333333334,0.195,0.3403333333333333
2_dense,stem_right,hjb_aux,0.1,mean_return,5,81.58472833333319,69.09630166666655,95.35868566666653
2_dense,stem_right,hjb_aux,0.1,mean_ttc,5,8.445026696013223,7.2173221520355835,9.383435880012557
2_dense,stem_right,hjb_aux,0.2,SR,5,0.12866666666666665,0.073,0.18466666666666667
2_dense,stem_right,hjb_aux,0.2,CR,5,0.296,0.22533333333333333,0.38066666666666665
2_dense,stem_right,hjb_aux,0.2,mean_return,5,94.60788633333314,84.37076333333317,105.93889066666645
2_dense,stem_right,hjb_aux,0.2,mean_ttc,5,8.476985118930093,6.864282873624134,10.090250261419518
2_dense,stem_right,hjb_aux,0.5,SR,5,0.13233333333333333,0.07286666666666668,0.18433333333333332
2_dense,stem_right,hjb_aux,0.5,CR,5,0.30599999999999994,0.20366666666666666,0.4083333333333334
2_dense,stem_right,hjb_aux,0.5,mean_return,5,83.6882266666665,55.72096299999987,106.7893566666665
2_dense,stem_right,hjb_aux,0.5,mean_ttc,5,7.404798254324237,5.594597080238307,9.338670793291168
2_dense,stem_right,hjb_aux,1.0,SR,5,0.14,0.09266666666666666,0.177
2_dense,stem_right,hjb_aux,1.0,CR,5,0.3716666666666667,0.22600000000000003,0.5173333333333333
2_dense,stem_right,hjb_aux,1.0,mean_return,5,91.56834366666658,84.53336633333332,98.60332099999985
2_dense,stem_right,hjb_aux,1.0,mean_ttc,5,6.9616666231277025,5.528040150126655,8.497964121462639
2_dense,stem_right,soft_hjb_aux,0.01,SR,5,0.06066666666666667,0.029333333333333333,0.09570833333333312
2_dense,stem_right,soft_hjb_aux,0.01,CR,5,0.3443333333333333,0.19966666666666666,0.4656666666666666
2_dense,stem_right,soft_hjb_aux,0.01,mean_return,5,47.76012399999996,36.13443966666663,58.7057113333333
2_dense,stem_right,soft_hjb_aux,0.01,mean_ttc,5,6.897376736913796,6.114249969561643,7.927733564298362
2_dense,stem_right,soft_hjb_aux,0.05,SR,5,0.04833333333333333,0.022666666666666665,0.08666666666666666
2_dense,stem_right,soft_hjb_aux,0.05,CR,5,0.36100000000000004,0.2586666666666667,0.4683333333333334
2_dense,stem_right,soft_hjb_aux,0.05,mean_return,5,41.366371333333255,20.756124333333293,60.57816133333323
2_dense,stem_right,soft_hjb_aux,0.05,mean_ttc,5,7.3172612595924775,6.365981572503374,8.539677942066096
2_dense,stem_right,soft_hjb_aux,0.1,SR,5,0.06833333333333333,0.038,0.09766666666666667
2_dense,stem_right,soft_hjb_aux,0.1,CR,5,0.3453333333333333,0.2843333333333334,0.4073333333333333
2_dense,stem_right,soft_hjb_aux,0.1,mean_return,5,44.337268333333235,33.95374566666655,54.90065233333321
2_dense,stem_right,soft_hjb_aux,0.1,mean_ttc,5,6.422353909524905,5.906411012941553,6.938296806108257
2_dense,stem_right,soft_hjb_aux,0.2,SR,5,0.05333333333333333,0.041999999999999996,0.06633333333333333
2_dense,stem_right,soft_hjb_aux,0.2,CR,5,0.46799999999999997,0.38566666666666666,0.5566666666666666
2_dense,stem_right,soft_hjb_aux,0.2,mean_return,5,36.12649833333329,27.953518999999964,44.01525899999994
2_dense,stem_right,soft_hjb_aux,0.2,mean_ttc,5,6.215257845966607,5.712418796516667,6.718096895416548
2_dense,stem_right,soft_hjb_aux,0.5,SR,5,0.076,0.06066666666666667,0.09433333333333334
2_dense,stem_right,soft_hjb_aux,0.5,CR,5,0.39799999999999996,0.36133333333333334,0.4503333333333333
2_dense,stem_right,soft_hjb_aux,0.5,mean_return,5,39.46531833333329,25.897449999999946,51.144081999999955
2_dense,stem_right,soft_hjb_aux,0.5,mean_ttc,5,6.585638266492306,5.954693198717955,7.25806580066279
2_dense,stem_right,soft_hjb_aux,1.0,SR,5,0.05633333333333333,0.048325,0.06466666666666668
2_dense,stem_right,soft_hjb_aux,1.0,CR,5,0.37733333333333335,0.317,0.4376666666666667
2_dense,stem_right,soft_hjb_aux,1.0,mean_return,5,41.09996933333322,30.659304333333257,52.408847333333156
2_dense,stem_right,soft_hjb_aux,1.0,mean_ttc,5,6.473844953115024,5.91346067909964,7.346205065434738
