method,scenario,maneuver,seed,machine,intent,n_iters,window_iters,residual_early,residual_late,residual_ratio,distill_early,distill_late
soft_hjb_aux,1a,stem_left,789,cmu7_p2,False,98,10,314.22061406,7612.97611041,24.228124,75.01428633,61.61542282
soft_hjb_aux,1a,stem_left,999,cmu7_p2,True,98,10,5.25536429,17.75022702,3.377545,50.46421872,119.47920303
soft_hjb_aux,1a,stem_left,999,cmu7_p2,False,98,10,168.66067823,3.03181152,0.017976,55.64437137,125.80886269
soft_hjb_aux,1a,stem_left,1111,cmu7_p2,True,98,10,840.18029891,159.48715401,0.189825,120.07120311,49.53936462
soft_hjb_aux,1a,stem_left,1111,cmu7_p2,False,98,10,234.25178156,122.30052047,0.52209,33.11555953,135.66516647
soft_hjb_aux,1a,stem_left,2222,babel-w5-20,True,98,10,110.77246409,7834.91794425,70.729834,50.18865976,55.43618546
soft_hjb_aux,1a,stem_left,2222,cmu7_p2,False,98,10,659.99602104,4.96570647,0.007524,101.09586101,93.28371696
soft_hjb_aux,1a,stem_left,3333,cmu7_p2,True,98,10,73.50221029,809.69904747,11.015982,30.37647655,44.97307739
soft_hjb_aux,1a,stem_left,3333,cmu7_p2,False,98,10,140.77940464,930.76476001,6.611512,32.37452352,45.81888466
soft_hjb_aux,1a,stem_left,4444,babel-w5-20,True,98,10,89.23423808,250.23412044,2.804239,52.74551997,52.20117626
soft_hjb_aux,1a,stem_left,4444,cmu7_p2,False,98,10,28.41455526,2.56319511,0.090207,113.27340359,112.13710899
soft_hjb_aux,1a,stem_left,5555,cmu7_p2,True,98,10,242.47153521,3.36270442,0.013868,13.51093311,101.75229683
soft_hjb_aux,1a,stem_left,5555,cmu7_p2,False,98,10,50.12685574,2797.83286088,55.815048,20.9564192,49.25266418
soft_hjb_aux,1a,stem_right,42,cmu3,True,98,10,146.4718641,2.36171196,0.016124,150.57084724,63.86177731
soft_hjb_aux,1a,stem_right,42,cmu3,False,98,10,11.60681254,2.33807334,0.20144,21.48686441,80.26782455
soft_hjb_aux,1a,stem_right,123,cmu3,True,98,10,33.77423719,2.23430105,0.066154,52.1974217,60.94589577
soft_hjb_aux,1a,stem_right,123,cmu3,False,98,10,2548.5160032,459.71107936,0.180384,70.22024468,55.25797501
soft_hjb_aux,1a,stem_right,456,cmu3,True,98,10,283.06487514,2.16463988,0.007647,96.04112677,86.7203598
soft_hjb_aux,1a,stem_right,456,cmu3,False,98,10,975.40221711,2.39574733,0.002456,124.05993025,79.96400909
soft_hjb_aux,1a,stem_right,789,cmu3,True,98,10,1047.34860945,97.9545167,0.093526,9.64832639,97.84176216
soft_hjb_aux,1a,stem_right,789,cmu3,False,98,10,56.55789901,5.99556174,0.106008,106.13587755,72.47569637
soft_hjb_aux,1a,stem_right,999,cmu3,True,98,10,182.24234252,522.5981895,2.8676,73.07155327,89.11051331
soft_hjb_aux,1a,stem_right,999,cmu3,False,98,10,40.32243123,2.27504892,0.056421,91.68817036,62.20338192
soft_hjb_aux,1a,stem_right,1111,cmu8,True,98,10,343.15661442,2.6406904,0.007695,62.829216,56.68069305
soft_hjb_aux,1a,stem_right,1111,cmu8,False,98,10,479.02472546,607.41954013,1.268034,47.3462726,50.34028473
soft_hjb_aux,1a,stem_right,2222,cmu8,True,98,10,619.3434118,662.98301485,1.070461,69.76109011,70.17328873
soft_hjb_aux,1a,stem_right,2222,cmu8,False,98,10,185.96524009,2.23474858,0.012017,70.67999578,83.24946785
soft_hjb_aux,1a,stem_right,3333,cmu8,True,98,10,2193.31633784,2.51113799,0.001145,27.5020339,93.15164642
soft_hjb_aux,1a,stem_right,3333,cmu8,False,98,10,77.23086489,2.33965411,0.030294,68.9766006,75.36855297
soft_hjb_aux,1a,stem_right,4444,cmu8,True,98,10,1112.22281097,2.18682044,0.001966,73.20012351,70.56435223
soft_hjb_aux,1a,stem_right,4444,cmu8,False,98,10,550.90852649,2.8800678,0.005228,145.72589926,56.55802841
soft_hjb_aux,1a,stem_right,5555,cmu8,True,98,10,25.07250452,2.1032912,0.083888,21.04655488,72.9715086
soft_hjb_aux,1a,stem_right,5555,cmu8,False,98,10,81.06182564,2.34459769,0.028924,8.50113117,57.06386757
soft_hjb_aux,1b,stem_left,42,babel-w9-32,True,98,10,287.76165302,238.05870607,0.827277,24.14517971,39.18555574
soft_hjb_aux,1b,stem_left,42,cmu7_p2,False,98,10,400.26425197,16.01129456,0.040002,18.40212269,26.23767929
soft_hjb_aux,1b,stem_left,123,babel-w9-32,True,98,10,63.47318974,21.60425776,0.340368,20.41714726,24.179988
soft_hjb_aux,1b,stem_left,123,cmu7_p2,False,98,10,220.41721902,43.75680861,0.198518,30.0493282,30.01640072
soft_hjb_aux,1b,stem_left,456,babel-w9-32,True,98,10,345.88045342,234.9391704,0.67925,16.57680809,33.80052896
soft_hjb_aux,1b,stem_left,456,cmu7_p2,False,98,10,33.72036164,97.12697366,2.880366,11.35842832,38.80561504
soft_hjb_aux,1b,stem_left,789,babel-w9-32,True,98,10,25.71018004,95.18619456,3.702276,21.94570508,25.05357504
soft_hjb_aux,1b,stem_left,789,cmu7_p2,False,98,10,57.79388063,81.22314802,1.405394,27.60831016,30.30819683
soft_hjb_aux,1b,stem_left,999,babel-w9-32,True,98,10,63.32503837,5.15634112,0.081427,20.21364065,30.98735666
soft_hjb_aux,1b,stem_left,999,cmu7_p2,False,98,10,33.34914039,4078.43243525,122.294979,21.84698844,30.22668657
soft_hjb_aux,1b,stem_left,1111,babel-w9-32,True,98,10,106.89080765,3172.77237964,29.682369,17.55984703,36.201301
soft_hjb_aux,1b,stem_left,1111,cmu7_p2,False,98,10,75.20447613,4022.86823249,53.492404,28.5777137,38.89251976
soft_hjb_aux,1b,stem_left,2222,babel-w9-32,True,98,10,611.41105242,869.02469205,1.421343,18.68540308,35.94826851
soft_hjb_aux,1b,stem_left,2222,cmu7_p2,False,98,10,78.41538243,8.51137781,0.108542,15.17482667,27.32384968
soft_hjb_aux,1b,stem_left,3333,babel-w9-32,True,98,10,53.10638093,6.00274236,0.113032,7.69288682,92.98906822
soft_hjb_aux,1b,stem_left,3333,cmu7_p2,False,98,10,281.51201633,41.32374828,0.146792,19.63293633,40.20275078
soft_hjb_aux,1b,stem_left,4444,babel-w9-32,True,98,10,94.25349319,887.95655326,9.420941,26.68573232,35.7973114
soft_hjb_aux,1b,stem_left,4444,cmu7_p2,False,98,10,90.14932058,82.06518748,0.910325,22.64844884,100.16912308
soft_hjb_aux,1b,stem_left,5555,babel-w9-32,True,98,10,343.67997197,1201.53006446,3.496072,13.04250762,32.74673214
soft_hjb_aux,1b,stem_left,5555,cmu7_p2,False,98,10,251.97496132,130.7025789,0.518713,17.27828416,27.53814716
soft_hjb_aux,1b,stem_right,42,cmu3,True,98,10,266.20956702,216.58322353,0.813582,16.41224087,64.38504181
soft_hjb_aux,1b,stem_right,42,cmu3,False,98,10,173.15398192,368.50439436,2.128189,9.57181444,71.08441582
soft_hjb_aux,1b,stem_right,123,cmu3,True,98,10,44.65995462,172.22391071,3.856339,10.50576749,26.26911297
soft_hjb_aux,1b,stem_right,123,cmu3,False,98,10,189.54199219,137.6071945,0.725998,23.83503482,58.5992321
soft_hjb_aux,1b,stem_right,456,cmu3,True,98,10,285.46257677,2.05464692,0.007198,11.440941,39.51171551
soft_hjb_aux,1b,stem_right,456,cmu3,False,98,10,276.14072503,25.09928287,0.090893,14.82470849,28.88987474
soft_hjb_aux,1b,stem_right,789,cmu3,True,98,10,31.77947532,531.66310663,16.729764,26.3755848,75.76103134
soft_hjb_aux,1b,stem_right,789,cmu3,False,98,10,22.11048666,3952.35305763,178.754684,25.69510932,59.29012108
soft_hjb_aux,1b,stem_right,999,cmu3,True,98,10,164.33308688,10.81056902,0.065784,19.26379673,35.13986168
soft_hjb_aux,1b,stem_right,999,cmu3,False,98,10,167.25056956,48.37313826,0.289226,29.94375115,24.08926888
soft_hjb_aux,1b,stem_right,1111,cmu8,True,98,10,215.52374128,51.8795399,0.240714,25.67694692,77.46704445
soft_hjb_aux,1b,stem_right,1111,cmu8,False,98,10,27.27788781,10.32399423,0.378475,12.3501392,51.89585533
soft_hjb_aux,1b,stem_right,2222,cmu8,True,98,10,248.12421128,3.57495213,0.014408,13.27196421,65.93520164
soft_hjb_aux,1b,stem_right,2222,cmu8,False,98,10,185.43611946,375.26540116,2.023691,19.06662013,19.34133482
soft_hjb_aux,1b,stem_right,3333,cmu8,True,98,10,12.86327527,90.66283646,7.048192,9.9860838,24.52157536
soft_hjb_aux,1b,stem_right,3333,cmu8,False,98,10,50.93344655,3.16017166,0.062045,22.00092494,63.25842628
soft_hjb_aux,1b,stem_right,4444,cmu8,True,98,10,243.83221631,64.40057847,0.264118,21.70137049,21.84328642
soft_hjb_aux,1b,stem_right,4444,cmu8,False,98,10,316.83131162,31.96978393,0.100905,14.47558945,94.57792816
soft_hjb_aux,1b,stem_right,5555,cmu8,True,98,10,68.64816225,417.37397733,6.0799,9.68544214,68.52986259
soft_hjb_aux,1b,stem_right,5555,cmu8,False,98,10,66.2951317,83.51009381,1.259672,19.21855266,61.81574745
soft_hjb_aux,2,stem_left,42,cmu7_p2,True,98,10,276.58596462,324.38235757,1.172808,22.77938886,38.91098118
soft_hjb_aux,2,stem_left,42,cmu7_p2,False,98,10,786.94962088,872.40297208,1.108588,11.41474262,69.83636246
soft_hjb_aux,2,stem_left,123,cmu7_p2,True,98,10,94.94337256,920.67881606,9.697136,13.60424953,41.15400696
soft_hjb_aux,2,stem_left,123,cmu7_p2,False,98,10,438.35637345,338.35059361,0.771862,29.83679409,40.4628933
soft_hjb_aux,2,stem_left,456,cmu7_p2,True,98,10,879.32506162,2139.08731036,2.432647,26.87622774,109.63562393
soft_hjb_aux,2,stem_left,456,cmu7_p2,False,98,10,827.25022268,463.36403902,0.560126,19.87843608,39.73490791
soft_hjb_aux,2,stem_left,789,cmu7_p2,True,98,10,593.55286496,2776.28031368,4.677394,34.53494901,44.45644417
soft_hjb_aux,2,stem_left,789,cmu7_p2,False,98,10,1498.73711632,308.27698373,0.205691,36.03982285,107.60604248
soft_hjb_aux,2,stem_left,999,cmu7_p2,True,98,10,705.60277377,742.77549746,1.052682,26.40762482,39.45647354
soft_hjb_aux,2,stem_left,999,cmu7_p2,False,98,10,743.88833418,6065.22334127,8.153406,26.97230717,32.81020069
soft_hjb_aux,2,stem_left,1111,cmu7_p2,True,98,10,138.33432839,810.65078154,5.860084,20.4105204,131.73996506
soft_hjb_aux,2,stem_left,1111,cmu7_p2,False,98,10,319.43641378,141.88313968,0.444167,28.19981953,146.59729843
soft_hjb_aux,2,stem_left,2222,cmu7_p2,True,98,10,274.07528725,88.24966545,0.321991,11.30718099,36.4767683
soft_hjb_aux,2,stem_left,2222,cmu7_p2,False,98,10,144.0610576,6919.96496916,48.034945,17.56140744,42.1473999
soft_hjb_aux,2,stem_left,3333,cmu7_p2,True,98,10,5.09150398,1841.75091913,361.730233,7.70501002,41.96598072
soft_hjb_aux,2,stem_left,3333,cmu7_p2,False,98,10,414.28683898,429.76032845,1.03735,26.47466102,112.49542007
soft_hjb_aux,2,stem_left,4444,cmu7_p2,True,98,10,204.74352071,1391.94777501,6.798495,25.70542268,40.44722958
soft_hjb_aux,2,stem_left,4444,babel-w9-32,False,98,10,498.74671264,301.18218334,0.603878,15.24097103,43.11166859
soft_hjb_aux,2,stem_left,5555,cmu7_p2,True,98,10,22.48546656,273.81216823,12.177295,13.49414898,34.69072037
soft_hjb_aux,2,stem_left,5555,cmu7_p2,False,98,10,102.95279348,2768.20044544,26.888056,22.71161249,45.68985748
soft_hjb_aux,2,stem_right,42,babel-w9-32,True,98,10,1588.32608185,10692.64460545,6.732021,21.32184551,105.44524536
soft_hjb_aux,2,stem_right,42,cmu8_p2,False,98,10,409.30989664,1305.05298216,3.188423,15.01571365,136.51930542
soft_hjb_aux,2,stem_right,123,babel-w9-32,True,98,10,419.8123854,2681.37634594,6.387083,15.44631735,147.52215424
soft_hjb_aux,2,stem_right,123,cmu8_p2,False,98,10,414.61006765,958.78701477,2.312503,25.85304384,125.64454575
soft_hjb_aux,2,stem_right,456,babel-w9-32,True,98,10,401.91696168,1243.40052392,3.093675,19.01486335,111.59060822
soft_hjb_aux,2,stem_right,456,cmu8_p2,False,98,10,893.19603873,1650.18265433,1.847503,30.61817992,121.57293243
soft_hjb_aux,2,stem_right,789,babel-w9-32,True,98,10,1204.69520025,324.63980687,0.269479,14.87594502,86.45889702
soft_hjb_aux,2,stem_right,789,cmu8_p2,False,98,10,193.25080791,1338.71109531,6.927325,31.51913865,89.15854683
soft_hjb_aux,2,stem_right,999,babel-w9-32,True,98,10,74.91960082,700.10844576,9.344797,18.3109492,116.13498802
soft_hjb_aux,2,stem_right,999,cmu8_p2,False,98,10,33.3772288,1558.0676784,46.680558,25.03915452,104.66867447
soft_hjb_aux,2,stem_right,1111,babel-w9-32,True,98,10,637.05725329,6864.42537613,10.77521,26.8173997,118.08884735
soft_hjb_aux,2,stem_right,1111,cmu8_p2,False,98,10,44.08386388,1800.64924047,40.845994,29.46746103,110.41140327
soft_hjb_aux,2,stem_right,2222,babel-w9-32,True,98,10,1235.784404,1202.46192052,0.973035,20.26686948,115.00886497
soft_hjb_aux,2,stem_right,2222,cmu8_p2,False,98,10,1690.24455146,11484.55201967,6.79461,22.02963686,110.22525406
soft_hjb_aux,2,stem_right,3333,babel-w9-32,True,98,10,657.9344595,1233.68847909,1.875093,5.91237124,101.30897102
soft_hjb_aux,2,stem_right,3333,cmu8_p2,False,98,10,1005.77626349,1232.45746667,1.225379,15.18995259,139.75954895
soft_hjb_aux,2,stem_right,4444,babel-w9-32,True,98,10,1307.90903146,745.48232388,0.56998,28.52164454,99.23084183
soft_hjb_aux,2,stem_right,4444,cmu8_p2,False,98,10,109.39286731,3584.69398923,32.768992,16.67378255,91.36688042
soft_hjb_aux,2,stem_right,5555,babel-w9-32,True,98,10,374.1764299,4152.43640823,11.097536,16.52291657,114.79107704
soft_hjb_aux,2,stem_right,5555,cmu8_p2,False,98,10,584.42212878,49.48408113,0.084672,16.41635563,117.75686035
soft_hjb_aux,2_dense,right_left,42,cmu3,True,98,10,709.77361243,275.90275648,0.388719,15.887501,71.256287
soft_hjb_aux,2_dense,right_left,42,cmu3,False,98,10,272.79953841,193.40540905,0.708965,9.593206,48.08174896
soft_hjb_aux,2_dense,right_left,123,cmu3,True,98,10,2673.08614497,356.51292731,0.133371,10.79593081,56.94206619
soft_hjb_aux,2_dense,right_left,123,cmu3,False,98,10,141.92911435,34.56342432,0.243526,15.66332343,55.45717621
soft_hjb_aux,2_dense,right_left,456,cmu3,True,98,10,119.46485562,2021.43576379,16.920757,13.13281384,71.02274895
soft_hjb_aux,2_dense,right_left,456,cmu3,False,98,10,299.09714445,504.66333385,1.687289,13.34008514,70.26567345
soft_hjb_aux,2_dense,right_left,789,cmu3,True,98,10,793.15240945,504.10515478,0.635572,11.77348009,51.38727684
soft_hjb_aux,2_dense,right_left,789,cmu3,False,98,10,279.14864202,638.94975107,2.288923,14.61900115,54.9573761
soft_hjb_aux,2_dense,right_left,999,cmu3,True,98,10,27.9774465,5623.44711407,200.999298,15.48952184,89.68743324
soft_hjb_aux,2_dense,right_left,999,cmu3,False,98,10,163.81043218,91.61234999,0.559258,14.57052913,58.37329025
soft_hjb_aux,2_dense,right_left,1111,babel-w9-32,True,98,10,473.0455893,241.87982802,0.511325,6.06888797,55.334058
soft_hjb_aux,2_dense,right_left,1111,cmu8,False,98,10,717.32114201,832.65377034,1.160782,21.16314175,62.56780586
soft_hjb_aux,2_dense,right_left,2222,babel-w9-32,True,98,10,390.92276667,2724.08785274,6.968353,7.50407433,47.37756195
soft_hjb_aux,2_dense,right_left,2222,cmu8,False,98,10,169.82520465,2.72679651,0.016056,17.40744903,98.02536888
soft_hjb_aux,2_dense,right_left,3333,babel-w9-32,True,98,10,383.29487671,10.51064333,0.027422,10.23731763,96.68208389
soft_hjb_aux,2_dense,right_left,3333,cmu8,False,98,10,149.95280985,331.92037081,2.213499,12.25270928,68.3371109
soft_hjb_aux,2_dense,right_left,4444,babel-w9-32,True,98,10,90.41576735,35.24456425,0.389806,13.66520972,30.37696838
soft_hjb_aux,2_dense,right_left,4444,cmu8,False,98,10,273.81201211,190.97031577,0.69745,8.7286778,50.75321255
soft_hjb_aux,2_dense,right_left,5555,babel-w9-32,True,98,10,104.02774004,146.64384279,1.409661,8.41618408,63.19192009
soft_hjb_aux,2_dense,right_left,5555,cmu8,False,98,10,75.33881898,456.62943546,6.061011,8.83699304,41.8118782
soft_hjb_aux,3,left_right,42,cmu8_p2,True,25,2,135.31311548,1.10444832,0.008162,27.257164,31.25400257
soft_hjb_aux,3,left_right,42,cmu8_p2,False,98,10,173.13121994,487.77800174,2.817389,38.55972324,34.56772919
soft_hjb_aux,3,left_right,123,cmu8_p2,True,25,2,104.28643465,1.72645757,0.016555,37.38466263,31.8774662
soft_hjb_aux,3,left_right,123,cmu8_p2,False,98,10,469.2511498,2358.00780276,5.025044,64.46696119,32.18347645
soft_hjb_aux,3,left_right,456,cmu8_p2,True,25,2,751.3146261,180.37421203,0.240078,46.17956924,60.24971008
soft_hjb_aux,3,left_right,456,cmu8_p2,False,98,10,103.35005299,5674.15592952,54.902303,50.51241142,28.04585257
soft_hjb_aux,3,left_right,789,cmu8_p2,True,25,2,88.21588796,32.43244183,0.367649,32.3343277,24.54371357
soft_hjb_aux,3,left_right,789,cmu8_p2,False,98,10,18.33206177,2189.7200678,119.447561,49.97846606,32.10198517
soft_hjb_aux,3,left_right,999,cmu8_p2,True,98,10,183.0823656,1519.18449049,8.29782,45.14736875,40.29156647
soft_hjb_aux,3,left_right,999,cmu8_p2,False,98,10,222.12663176,291.70482663,1.313237,55.43999045,35.84614296
soft_hjb_aux,3,left_right,1111,cmu8_p2,True,25,2,713.55813599,2314.76553893,3.243976,38.08606911,32.79921532
soft_hjb_aux,3,left_right,1111,cmu8_p2,False,98,10,721.98476828,340.87877119,0.472141,72.07216873,28.2056673
soft_hjb_aux,3,left_right,2222,babel-n5-20,True,98,10,474.50625086,1411.88798995,2.975489,39.2192383,31.49213314
soft_hjb_aux,3,left_right,2222,babel-w9-32,False,98,10,85.91554272,1552.01819712,18.064464,50.61641471,33.5518301
soft_hjb_aux,3,left_right,3333,cmu8_p2,True,25,2,2956.12872994,1465.58701897,0.495779,33.31976128,41.68406868
soft_hjb_aux,3,left_right,3333,babel-w9-32,False,98,10,98.58168967,3806.7701036,38.615387,41.64681118,28.69840374
soft_hjb_aux,3,left_right,4444,cmu8_p2,True,98,10,101.80955099,2320.58430536,22.793385,55.08186503,44.2905117
soft_hjb_aux,3,left_right,4444,cmu8_p2,False,98,10,218.03321397,1809.72372108,8.30022,24.13817534,51.91883888
soft_hjb_aux,3,left_right,5555,cmu8_p2,True,25,2,9356.15959764,4.93754932,0.000528,63.79542923,32.69380379
soft_hjb_aux,3,left_right,5555,cmu8_p2,False,98,10,232.86131711,631.88779885,2.71358,51.22369422,38.14655075
soft_hjb_aux,3,right_left,42,cmu8_p2,True,98,10,364.06842753,322.33763343,0.885377,14.18355713,40.28633785
soft_hjb_aux,3,right_left,42,cmu8_p2,False,98,10,111.92795739,130.25531471,1.163742,15.33568274,145.29625092
soft_hjb_aux,3,right_left,123,cmu8_p2,True,98,10,66.58674989,336.25084878,5.049816,12.72161483,44.60090675
soft_hjb_aux,3,right_left,123,cmu8_p2,False,98,10,90.89616985,112.28273985,1.235286,27.50860987,127.0282341
soft_hjb_aux,3,right_left,456,cmu8_p2,True,98,10,1440.14525585,2163.73372893,1.502441,17.44027901,133.68468704
soft_hjb_aux,3,right_left,456,cmu8_p2,False,98,10,478.08973666,25.28465964,0.052887,20.38539712,38.3462368
soft_hjb_aux,3,right_left,789,cmu8_p2,True,98,10,439.61217526,346.86396639,0.789023,10.65236582,47.39190063
soft_hjb_aux,3,right_left,789,cmu8_p2,False,98,10,128.87566626,80.4475459,0.624226,24.30131464,125.17206726
soft_hjb_aux,3,right_left,999,cmu8_p2,True,98,10,34.05305811,319.92479353,9.394892,10.12900689,46.8310463
soft_hjb_aux,3,right_left,999,cmu8_p2,False,98,10,166.72207383,111.25668769,0.667318,24.33302369,47.06735992
soft_hjb_aux,3,right_left,1111,cmu8_p2,True,98,10,329.04932864,26.06526392,0.079214,12.16448307,65.87931633
soft_hjb_aux,3,right_left,1111,cmu8_p2,False,98,10,533.87467041,252.56000144,0.47307,21.5336674,146.90452957
soft_hjb_aux,3,right_left,2222,cmu8_p2,True,98,10,46.31398842,7.69355413,0.166117,15.35518009,29.25172634
soft_hjb_aux,3,right_left,2222,cmu8_p2,False,98,10,292.33998847,438.83841245,1.501123,18.04292193,122.72670212
soft_hjb_aux,3,right_left,3333,babel-s5-28,True,98,10,68.12537591,270.01328812,3.963476,9.57002156,86.43005371
soft_hjb_aux,3,right_left,3333,cmu8_p2,False,98,10,7884.71984305,3318.22270694,0.420842,16.47390601,42.73868828
soft_hjb_aux,3,right_left,4444,cmu8_p2,True,98,10,503.58771709,3303.05985432,6.559056,13.36026652,185.58748627
soft_hjb_aux,3,right_left,4444,cmu8_p2,False,98,10,883.75587372,401.60337915,0.454428,11.86814143,128.47970047
soft_hjb_aux,3,right_left,5555,cmu8_p2,True,98,10,238.2699172,150.93447939,0.63346,20.41308032,36.45397015
soft_hjb_aux,3,right_left,5555,cmu8_p2,False,98,10,431.59946681,192.5435897,0.446116,12.8990476,43.41029644
soft_hjb_aux,4,stem_left,42,babel-s5-28,True,98,10,3072.48581023,3457.02932196,1.125157,17.6786983,61.63159256
soft_hjb_aux,4,stem_left,42,cmu8_p2,False,98,10,113.15061729,1754.61274769,15.506877,11.95928198,47.82478046
soft_hjb_aux,4,stem_left,123,babel-s5-28,True,98,10,143.14443421,400.18487101,2.795672,16.42613171,47.90231247
soft_hjb_aux,4,stem_left,123,cmu8_p2,False,98,10,21.12056572,4037.68352609,191.173076,27.11598728,153.34081726
soft_hjb_aux,4,stem_left,456,babel-s5-28,True,98,10,111.91840249,901.98567836,8.059315,17.54955686,41.94854527
soft_hjb_aux,4,stem_left,456,cmu8_p2,False,98,10,118.98704432,1731.54442034,14.552378,20.26828545,102.59034653
soft_hjb_aux,4,stem_left,789,babel-x9-16,True,145,14,673.55576277,1468.19648276,2.17977,19.88308623,52.53384154
soft_hjb_aux,4,stem_left,789,cmu8_p2,False,153,15,860.7769534,1674.26473587,1.945062,49.13141413,75.34369659
soft_hjb_aux,4,stem_left,999,babel-x9-16,True,138,14,138.11572032,2719.30460032,19.688596,18.96050193,149.21440724
soft_hjb_aux,4,stem_left,999,cmu8_p2,False,150,15,2158.15084291,4140.77795976,1.918669,25.01705572,46.13354263
soft_hjb_aux,4,stem_left,1111,babel-x9-16,True,148,15,164.6083326,4242.21983891,25.771598,11.24173948,51.63662338
soft_hjb_aux,4,stem_left,1111,cmu8_p2,False,153,15,328.94524932,3879.44529815,11.79359,30.69328931,47.14741567
soft_hjb_aux,4,stem_left,2222,babel-x9-16,True,144,14,346.31772207,633.02344556,1.827869,8.70515392,50.10430881
soft_hjb_aux,4,stem_left,2222,cmu8_p2,False,146,15,713.05218281,100.75961302,0.141307,22.82140003,46.02787603
soft_hjb_aux,4,stem_left,3333,babel-x9-16,True,142,14,123.59068038,1586.85112997,12.839569,6.43805031,52.65584128
soft_hjb_aux,4,stem_left,3333,cmu8_p2,False,147,15,156.0407225,728.10177468,4.666101,34.12917831,107.50345815
soft_hjb_aux,4,stem_left,4444,babel-x9-16,True,144,14,48.96894058,571.84921442,11.677794,17.81823234,58.66167886
soft_hjb_aux,4,stem_left,4444,cmu8_p2,False,147,15,1540.05324567,794.64143128,0.515983,28.32665614,91.26043676
soft_hjb_aux,4,stem_left,5555,cmu8_p2,True,138,14,80.00066385,3677.25402391,45.965294,4.81753122,47.87537902
soft_hjb_aux,4,stem_left,5555,cmu8_p2,False,154,15,340.35475295,3309.14016341,9.722621,22.52718529,48.84659805
soft_hjb_aux,4,stem_right,42,cmu8_p2,True,138,14,331.838328,2180.67098483,6.571486,12.31514012,84.40628787
soft_hjb_aux,4,stem_right,42,cmu8_p2,False,192,19,1240.07746351,996.67321673,0.803719,26.16796336,98.09771387
soft_hjb_aux,4,stem_right,123,cmu8_p2,True,135,14,66.53864317,1315.5189163,19.770751,8.9601281,36.35577488
soft_hjb_aux,4,stem_right,123,cmu8_p2,False,193,19,2639.37670924,1495.97004739,0.566789,29.60309536,91.56974973
soft_hjb_aux,4,stem_right,456,cmu8_p2,True,132,13,25.97786448,1888.10026431,72.681119,9.06766217,86.24332692
soft_hjb_aux,4,stem_right,456,cmu8_p2,False,191,19,332.76911358,2976.01156813,8.943172,18.93301494,87.96794369
soft_hjb_aux,4,stem_right,789,cmu8_p2,True,25,2,15.35283124,3.09583104,0.201646,110.32881546,137.95441055
soft_hjb_aux,4,stem_right,789,cmu8_p2,False,98,10,842.71999745,9250.66165924,10.977147,28.56904379,93.19147758
soft_hjb_aux,4,stem_right,999,cmu8_p2,True,25,2,22937.24717712,2553.25965023,0.111315,82.26823425,79.83515167
soft_hjb_aux,4,stem_right,999,cmu8_p2,False,98,10,2209.67588784,1265.73131372,0.572813,21.44888064,69.33112335
soft_hjb_aux,4,stem_right,1111,cmu8_p2,True,49,5,5.13177154,1143.92661381,222.910666,42.87508621,117.37160492
soft_hjb_aux,4,stem_right,1111,cmu8_p2,False,187,19,413.69302063,748.00068102,1.808106,25.58398847,51.00267139
soft_hjb_aux,4,stem_right,2222,cmu8_p2,True,49,5,1054.81026981,1292.31115522,1.22516,83.44577026,130.53857574
soft_hjb_aux,4,stem_right,2222,cmu8_p2,False,98,10,297.8263888,946.22326365,3.177097,9.63620334,114.59797211
soft_hjb_aux,4,stem_right,3333,cmu8_p2,True,49,5,413.81699145,1237.32633414,2.990033,37.96137428,135.41578217
soft_hjb_aux,4,stem_right,3333,cmu8_p2,False,98,10,1465.59162158,973.56170514,0.664279,18.72023984,116.92614708
soft_hjb_aux,4,stem_right,4444,cmu8_p2,True,49,5,1787.42482672,1557.70553212,0.87148,70.82844086,130.69163513
soft_hjb_aux,4,stem_right,4444,cmu8_p2,False,98,10,857.82747731,3267.52309535,3.809068,14.78376192,107.61476555
soft_hjb_aux,4,stem_right,5555,cmu8_p2,True,49,5,155.43796382,4.87905648,0.031389,46.81730804,104.24840851
soft_hjb_aux,4,stem_right,5555,cmu8_p2,False,98,10,20.75184761,1556.43699505,75.002333,13.88434634,131.0640892
