scenario,maneuver,metric,method_a,method_b,raw_p_paired,corrected_p_paired,significant_paired,marker_paired,cohens_d
1a,right_stem,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.2242142140328283
1a,stem_left,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-0.10999816703080881
1a,stem_right,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.9928953017709867
1b,stem_left,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,2.9544747657650228
1b,stem_right,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.8504594341260365
2,stem_left,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,5.73017899362162
2,stem_right,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,3.5311689215439763
2_dense,right_left,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,0.5915898571824251
3,left_right,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.703047841336322
3,right_left,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,2.571804319535604
4,stem_left,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.9662446086872651
4,stem_right,mean_return,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,3.845843602081225
1a,right_stem,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.943505027047153
1a,stem_left,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,-5.038461324463125
1a,stem_right,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.848977455993509
1b,stem_left,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,3.78902457448894
1b,stem_right,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,2.7656131867122773
2,stem_left,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,4.069376549108885
2,stem_right,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,1.0874728428124176
2_dense,right_left,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,0.935608292592909
3,left_right,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,0.06637931112410357
3,right_left,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,2.5673830512376057
4,stem_left,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,1.346972750350633
4,stem_right,mean_return,hjb_aux,eikonal_aux,nan,nan,False,n/a,1.0835028360126238
1a,right_stem,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.6855526990612253
1a,stem_left,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.0451769319727175
1a,stem_right,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,-0.17238180592384328
1b,stem_left,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,2.9658368454099238
1b,stem_right,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,2.358274410743086
2,stem_left,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,4.043153511721802
2,stem_right,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,1.484392596487073
2_dense,right_left,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,0.9952690395823371
3,left_right,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,0.17848112764286048
3,right_left,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,2.034772584186928
4,stem_left,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,1.460200138294193
4,stem_right,mean_return,hjb_aux,fusion_aux,nan,nan,False,n/a,1.7491502617945407
1a,right_stem,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.925691818821024
1a,stem_left,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-1.0346993739047732
1a,stem_right,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.9371572120015804
1b,stem_left,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.41067260440040954
1b,stem_right,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,0.36714317432027777
2,stem_left,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.08445208577474095
2,stem_right,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.22474315221794916
2_dense,right_left,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.20876465184413706
3,left_right,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.884977925567671
3,right_left,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,0.2229182433457466
4,stem_left,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.8146261082772164
4,stem_right,mean_return,hjb_aux,cbf_aux,nan,nan,False,n/a,0.08472662663866087
1a,right_stem,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,-16.109563125445494
1a,stem_left,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,-20.524990150990433
1a,stem_right,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,-18.314194241658623
1b,stem_left,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,0.46673704048613596
1b,stem_right,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,1.5315336101488135
2,stem_left,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,0.577509885277507
2,stem_right,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,1.5409870559800192
2_dense,right_left,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,-3.6095855264970007
3,left_right,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,0.4197276897828902
3,right_left,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,-2.177739079667833
4,stem_left,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,0.23047975135108256
4,stem_right,mean_return,hjb_aux,rule_based,nan,nan,False,n/a,2.3430760825813497
1a,right_stem,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.2242142140328283
1a,stem_left,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,0.10999816703080881
1a,stem_right,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.9928953017709867
1b,stem_left,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-2.9544747657650228
1b,stem_right,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.8504594341260365
2,stem_left,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-5.73017899362162
2,stem_right,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-3.5311689215439763
2_dense,right_left,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-0.5915898571824251
3,left_right,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.703047841336322
3,right_left,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-2.571804319535604
4,stem_left,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.9662446086872651
4,stem_right,mean_return,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-3.845843602081225
1a,right_stem,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-5.4476355239654755
1a,stem_left,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-3.9830811994818642
1a,stem_right,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-5.769380239174864
1b,stem_left,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,1.4175179171975685
1b,stem_right,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,0.9940577057242105
2,stem_left,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.8065456633415723
2,stem_right,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.1439383345017522
2_dense,right_left,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,0.9279333339679225
3,left_right,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.4513612683062296
3,right_left,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,0.4068143577425307
4,stem_left,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.0208897165484105
4,stem_right,mean_return,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.291279048515734
1a,right_stem,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.981335693140629
1a,stem_left,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.8482048039645628
1a,stem_right,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.9421419757754329
1b,stem_left,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,0.0842062690775596
1b,stem_right,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,0.648163740769787
2,stem_left,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.8303649434401374
2,stem_right,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.8008998455941954
2_dense,right_left,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,1.509031142754514
3,left_right,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.9495321697318384
3,right_left,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.03444752082507159
4,stem_left,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.520117360896844
4,stem_right,mean_return,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.5557429851429776
1a,right_stem,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-1.4624526951806616
1a,stem_left,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-0.5480886210249021
1a,stem_right,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-1.6596149882012339
1b,stem_left,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-5.551898586443393
1b,stem_right,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-1.164217382732014
2,stem_left,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-4.0259593300764145
2,stem_right,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-3.6535972003232167
2_dense,right_left,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-0.8194214985109971
3,left_right,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-2.4962623843989773
3,right_left,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-2.256369784278377
4,stem_left,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-5.855653095079563
4,stem_right,mean_return,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-4.0264933063340465
1a,right_stem,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-26.16773762948541
1a,stem_left,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-8.08519249054685
1a,stem_right,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-25.437978437407953
1b,stem_left,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-5.977768574445599
1b,stem_right,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-0.7763926026518209
2,stem_left,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-7.563883027247983
2,stem_right,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-2.1411348262139356
2_dense,right_left,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-25.78738241092046
3,left_right,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-1.1106959886095507
3,right_left,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-15.919707113897504
4,stem_left,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-5.492674615519575
4,stem_right,mean_return,soft_hjb_aux,rule_based,nan,nan,False,n/a,-1.453017874787723
1a,right_stem,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,4.943505027047153
1a,stem_left,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,5.038461324463125
1a,stem_right,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,4.848977455993509
1b,stem_left,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-3.78902457448894
1b,stem_right,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-2.7656131867122773
2,stem_left,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-4.069376549108885
2,stem_right,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-1.0874728428124176
2_dense,right_left,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-0.935608292592909
3,left_right,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-0.06637931112410357
3,right_left,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-2.5673830512376057
4,stem_left,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-1.346972750350633
4,stem_right,mean_return,eikonal_aux,hjb_aux,nan,nan,False,n/a,-1.0835028360126238
1a,right_stem,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,5.4476355239654755
1a,stem_left,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,3.9830811994818642
1a,stem_right,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,5.769380239174864
1b,stem_left,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,-1.4175179171975685
1b,stem_right,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,-0.9940577057242105
2,stem_left,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,0.8065456633415723
2,stem_right,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,1.1439383345017522
2_dense,right_left,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,-0.9279333339679225
3,left_right,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,1.4513612683062296
3,right_left,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,-0.4068143577425307
4,stem_left,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,1.0208897165484105
4,stem_right,mean_return,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,1.291279048515734
1a,right_stem,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,1.6366443843920961
1a,stem_left,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,2.315915225170862
1a,stem_right,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,3.317467244870458
1b,stem_left,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,-1.2177305706563781
1b,stem_right,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.2946177144851293
2,stem_left,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.02101415203177333
2,stem_right,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.05241416430508752
2_dense,right_left,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.013649730071832442
3,left_right,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.06372452996026448
3,right_left,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.2873781041148872
4,stem_left,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.018757517353490745
4,stem_right,mean_return,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.17620460482849482
1a,right_stem,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,3.5220551597637937
1a,stem_left,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,4.135906126740098
1a,stem_right,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,2.550644515661347
1b,stem_left,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-8.019027587612964
1b,stem_right,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-1.9487289949510451
2,stem_left,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-3.1415523631492865
2,stem_right,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-1.22732873097394
2_dense,right_left,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-1.1266901998674004
3,left_right,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-0.8356546054755581
3,right_left,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-2.281129946910498
4,stem_left,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-3.8042075202520147
4,stem_right,mean_return,eikonal_aux,cbf_aux,nan,nan,False,n/a,-1.0570195845192363
1a,right_stem,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,0.02478794029633107
1a,stem_left,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-1.6255148995696649
1a,stem_right,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-1.1285334821062236
1b,stem_left,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-13.677330194808375
1b,stem_right,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-1.9707914988472948
2,stem_left,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-4.537741768564914
2,stem_right,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-0.11915793675028444
2_dense,right_left,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-10.831056910816658
3,left_right,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,0.31861157052717826
3,right_left,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-9.079293945209079
4,stem_left,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,-2.5234433150580613
4,stem_right,mean_return,eikonal_aux,rule_based,nan,nan,False,n/a,0.4030536509155534
1a,right_stem,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,1.6855526990612253
1a,stem_left,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,1.0451769319727175
1a,stem_right,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,0.17238180592384328
1b,stem_left,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-2.9658368454099238
1b,stem_right,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-2.358274410743086
2,stem_left,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-4.043153511721802
2,stem_right,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-1.484392596487073
2_dense,right_left,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-0.9952690395823371
3,left_right,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-0.17848112764286048
3,right_left,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-2.034772584186928
4,stem_left,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-1.460200138294193
4,stem_right,mean_return,fusion_aux,hjb_aux,nan,nan,False,n/a,-1.7491502617945407
1a,right_stem,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.981335693140629
1a,stem_left,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.8482048039645628
1a,stem_right,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.9421419757754329
1b,stem_left,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,-0.0842062690775596
1b,stem_right,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,-0.648163740769787
2,stem_left,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.8303649434401374
2,stem_right,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.8008998455941954
2_dense,right_left,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,-1.509031142754514
3,left_right,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.9495321697318384
3,right_left,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.03444752082507159
4,stem_left,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.520117360896844
4,stem_right,mean_return,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.5557429851429776
1a,right_stem,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-1.6366443843920961
1a,stem_left,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-2.315915225170862
1a,stem_right,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-3.317467244870458
1b,stem_left,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,1.2177305706563781
1b,stem_right,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.2946177144851293
2,stem_left,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.02101415203177333
2,stem_right,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.05241416430508752
2_dense,right_left,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.013649730071832442
3,left_right,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.06372452996026448
3,right_left,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.2873781041148872
4,stem_left,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.018757517353490745
4,stem_right,mean_return,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.17620460482849482
1a,right_stem,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,1.0385496172216597
1a,stem_left,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,0.5547681047184866
1a,stem_right,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-0.5939362002208851
1b,stem_left,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-5.451394056188401
1b,stem_right,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-1.642874820931254
2,stem_left,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-3.1233972769662763
2,stem_right,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-1.6623393255129528
2_dense,right_left,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-1.186446356010736
3,left_right,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-1.3340403241318468
3,right_left,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-1.7860196237142245
4,stem_left,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-5.075958880428766
4,stem_right,mean_return,fusion_aux,cbf_aux,nan,nan,False,n/a,-1.7587011131546915
1a,right_stem,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-1.9953269813434535
1a,stem_left,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-4.101770986070521
1a,stem_right,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-5.518501656879983
1b,stem_left,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-5.706072094586643
1b,stem_right,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-1.4780958493490997
2,stem_left,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-4.5024138153202795
2,stem_right,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-0.09573216911530463
2_dense,right_left,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-19.03887371759229
3,left_right,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,0.36130882867533515
3,right_left,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-5.757522616246935
4,stem_left,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,-4.5069273739717
4,stem_right,mean_return,fusion_aux,rule_based,nan,nan,False,n/a,0.3005004987921679
1a,right_stem,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.925691818821024
1a,stem_left,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,1.0346993739047732
1a,stem_right,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.9371572120015804
1b,stem_left,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.41067260440040954
1b,stem_right,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.36714317432027777
2,stem_left,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.08445208577474095
2,stem_right,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.22474315221794916
2_dense,right_left,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.20876465184413706
3,left_right,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.884977925567671
3,right_left,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.2229182433457466
4,stem_left,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,0.8146261082772164
4,stem_right,mean_return,cbf_aux,hjb_aux,nan,nan,False,n/a,-0.08472662663866087
1a,right_stem,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,1.4624526951806616
1a,stem_left,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,0.5480886210249021
1a,stem_right,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,1.6596149882012339
1b,stem_left,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,5.551898586443393
1b,stem_right,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,1.164217382732014
2,stem_left,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,4.0259593300764145
2,stem_right,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,3.6535972003232167
2_dense,right_left,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,0.8194214985109971
3,left_right,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,2.4962623843989773
3,right_left,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,2.256369784278377
4,stem_left,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,5.855653095079563
4,stem_right,mean_return,cbf_aux,soft_hjb_aux,nan,nan,False,n/a,4.0264933063340465
1a,right_stem,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,-3.5220551597637937
1a,stem_left,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,-4.135906126740098
1a,stem_right,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,-2.550644515661347
1b,stem_left,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,8.019027587612964
1b,stem_right,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,1.9487289949510451
2,stem_left,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,3.1415523631492865
2,stem_right,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,1.22732873097394
2_dense,right_left,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,1.1266901998674004
3,left_right,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,0.8356546054755581
3,right_left,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,2.281129946910498
4,stem_left,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,3.8042075202520147
4,stem_right,mean_return,cbf_aux,eikonal_aux,nan,nan,False,n/a,1.0570195845192363
1a,right_stem,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,-1.0385496172216597
1a,stem_left,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,-0.5547681047184866
1a,stem_right,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,0.5939362002208851
1b,stem_left,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,5.451394056188401
1b,stem_right,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,1.642874820931254
2,stem_left,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,3.1233972769662763
2,stem_right,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,1.6623393255129528
2_dense,right_left,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,1.186446356010736
3,left_right,mean_return,cbf_aux,fusion_aux,nan,nan,False,n/a,1.3340403241318468
