scenario,maneuver,metric,method_a,method_b,raw_p_paired,corrected_p_paired,significant_paired,marker_paired,cohens_d
2,stem_left,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-1.7715281759701105
2,stem_right,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-5.75854306721613
2_dense,right_left,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-4.746847842018272
3,left_right,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-1.8192124870531412
3,right_left,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-7.368464138028193
4,stem_left,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-0.7573024726231237
4,stem_right,mean_ttc,rule_based,soft_hjb_aux,nan,nan,False,n/a,-5.0235149408294095
1a,right_stem,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-2.548119270107196
1a,stem_left,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-3.6586316946039132
1a,stem_right,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-5.476787445609781
1b,stem_left,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-1.1982385960429631
1b,stem_right,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-7.148736643065544
2,stem_left,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-2.139791340064251
2,stem_right,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-3.0577028378502757
2_dense,right_left,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-5.318446808432952
3,left_right,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-2.2497434360193846
3,right_left,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-4.3744212295632074
4,stem_left,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-1.6037586465474847
4,stem_right,mean_ttc,rule_based,eikonal_aux,nan,nan,False,n/a,-6.050992466898864
1a,right_stem,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-2.13342322066887
1a,stem_left,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-2.6692721855711
1a,stem_right,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-1.9882274742886639
1b,stem_left,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-8.559875635264998
1b,stem_right,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-9.048862873379704
2,stem_left,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-5.389147961958704
2,stem_right,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-8.202077747767564
2_dense,right_left,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-8.570011264523679
3,left_right,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-2.8036579269823165
3,right_left,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-4.671343058874948
4,stem_left,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-8.019864904933442
4,stem_right,mean_ttc,rule_based,fusion_aux,nan,nan,False,n/a,-4.401114697801215
1a,right_stem,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-0.01634903762707442
1a,stem_left,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,0.6463907353878154
1a,stem_right,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-0.08363989769459308
1b,stem_left,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-2.8360338360851998
1b,stem_right,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-6.008028694672684
2,stem_left,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-3.2320035952450636
2,stem_right,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-3.443747613956876
2_dense,right_left,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-3.1504047926808956
3,left_right,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-1.9315673187494333
3,right_left,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-2.0976791027877835
4,stem_left,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-6.034683026122819
4,stem_right,mean_ttc,rule_based,cbf_aux,nan,nan,False,n/a,-3.5001835556922907
1a,right_stem,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.3887209224445765
1a,stem_left,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-0.9011860043185852
1a,stem_right,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,0.601909709763858
1b,stem_left,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.0544848409007257
1b,stem_right,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,0.5546494475458009
2,stem_left,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-4.432108860988466
2,stem_right,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-0.5662191923223933
2_dense,right_left,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,0.202019606812661
3,left_right,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,1.0229189558011391
3,right_left,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.5900016560871109
4,stem_left,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,-1.4634156768010005
4,stem_right,min_ttc,hjb_aux,soft_hjb_aux,nan,nan,False,n/a,0.3821469221704863
1a,right_stem,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,5.763437138482348
1a,stem_left,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.021928580860898
1a,stem_right,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.010412702495319
1b,stem_left,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.5642639401862046
1b,stem_right,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.12040448650021564
2,stem_left,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-5.458956764934311
2,stem_right,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.7132644856889547
2_dense,right_left,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.7579174883667456
3,left_right,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.619848435760566
3,right_left,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.2084440676371664
4,stem_left,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.142193996503371
4,stem_right,min_ttc,hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.4821405472991398
1a,right_stem,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,4.989999444247261
1a,stem_left,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-2.535768800576966
1a,stem_right,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-0.8623833477041406
1b,stem_left,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.51978035340338
1b,stem_right,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-0.44636803866135244
2,stem_left,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-4.44859685373508
2,stem_right,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-2.996171053531768
2_dense,right_left,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-0.05375261970746051
3,left_right,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.5031322597608576
3,right_left,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.3523731706649247
4,stem_left,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-3.322707760991518
4,stem_right,min_ttc,hjb_aux,fusion_aux,nan,nan,False,n/a,-1.4622716114183598
1a,right_stem,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,1.0212918558077138
1a,stem_left,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.6107431833281747
1a,stem_right,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.5023520700545538
1b,stem_left,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,0.44797301841850745
1b,stem_right,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,0.4113440233414867
2,stem_left,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.6505321229970765
2,stem_right,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.21212537164881015
2_dense,right_left,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,0.08317401952671775
3,left_right,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.5905387123390308
3,right_left,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.27048853881234997
4,stem_left,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,0.6201113378274797
4,stem_right,min_ttc,hjb_aux,cbf_aux,nan,nan,False,n/a,-0.005828312734306269
1a,right_stem,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,6.507587269991151
1a,stem_left,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,-2.7447971183398456
1a,stem_right,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,2.678780575612948
1b,stem_left,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,-4.371039023192058
1b,stem_right,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,2.921830048134713
2,stem_left,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,-3.5872758146527746
2,stem_right,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,3.1926369987069205
2_dense,right_left,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,0.3485751046491258
3,left_right,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,6.295048994884321
3,right_left,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,-2.0887444016510983
4,stem_left,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,0.0244838712526627
4,stem_right,min_ttc,hjb_aux,rule_based,nan,nan,False,n/a,3.8932985897225727
1a,right_stem,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.3887209224445765
1a,stem_left,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,0.9011860043185852
1a,stem_right,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-0.601909709763858
1b,stem_left,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.0544848409007257
1b,stem_right,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-0.5546494475458009
2,stem_left,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,4.432108860988466
2,stem_right,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,0.5662191923223933
2_dense,right_left,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-0.202019606812661
3,left_right,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-1.0229189558011391
3,right_left,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.5900016560871109
4,stem_left,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,1.4634156768010005
4,stem_right,min_ttc,soft_hjb_aux,hjb_aux,nan,nan,False,n/a,-0.3821469221704863
1a,right_stem,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,4.844040519891265
1a,stem_left,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-3.4698318377492217
1a,stem_right,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-4.551742087806808
1b,stem_left,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.8971168682760527
1b,stem_right,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.7549940184883537
2,stem_left,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.6501095700051596
2,stem_right,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.4116269439998557
2_dense,right_left,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.9871659688453939
3,left_right,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.543855394946592
3,right_left,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-0.7944629147594852
4,stem_left,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-1.451953605360748
4,stem_right,min_ttc,soft_hjb_aux,eikonal_aux,nan,nan,False,n/a,-2.096894293561272
1a,right_stem,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,4.093482923850439
1a,stem_left,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.9167406839297165
1a,stem_right,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.3587655111288668
1b,stem_left,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.8363507144070633
1b,stem_right,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.1242098443637623
2,stem_left,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-1.8825659335679636
2,stem_right,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-2.4293242062850147
2_dense,right_left,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.343411791169423
3,left_right,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-2.721306257269661
3,right_left,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-0.9919472565018043
4,stem_left,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-3.0632853493133387
4,stem_right,min_ttc,soft_hjb_aux,fusion_aux,nan,nan,False,n/a,-2.0539047329082183
1a,right_stem,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,0.22194973927008887
1a,stem_left,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,0.3754094830702992
1a,stem_right,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-0.9589188732605064
1b,stem_left,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,2.524441366371812
1b,stem_right,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,0.002355611694140633
2,stem_left,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,3.7609238346400806
2,stem_right,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,0.30679858788424885
2_dense,right_left,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-0.055921343779147314
3,left_right,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-1.273765177013216
3,right_left,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,1.1413894411918846
4,stem_left,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,4.318235754735881
4,stem_right,min_ttc,soft_hjb_aux,cbf_aux,nan,nan,False,n/a,-0.34361432601027786
1a,right_stem,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,5.5259298146359175
1a,stem_left,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,0.12443844316277963
1a,stem_right,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,2.1674380685134254
1b,stem_left,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,-6.139922515462971
1b,stem_right,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,4.716578536137908
2,stem_left,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,3.265713304653536
2,stem_right,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,3.9402151631445035
2_dense,right_left,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,0.2910244676284185
3,left_right,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,5.295672975914513
3,right_left,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,-1.7213454282894425
4,stem_left,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,3.8624417055325466
4,stem_right,min_ttc,soft_hjb_aux,rule_based,nan,nan,False,n/a,4.13893499775511
1a,right_stem,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,-5.763437138482348
1a,stem_left,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,4.021928580860898
1a,stem_right,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,4.010412702495319
1b,stem_left,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,1.5642639401862046
1b,stem_right,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,0.12040448650021564
2,stem_left,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,5.458956764934311
2,stem_right,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,1.7132644856889547
2_dense,right_left,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,0.7579174883667456
3,left_right,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,1.619848435760566
3,right_left,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,1.2084440676371664
4,stem_left,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,2.142193996503371
4,stem_right,min_ttc,eikonal_aux,hjb_aux,nan,nan,False,n/a,1.4821405472991398
1a,right_stem,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,-4.844040519891265
1a,stem_left,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,3.4698318377492217
1a,stem_right,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,4.551742087806808
1b,stem_left,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,0.8971168682760527
1b,stem_right,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,0.7549940184883537
2,stem_left,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,2.6501095700051596
2,stem_right,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,1.4116269439998557
2_dense,right_left,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,0.9871659688453939
3,left_right,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,2.543855394946592
3,right_left,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,0.7944629147594852
4,stem_left,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,1.451953605360748
4,stem_right,min_ttc,eikonal_aux,soft_hjb_aux,nan,nan,False,n/a,2.096894293561272
1a,right_stem,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.36071676194413516
1a,stem_left,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,1.602201750767155
1a,stem_right,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,2.803221134990938
1b,stem_left,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.0415743753248217
1b,stem_right,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.3454944735803656
2,stem_left,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.5404696764973935
2,stem_right,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.12928869385912894
2_dense,right_left,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.7736555705096575
3,left_right,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,0.46404292979878636
3,right_left,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.22846785859136284
4,stem_left,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.24020625841402518
4,stem_right,min_ttc,eikonal_aux,fusion_aux,nan,nan,False,n/a,-0.013238363967711858
1a,right_stem,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,-2.9593078237212858
1a,stem_left,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,3.7387092883789155
1a,stem_right,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,2.9629459041359256
1b,stem_left,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,2.805002267580338
1b,stem_right,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,0.540717981074049
2,stem_left,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,5.122792658596296
2,stem_right,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,1.5483108735838498
2_dense,right_left,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,0.7542436044542667
3,left_right,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,0.6203511214551364
3,right_left,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,1.0969415834521692
4,stem_left,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,3.0080473932474963
4,stem_right,min_ttc,eikonal_aux,cbf_aux,nan,nan,False,n/a,1.301569682551085
1a,right_stem,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,-0.03279306106782323
1a,stem_left,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,3.7415904281914965
1a,stem_right,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,6.1380710258759645
1b,stem_left,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,-3.3185462963912986
1b,stem_right,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,3.3566598824088283
2,stem_left,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,4.805177178055471
2,stem_right,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,3.2229739288907746
2_dense,right_left,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,1.0819700898902511
3,left_right,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,7.249322622145289
3,right_left,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,0.6631184647847183
4,stem_left,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,2.634762668744989
4,stem_right,min_ttc,eikonal_aux,rule_based,nan,nan,False,n/a,6.937332284226197
1a,right_stem,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,-4.989999444247261
1a,stem_left,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,2.535768800576966
1a,stem_right,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,0.8623833477041406
1b,stem_left,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,1.51978035340338
1b,stem_right,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,0.44636803866135244
2,stem_left,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,4.44859685373508
2,stem_right,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,2.996171053531768
2_dense,right_left,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,0.05375261970746051
3,left_right,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,1.5031322597608576
3,right_left,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,1.3523731706649247
4,stem_left,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,3.322707760991518
4,stem_right,min_ttc,fusion_aux,hjb_aux,nan,nan,False,n/a,1.4622716114183598
1a,right_stem,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,-4.093482923850439
1a,stem_left,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.9167406839297165
1a,stem_right,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.3587655111288668
1b,stem_left,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.8363507144070633
1b,stem_right,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.1242098443637623
2,stem_left,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,1.8825659335679636
2,stem_right,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,2.4293242062850147
2_dense,right_left,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.343411791169423
3,left_right,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,2.721306257269661
3,right_left,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,0.9919472565018043
4,stem_left,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,3.0632853493133387
4,stem_right,min_ttc,fusion_aux,soft_hjb_aux,nan,nan,False,n/a,2.0539047329082183
1a,right_stem,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.36071676194413516
1a,stem_left,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-1.602201750767155
1a,stem_right,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-2.803221134990938
1b,stem_left,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.0415743753248217
1b,stem_right,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.3454944735803656
2,stem_left,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.5404696764973935
2,stem_right,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.12928869385912894
2_dense,right_left,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.7736555705096575
3,left_right,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,-0.46404292979878636
3,right_left,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.22846785859136284
4,stem_left,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.24020625841402518
4,stem_right,min_ttc,fusion_aux,eikonal_aux,nan,nan,False,n/a,0.013238363967711858
1a,right_stem,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,-2.5833442736262113
1a,stem_left,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,2.2116039258077103
1a,stem_right,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,0.27256180277175635
1b,stem_left,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,2.7205105658878024
1b,stem_right,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,0.833302666457316
2,stem_left,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,4.158634289786061
2,stem_right,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,2.5290979216201084
2_dense,right_left,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,0.13488420795025086
3,left_right,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,0.3475662232421582
3,right_left,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,1.2547005511873643
4,stem_left,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,6.023638292572618
4,stem_right,min_ttc,fusion_aux,cbf_aux,nan,nan,False,n/a,1.2902258434901173
1a,right_stem,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,0.36187857456493305
1a,stem_left,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,2.1740669317924612
1a,stem_right,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,2.9417391463467144
1b,stem_left,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,-3.3231256779613525
1b,stem_right,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,3.5270495637184203
2,stem_left,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,3.8240438579870966
2,stem_right,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,7.184188806499771
2_dense,right_left,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,0.5407415381690048
3,left_right,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,9.87247094872281
3,right_left,min_ttc,fusion_aux,rule_based,nan,nan,False,n/a,0.8780160075063501
