scenario,maneuver,metric,method,n_method,n_baseline,mean,ci_low,ci_high,cohens_d,cohens_d_ci_low,cohens_d_ci_high,raw_p_welch,corrected_p_welch,significant_welch,marker_welch,raw_p_mwu,corrected_p_mwu,significant_mwu,marker_mwu,raw_p_paired,corrected_p_paired,significant_paired,marker_paired
1a,right_stem,mean_return,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_return,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_return,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_return,cbf_aux,60,0,449.94748987557927,427.33312943781925,472.62496330520224,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,collision_rate,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,collision_rate,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,collision_rate,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,collision_rate,cbf_aux,60,0,0.06749999999999999,0.051995833333333366,0.08383333333333334,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,success_rate,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,success_rate,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,success_rate,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,success_rate,cbf_aux,60,0,0.928,0.9128333333333333,0.9426666666666667,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_ttc,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_ttc,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_ttc,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,mean_ttc,cbf_aux,60,0,6.616301741639529,6.262566838902928,7.094674172941496,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,min_ttc,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,min_ttc,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,min_ttc,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,min_ttc,cbf_aux,60,0,0.13364066350707537,0.11087620151257303,0.15596397678206067,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,ttc_p10_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,ttc_p10_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,ttc_p10_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,ttc_p10_mean,cbf_aux,60,0,0.7048492261043592,0.6483133244147485,0.7619351949412542,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_entropy_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_entropy_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_entropy_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_entropy_mean,cbf_aux,60,0,0.5758693920302114,0.4612605247010077,0.6926904129634927,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,hard_brakes_per_ep_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,hard_brakes_per_ep_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,hard_brakes_per_ep_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,hard_brakes_per_ep_mean,cbf_aux,60,0,0.928,0.9128333333333333,0.9426666666666667,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,row_violations_per_ep_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,row_violations_per_ep_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,row_violations_per_ep_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,row_violations_per_ep_mean,cbf_aux,60,0,10.289666666666665,9.393308333333335,11.165179166666668,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_go_frac,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_go_frac,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_go_frac,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_go_frac,cbf_aux,60,0,0.7928139777992255,0.7461290117123318,0.8395213909954601,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_yield_frac,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_yield_frac,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_yield_frac,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,action_yield_frac,cbf_aux,60,0,0.0453485620811872,0.03643922628459132,0.05426827578888584,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,switching_rate_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,switching_rate_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,switching_rate_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,switching_rate_mean,cbf_aux,60,0,0.1413601732747754,0.10758686219427582,0.17627434058910538,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,decision_latency_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,decision_latency_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,decision_latency_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,right_stem,decision_latency_mean,cbf_aux,60,0,0.5896593829450972,0.21695156411049266,1.0744526162990444,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_return,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_return,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_return,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_return,cbf_aux,6,0,384.67058215896947,378.6449811404146,391.4274631481117,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,collision_rate,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,collision_rate,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,collision_rate,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,collision_rate,cbf_aux,6,0,0.07999999999999999,0.06,0.09666666666666666,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,success_rate,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,success_rate,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,success_rate,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,success_rate,cbf_aux,6,0,0.92,0.9033333333333333,0.94,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_ttc,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_ttc,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_ttc,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,mean_ttc,cbf_aux,6,0,6.229575127401343,5.745067998090426,6.848693842865924,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,min_ttc,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,min_ttc,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,min_ttc,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,min_ttc,cbf_aux,6,0,0.0018750957123210333,0.0008358206350010333,0.0030091720044202667,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,ttc_p10_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,ttc_p10_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,ttc_p10_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,ttc_p10_mean,cbf_aux,6,0,0.0983982539416061,0.08835441805114093,0.10824964142244164,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_entropy_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_entropy_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_entropy_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_entropy_mean,cbf_aux,6,0,0.4283995388645074,0.28680010069712436,0.569670989379537,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,hard_brakes_per_ep_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,hard_brakes_per_ep_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,hard_brakes_per_ep_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,hard_brakes_per_ep_mean,cbf_aux,6,0,0.92,0.9033333333333333,0.94,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,row_violations_per_ep_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,row_violations_per_ep_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,row_violations_per_ep_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,row_violations_per_ep_mean,cbf_aux,6,0,9.095,8.603333333333332,9.668333333333333,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_go_frac,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_go_frac,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_go_frac,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_go_frac,cbf_aux,6,0,0.8643232988839014,0.8177243690454389,0.9087313495849281,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_yield_frac,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_yield_frac,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_yield_frac,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,action_yield_frac,cbf_aux,6,0,0.08933584973221204,0.0730539017842654,0.10571508165406046,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,switching_rate_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,switching_rate_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,switching_rate_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,switching_rate_mean,cbf_aux,6,0,0.1308434356413887,0.058077766957857956,0.2041841581656881,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,decision_latency_mean,hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,decision_latency_mean,soft_hjb_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,decision_latency_mean,eikonal_aux,0,0,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_left,decision_latency_mean,cbf_aux,6,0,0.12833333333333335,0.09000000000000001,0.165,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,mean_return,hjb_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,mean_return,soft_hjb_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,mean_return,eikonal_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,mean_return,cbf_aux,60,60,408.3465345129073,404.67726037088477,412.1870400908981,-0.09955302848715153,-0.38983444700575515,0.33022404056525384,0.5870994291172511,0.5870994291172511,False,ns,0.1221712071156075,0.177357631671203,False,ns,0.4576021615369395,0.915204323073879,False,ns
1a,stem_right,collision_rate,hjb_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,collision_rate,soft_hjb_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,collision_rate,eikonal_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,collision_rate,cbf_aux,60,60,0.035166666666666666,0.030166666666666668,0.04033333333333333,-0.2697172440106944,-0.6289169590096322,0.08684970104618547,0.14247471740470513,0.28494943480941026,False,ns,0.21442160269392407,0.6432648080817722,False,ns,0.07324798940930458,0.21974396822791373,False,ns
1a,stem_right,success_rate,hjb_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,success_rate,soft_hjb_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
1a,stem_right,success_rate,eikonal_aux,0,60,nan,nan,nan,nan,nan,nan,nan,nan,False,n/a,nan,nan,False,n/a,nan,nan,False,n/a
