step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,121.0870813864251,10,-0.024363547563552856,19.01789093017578,0,0.0,12.26036542697475,0.0,1.5280065536499023,469.450635433197
45056,57.59303511934101,10,-0.020053327083587646,18.95879364013672,0,0.0,10.850032096487539,0.0,1.5071930885314941,454.8460886478424
86016,84.59899562907265,10,-0.03879791125655174,57.30817794799805,0,0.0,9.370400105841936,0.0,1.4534201622009277,465.38472414016724
126976,93.92073685906706,10,-0.0625605657696724,16.37118148803711,0,0.0,7.963088006564885,0.0,1.329649806022644,467.68105459213257
167936,88.03370756453924,10,0.024891391396522522,5.785635948181152,0,0.0,16.66105950810063,0.0,1.390363335609436,461.18705344200134
208896,86.20029529461628,10,0.016085155308246613,13.629877090454102,0,0.0,8.669733773045202,0.0,1.332796573638916,475.8641736507416
249856,74.5152047276446,10,-0.03129494935274124,21.52120590209961,0,0.0,17.392811610433377,0.0,1.3304433822631836,482.56794452667236
290816,70.5510838994115,10,0.010397914797067642,14.146631240844727,0,0.0,8.030471097758038,0.0,1.3489025831222534,477.52359533309937
331776,69.54692320284384,10,-0.23413658142089844,9.854477882385254,0,0.0,9.323997541916516,0.0,1.299724817276001,475.00944471359253
372736,73.83457343864981,10,0.02026800811290741,10.98331069946289,0,0.0,5.437573671570152,0.0,1.2423044443130493,451.97136926651
