iteration,total_steps,wall_time_seconds,iter_time_seconds,env_step_time_seconds,learn_step_time_seconds,residual_compute_time_seconds,L_total,L_policy,L_value,L_entropy,L_residual_optimality,L_residual_safety,L_distill,mean_reward,mean_episode_length,n_episodes,n_collisions,n_successes,n_timeouts,n_aborts,action_dist_stop,action_dist_creep,action_dist_yield,action_dist_go,action_dist_abort
1,4096,86.64449572563171,86.63728189468384,23.48002529144287,19.048877954483032,19.009097814559937,4.97249661386013,0.11293710768222809,3.3938891887664795,1.5193297863006592,1.0045939683914185,0.0,0.4610763490200043,-1350.21484375,500.0,8,0,0,8,0,0.098876953125,0.19775390625,0.19384765625,0.246337890625,0.26318359375
2,8192,262.4517421722412,98.7746901512146,20.50267219543457,33.07167434692383,33.03319716453552,2.815012589097023,-0.06286884844303131,1.4709782600402832,1.4961036443710327,0.9745748043060303,0.0,0.43232837319374084,-2168.22119140625,500.0,8,0,0,8,0,0.1064453125,0.2138671875,0.210693359375,0.27294921875,0.196044921875
3,12288,363.2018823623657,100.73649382591248,22.37463402748108,28.511975049972534,28.435658931732178,6.938014253973961,0.0496816486120224,4.473466873168945,1.3864881992340088,1.0494953393936157,0.0,1.3653703927993774,-1890.803466796875,500.0,8,0,0,8,0,0.11328125,0.216552734375,0.22509765625,0.311767578125,0.13330078125
4,16384,452.0778896808624,88.87477993965149,24.629597187042236,15.588226318359375,15.554061889648438,26.08516374230385,0.12497034668922424,21.412389755249023,1.3701107501983643,1.453754186630249,0.0,3.0940494537353516,572.9617919921875,500.0,8,0,0,8,0,0.095947265625,0.205078125,0.29443359375,0.339111328125,0.0654296875
5,20480,545.9846873283386,93.90021204948425,22.699277639389038,24.684035062789917,24.650269985198975,172.75209706276655,0.02913563698530197,39.19280242919922,1.418376088142395,103.47903442382812,0.0,30.051124572753906,2316.9560546875,500.0,8,0,0,8,0,0.10693359375,0.210205078125,0.24951171875,0.34033203125,0.093017578125
6,24576,638.3612806797028,92.36144280433655,22.11846899986267,22.79166007041931,22.753853797912598,62.17981778457761,0.02102886512875557,26.088180541992188,1.3188769817352295,2.42024827003479,0.0,33.650360107421875,2880.817138671875,500.0,8,0,0,8,0,0.106689453125,0.18359375,0.26171875,0.349609375,0.098388671875
7,28672,822.2344379425049,183.87135815620422,21.68696427345276,113.84758710861206,113.76754307746887,594.0122309438884,-0.0127517469227314,526.55224609375,1.2577080726623535,2.4700510501861572,0.0,65.002685546875,12619.6123046875,360.09090909090907,11,0,10,1,0,0.0673828125,0.205810546875,0.2705078125,0.404296875,0.052001953125
8,32768,962.4074575901031,140.16036081314087,25.20712685585022,58.64465618133545,58.60333776473999,582.2726015225053,0.11679068952798843,477.6275329589844,1.291722059249878,2.310328960418701,0.0,102.21794891357422,18318.201171875,333.5,12,0,12,0,0,0.09228515625,0.177734375,0.2607421875,0.4140625,0.05517578125
9,36864,1062.0190360546112,99.59195017814636,24.744450569152832,21.892008781433105,21.84888195991516,469.0565450042486,0.09024856984615326,308.09649658203125,1.256376028060913,3.765368700027466,0.0,157.10443115234375,21867.05078125,370.0,11,0,10,1,0,0.0830078125,0.197998046875,0.2333984375,0.421630859375,0.06396484375
10,40960,1170.2696998119354,108.23298358917236,25.910637140274048,25.91462206840515,25.864990234375,505.2886866554618,0.055139683187007904,358.4227294921875,1.2574419975280762,3.6488912105560303,0.0,143.16192626953125,22764.34375,299.61538461538464,13,0,12,1,0,0.082763671875,0.166259765625,0.20654296875,0.484619140625,0.059814453125
11,45056,1302.96098279953,132.6775004863739,25.364527940750122,52.036924600601196,51.9943311214447,1240.0886094272137,0.05145427584648132,413.7509460449219,1.1511328220367432,651.8392944335938,0.0,174.44691467285156,28464.361328125,291.84615384615387,13,0,13,0,0,0.08544921875,0.158447265625,0.20166015625,0.50634765625,0.048095703125
12,49152,1453.4320559501648,119.5065176486969,26.73969554901123,34.479328632354736,34.43908715248108,864.1516609415412,-0.014659859240055084,316.1873474121094,1.1240509748458862,442.078369140625,0.0,105.90060424804688,28191.72265625,258.73333333333335,15,0,15,0,0,0.06884765625,0.144287109375,0.1728515625,0.553955078125,0.06005859375
13,53248,1567.9506516456604,114.50148487091064,26.81410050392151,27.89783215522766,27.85049033164978,306.7037055492401,0.04829072952270508,227.88861083984375,1.113093376159668,2.651561975479126,0.0,76.11524200439453,31120.142578125,261.6666666666667,15,0,15,0,0,0.069091796875,0.15087890625,0.175537109375,0.561279296875,0.043212890625
14,57344,1660.118206501007,92.15453100204468,25.339152097702026,12.028590440750122,11.984983444213867,217.50654183328152,0.1030198186635971,170.86105346679688,1.1417734622955322,3.2230372428894043,0.0,43.31943130493164,32055.9140625,244.4375,16,0,16,0,0,0.07470703125,0.1357421875,0.150146484375,0.591796875,0.047607421875
15,61440,1751.0160365104675,90.85559916496277,26.67940330505371,9.03131365776062,8.98679518699646,241.47411342710257,0.05976506322622299,192.89138793945312,1.0925742387771606,2.635852575302124,0.0,45.887107849121094,32678.404296875,239.47058823529412,17,0,17,0,0,0.091552734375,0.13037109375,0.125244140625,0.60595703125,0.046875
16,65536,1848.7478351593018,97.727303981781,28.57890248298645,12.506677627563477,12.455960512161255,8077.910802170634,0.046658799052238464,181.02769470214844,1.1264948844909668,7855.04443359375,0.0,41.792015075683594,33697.33984375,240.52941176470588,17,0,17,0,0,0.0830078125,0.1484375,0.115966796875,0.609619140625,0.04296875
17,69632,1954.502194404602,105.73229885101318,26.48709201812744,20.917213916778564,20.86992311477661,830.377268821001,0.1234922707080841,210.76739501953125,1.1262611150741577,527.712890625,0.0,91.77349090576172,38777.6328125,243.8125,16,0,16,0,0,0.08251953125,0.140380859375,0.122802734375,0.601318359375,0.052978515625
18,73728,2057.1668717861176,102.64695811271667,27.092363357543945,16.95588183403015,16.904950380325317,404.9742776826024,-0.04344921559095383,268.3773498535156,1.1715954542160034,2.8517723083496094,0.0,133.78860473632812,39044.5859375,249.625,16,0,16,0,0,0.07568359375,0.139892578125,0.1396484375,0.595458984375,0.04931640625
19,77824,2168.0495636463165,110.88168239593506,25.009389638900757,31.72191882133484,31.675769567489624,756.198625959456,0.0109199658036232,195.44720458984375,1.0989139080047607,475.8743591308594,0.0,84.86614227294922,44616.484375,263.6666666666667,15,0,15,0,0,0.0771484375,0.14306640625,0.1298828125,0.6005859375,0.04931640625
20,81920,2270.824234008789,102.76174736022949,25.976987600326538,17.202549695968628,17.154987573623657,395.8405395373702,-0.0034081116318702698,231.90963745117188,1.0820238590240479,2.5066826343536377,0.0,161.42762756347656,39201.69921875,239.64705882352942,17,0,17,0,0,0.0771484375,0.136474609375,0.121826171875,0.623046875,0.04150390625
21,86016,2419.4565694332123,148.62145900726318,29.070250749588013,61.04583024978638,61.009549617767334,256.39765593223274,0.004409758374094963,165.83741760253906,1.146673321723938,2.205967426300049,0.0,88.34986114501953,39622.3828125,235.7058823529412,17,0,17,0,0,0.0810546875,0.1337890625,0.13134765625,0.616455078125,0.037353515625
22,90112,2613.448893547058,162.961895942688,31.319546699523926,66.02629685401917,65.96826100349426,246.78310070931911,-0.03796614706516266,175.3319091796875,1.0449289083480835,2.45505428314209,0.0,69.03410339355469,41340.16796875,233.0,17,0,17,0,0,0.07080078125,0.15185546875,0.138671875,0.6064453125,0.0322265625
23,94208,2733.9526855945587,120.44277548789978,28.477851629257202,28.76363468170166,28.730098485946655,314.6041028127074,0.04567333310842514,202.5138702392578,1.061848521232605,3.012866735458374,0.0,109.03169250488281,37587.078125,221.94444444444446,18,0,18,0,0,0.080322265625,0.115234375,0.154296875,0.6201171875,0.030029296875
24,98304,2862.388170003891,128.42296719551086,27.372584581375122,40.3232045173645,40.22386693954468,336.0273564644158,-0.018379490822553635,186.89132690429688,1.0092101097106934,1.8659874200820923,0.0,147.28842163085938,37464.85546875,219.27777777777777,18,0,18,0,0,0.072021484375,0.1357421875,0.13427734375,0.6337890625,0.024169921875
25,102400,3032.7566256523132,170.2840826511383,31.474289178848267,67.8302390575409,67.79701542854309,442.8183694034815,0.08738280832767487,273.3788146972656,0.9585374593734741,2.8098440170288086,0.0,166.54232788085938,28058.400390625,171.52173913043478,23,0,23,0,0,0.044921875,0.131103515625,0.141845703125,0.660400390625,0.021728515625
26,106496,3151.5740559101105,118.75445628166199,31.859862565994263,14.793726921081543,14.759618043899536,249.2778984569013,-0.009055707603693008,149.2268829345703,0.9395596981048584,2.153111696243286,0.0,97.9069595336914,23918.94140625,154.53846153846155,26,1,25,0,0,0.036376953125,0.143310546875,0.13916015625,0.6630859375,0.01806640625
27,110592,3291.468497276306,139.8625626564026,32.42625188827515,32.70150876045227,32.66947531700134,441.3538149520755,0.08817624300718307,315.64825439453125,0.8897770643234253,1.8575729131698608,0.0,123.75981140136719,21273.5,138.3793103448276,29,3,26,0,0,0.031982421875,0.12060546875,0.131591796875,0.70068359375,0.01513671875
28,114688,3437.918733358383,146.4189908504486,32.494510650634766,38.48557209968567,38.44576811790466,77.23559530824423,0.10265525430440903,52.181724548339844,0.8455703854560852,1.8938519954681396,0.0,23.057363510131836,22161.701171875,136.33333333333334,30,0,30,0,0,0.0302734375,0.123046875,0.1181640625,0.71875,0.009765625
29,118784,3637.1407165527344,199.21421670913696,35.451759576797485,84.87454771995544,84.82844424247742,504.08315382152796,-0.0965980514883995,300.4538269042969,0.8730083703994751,1.8450961112976074,0.0,201.88082885742188,21284.06640625,126.375,32,4,28,0,0,0.027587890625,0.114013671875,0.117431640625,0.73291015625,0.008056640625
30,122880,3804.254007101059,167.07720160484314,34.713168144226074,52.99726438522339,52.95242953300476,460.388885460794,0.11655589193105698,367.698974609375,0.7771365642547607,1.9652540683746338,0.0,90.60810089111328,22138.50390625,129.61290322580646,31,2,29,0,0,0.02685546875,0.10986328125,0.1240234375,0.729248046875,0.010009765625
31,126976,3976.6416664123535,172.33401370048523,35.32459259033203,56.236722469329834,56.20134782791138,307.59635876119137,-0.07455278933048248,177.94493103027344,0.7930831909179688,2.2114694118499756,0.0,127.51451110839844,21836.568359375,121.66666666666667,33,3,30,0,0,0.019775390625,0.103759765625,0.111083984375,0.758056640625,0.00732421875
32,131072,4154.94870018959,148.27536368370056,34.81869339942932,34.81664824485779,34.74417448043823,368.4880547206849,0.015060631558299065,228.57302856445312,0.7078088521957397,2.3179495334625244,0.0,137.58201599121094,22722.14453125,126.53125,32,1,31,0,0,0.029052734375,0.1025390625,0.10546875,0.752197265625,0.0107421875
33,135168,4284.049546480179,129.06585144996643,33.71754813194275,19.4808406829834,19.412219047546387,190.8261977955699,0.07353680580854416,120.00994110107422,0.6846408843994141,1.974539041519165,0.0,68.76818084716797,22387.677734375,122.42424242424242,33,1,32,0,0,0.02099609375,0.075439453125,0.10888671875,0.783935546875,0.0107421875
34,139264,4416.712980031967,132.53091430664062,32.53598213195801,21.121042251586914,21.08389973640442,144.71416670084,0.059739649295806885,92.29181671142578,0.6856833696365356,1.890331745147705,0.0,50.4722785949707,22300.43359375,120.3529411764706,34,1,33,0,0,0.019287109375,0.09619140625,0.103271484375,0.775634765625,0.005615234375
35,143360,4565.117627382278,148.190669298172,34.51639723777771,34.05406403541565,34.00977659225464,458.2476070970297,-0.04329825937747955,298.4835205078125,0.7985044717788696,1.709560751914978,0.0,158.0978240966797,21579.720703125,116.0,35,3,32,0,0,0.02197265625,0.087646484375,0.093994140625,0.788330078125,0.008056640625
36,147456,4707.490948915482,142.35432887077332,33.063127517700195,29.504237413406372,29.4410400390625,466.0902594104409,0.03164801746606827,342.49029541015625,0.7811444401741028,1.918612003326416,0.0,121.64970397949219,21718.146484375,118.3529411764706,34,4,30,0,0,0.02783203125,0.100341796875,0.10400390625,0.755615234375,0.01220703125
37,151552,4845.2498691082,137.72211527824402,33.23157286643982,27.162933588027954,27.12140202522278,236.41124308854342,0.060696013271808624,165.1234130859375,0.7974244356155396,2.2438576221466064,0.0,68.9832763671875,21194.171875,118.55882352941177,34,5,29,0,0,0.02783203125,0.098388671875,0.114501953125,0.747802734375,0.011474609375
38,155648,4971.378087520599,126.1022036075592,33.3861026763916,11.45665693283081,11.415276765823364,555.1367092430592,0.014804154634475708,408.7629699707031,0.865330696105957,2.00274920463562,0.0,144.35618591308594,20949.9296875,117.38235294117646,34,4,30,0,0,0.025146484375,0.104248046875,0.10595703125,0.756591796875,0.008056640625
39,159744,5108.910591602325,137.51269245147705,32.24658274650574,27.044439792633057,27.000841856002808,861.4924618117511,0.026927601546049118,577.248291015625,0.8567577004432678,2.294269561767578,0.0,281.9229736328125,21273.984375,121.84848484848484,33,4,29,0,0,0.032958984375,0.10400390625,0.126220703125,0.722900390625,0.013916015625
40,163840,5241.339026689529,132.3903031349182,33.11258363723755,23.764186143875122,23.71902298927307,540.5218063518405,-0.03757704049348831,348.83209228515625,0.77032870054245,4.442684173583984,0.0,187.28460693359375,21751.4140625,125.65625,32,3,29,0,0,0.03857421875,0.1025390625,0.119384765625,0.72998046875,0.009521484375
41,167936,5413.945513486862,172.57774209976196,32.99443435668945,64.0803599357605,64.03549671173096,284.8655718713999,0.09326888620853424,170.6883544921875,0.825187087059021,1.9992316961288452,0.0,112.084716796875,21531.943359375,125.0625,32,3,29,0,0,0.033447265625,0.100341796875,0.09375,0.757080078125,0.015380859375
42,172032,5572.790816307068,128.85465288162231,35.58559989929199,14.317778825759888,14.281904935836792,213.88699969649315,-0.05942860245704651,133.41531372070312,0.8147705793380737,2.0932788848876953,0.0,78.43783569335938,21130.24609375,125.96875,32,3,29,0,0,0.02783203125,0.10498046875,0.098876953125,0.755615234375,0.0126953125
43,176128,5706.461874246597,133.65093612670898,32.72443604469299,24.91650390625,24.852606296539307,175.76559895277023,0.13798588514328003,102.12358093261719,0.8266478776931763,2.502880096435547,0.0,71.00115203857422,22777.1328125,130.0,31,1,30,0,0,0.028564453125,0.125732421875,0.096435546875,0.7333984375,0.015869140625
44,180224,5838.255221366882,131.78513407707214,31.22724986076355,26.95346760749817,26.90823221206665,427.33776838332415,0.12271196395158768,267.47967529296875,0.7944361567497253,1.7598257064819336,0.0,157.97555541992188,22556.890625,125.15625,32,2,30,0,0,0.02783203125,0.100830078125,0.11328125,0.7431640625,0.014892578125
45,184320,5967.303623199463,129.0200879573822,31.235462188720703,24.006815433502197,23.948033571243286,464.6565681770444,0.09059477597475052,259.43743896484375,0.8695684671401978,1.8993932008743286,0.0,203.22914123535156,21646.025390625,118.29411764705883,34,4,30,0,0,0.02978515625,0.10107421875,0.102294921875,0.758056640625,0.0087890625
46,188416,6085.556284666061,118.22476267814636,31.588592529296875,14.10465145111084,14.066841840744019,380.3467954955995,-0.03012639656662941,226.57774353027344,0.830153226852417,2.4635612964630127,0.0,151.3356170654297,23168.447265625,128.83870967741936,31,2,29,0,0,0.03564453125,0.10791015625,0.118408203125,0.718994140625,0.01904296875
47,192512,6227.572803735733,141.97976207733154,31.681575536727905,36.2023651599884,36.09976816177368,430.60307448357344,0.02450721710920334,297.1783752441406,0.8650753498077393,2.3188016414642334,0.0,131.08139038085938,23230.583984375,129.03225806451613,31,2,29,0,0,0.02685546875,0.115966796875,0.13037109375,0.710205078125,0.0166015625
48,196608,6352.552459001541,124.97291040420532,31.952751636505127,18.075088024139404,18.03851056098938,364.5920574963093,0.1221720278263092,207.4688262939453,0.8483309745788574,1.6161562204360962,0.0,155.38490295410156,21366.1796875,120.6969696969697,33,4,29,0,0,0.029541015625,0.113525390625,0.11083984375,0.730712890625,0.015380859375
49,200704,6477.130832672119,124.55855417251587,31.18898105621338,18.464547157287598,18.430305004119873,212.36603801697493,0.06043165177106857,115.07435607910156,0.8053905963897705,1.8823199272155762,0.0,95.34893035888672,21628.822265625,120.72727272727273,33,3,30,0,0,0.029296875,0.10107421875,0.114013671875,0.742919921875,0.0126953125
50,204800,6611.973824262619,134.8038203716278,32.13669991493225,26.37736201286316,26.342686653137207,450.27328999340534,-0.03201751410961151,290.6502380371094,0.8109420537948608,1.9042454957962036,0.0,157.75082397460938,21348.740234375,120.17647058823529,34,3,31,0,0,0.030517578125,0.088623046875,0.103271484375,0.764892578125,0.0126953125
51,208896,6735.408143758774,123.4289882183075,31.82704520225525,17.389479398727417,17.35383677482605,127.70295396447182,-0.07916209101676941,93.63856506347656,0.8421387672424316,1.8769761323928833,0.0,32.26657485961914,22933.416015625,122.39393939393939,33,1,32,0,0,0.028076171875,0.1015625,0.1201171875,0.735595703125,0.0146484375
