step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,-161.59613356432334,10,-0.12135103344917297,1.6352722644805908,0,0.0,10.744078915728874,0.1888522836691081,1.527101993560791,140.0477294921875,0.0,2.1054887771606445,1.9196250438690186,0.0,0.0,0.16684243083000183,0.16684243083000183,0.7363329529762268,750.992271900177
45056,129.48503321783826,10,-0.09928098320960999,590.1531982421875,0,0.0,5.811028199856398,0.0,1.2291388511657715,3.9307265281677246,0.05528007447719574,372.776123046875,57.956878662109375,0.0,0.0,224.0087890625,224.0087890625,0.4665011167526245,744.1748554706573
86016,219.7914054785588,10,0.1367276906967163,115.43280792236328,1,0.1,6.811362276124501,0.0,1.2594935894012451,3.252438545227051,0.0,211.31243896484375,37.664058685302734,0.0,0.0,62.16899871826172,62.16899871826172,0.5244404673576355,737.3674838542938
126976,276.72253116239,10,0.04266941547393799,41.84693908691406,0,0.0,6.345242871328751,0.0,1.232362985610962,3.277066230773926,0.0,152.31845092773438,32.427310943603516,0.0,0.0,29.16087532043457,29.16087532043457,0.45991045236587524,802.0095109939575
167936,309.70556183307974,10,0.07262743264436722,45.19115447998047,0,0.0,6.154572663320618,0.0,1.099082589149475,51.64008712768555,0.0,141.92506408691406,53.09743881225586,0.0,0.0,46.630218505859375,46.630218505859375,0.45361942052841187,809.1726155281067
208896,325.410181918553,10,-0.08785780519247055,37.29973602294922,0,0.0,5.836898701037623,0.0,1.0885374546051025,4.18442440032959,0.0,269.7301025390625,29.942947387695312,0.0,0.0,44.61780548095703,44.61780548095703,0.38450783491134644,814.5614857673645
249856,347.5528746021823,10,-0.10055485367774963,18.952489852905273,0,0.0,6.439871734541946,0.0,1.0598859786987305,12886.0576171875,0.0,148.98348999023438,22.815855026245117,0.0,0.0,27.972646713256836,27.972646713256836,0.46787509322166443,795.0539703369141
290816,361.5028486551229,10,0.18945826590061188,20.476165771484375,0,0.0,6.1555633323390895,0.0,1.0726474523544312,3.6785924434661865,0.0,157.62652587890625,21.698463439941406,1.0016180276870728,0.04453326016664505,37.47614669799805,37.47614669799805,0.43887269496917725,769.9305455684662
331776,371.30534870001566,10,0.28658604621887207,32.4012336730957,0,0.0,5.989334800854064,0.0,1.0972867012023926,2.8910303115844727,0.0,123.50301361083984,30.688209533691406,1.5216104984283447,0.03257337585091591,18.478485107421875,18.478485107421875,0.5374033451080322,778.1013855934143
372736,382.01629461573356,10,0.14271806180477142,22.233131408691406,0,0.0,6.698808303653951,0.0,0.9882569909095764,2.8233325481414795,0.0,103.6506118774414,20.532047271728516,2.6964406967163086,0.0026181479915976524,18.42978286743164,18.42978286743164,0.4373248815536499,793.4818971157074
