step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,soft_residual_mean,cbf_residual_mean,anchor_loss_optimality,anchor_loss_safety,bc_loss_optimality,bc_loss_safety,distill_loss,distill_gap,actor_align_kl,train_time_per_iter
4096,112.36851372524075,10,0.07889260351657867,0.4056808650493622,1,0.1,379.35318207360785,0.0,1.5248970985412598,1.4870846271514893,0.0,0.5527933835983276,0.44773241877555847,0.0,0.0,0.04018084704875946,0.04018084704875946,0.4454975128173828,1555.1948630809784
45056,37.70856113457926,10,-0.085176482796669,49.11167907714844,8,0.8,175.41415615908883,0.0,1.4497945308685303,2.8837547302246094,0.5568768978118896,114.01461791992188,66.71589660644531,0.0,0.0,22.069679260253906,22.069679260253906,0.45231056213378906,1453.1394491195679
86016,43.603914059258926,10,-0.040909167379140854,17.519840240478516,7,0.7,10.435271627256647,0.0,1.451943278312683,2.2127649784088135,0.19073046743869781,51.131099700927734,43.229881286621094,0.0,0.0,34.746402740478516,34.746402740478516,0.3374059796333313,1348.2380719184875
126976,39.491317464529494,10,-0.02634999342262745,36.86684799194336,8,0.8,9.238747158676745,0.0,1.4319448471069336,1.9442923069000244,0.2984352111816406,60.03316116333008,43.83026123046875,78.72024536132812,89.50161743164062,14.36341667175293,14.36341667175293,0.1937207281589508,1320.9269471168518
167936,49.106770765795545,10,0.02862222120165825,55.92230224609375,6,0.6,51.47168398003987,0.0,1.4536057710647583,123.7567138671875,0.4987615644931793,95.772705078125,80.80561065673828,0.0,0.0,25.5697078704834,25.5697078704834,0.40481919050216675,1434.5467550754547
208896,52.873038562253875,10,0.15016697347164154,109.51402282714844,4,0.4,10.712818799725893,0.0,1.4817917346954346,1.8612738847732544,0.5158559679985046,178.4939727783203,145.87457275390625,0.0,0.0,20.44268798828125,20.44268798828125,0.4085727035999298,1408.5705018043518
249856,69.41599691195185,10,0.0528414323925972,41.69411087036133,5,0.5,50.31575178938465,0.0,1.4418169260025024,1.958219289779663,0.6527517437934875,67.02973937988281,56.411293029785156,0.0,0.0,26.75667381286621,26.75667381286621,0.3178187310695648,1480.4918677806854
290816,63.47693754716252,10,-0.014775969088077545,71.919921875,10,1.0,5.292955681737698,0.0,1.473416805267334,11.710763931274414,0.7881618738174438,135.7205810546875,111.85458374023438,15.302166938781738,7.13198709487915,37.74650573730469,37.74650573730469,0.3378950357437134,1497.5994822978973
331776,61.148145483451486,10,-0.08085576444864273,107.57044219970703,10,1.0,4.940338606743649,0.0,1.4386413097381592,2.168736457824707,0.37235021591186523,114.58346557617188,75.36520385742188,0.0,0.0,24.385345458984375,24.385345458984375,0.24518409371376038,1539.3246672153473
372736,59.725155495653155,10,0.05728092044591904,23.880285263061523,9,0.9,11.683498165058117,0.0,1.506748080253601,2.0389132499694824,0.03093653731048107,44.014747619628906,24.958972930908203,0.0,0.0,12.794609069824219,12.794609069824219,0.38225382566452026,1557.1242082118988
