step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,cbf_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,-88.32301682763783,10,-0.2166658639907837,1.552096962928772,0,0.0,8.614408928630105,0.0,1.5203092098236084,0.003314271569252014,1.8161786794662476,0.0,0.2169119268655777,0.2169119268655777,339.3741900920868
45056,167.60569158618102,10,0.06313957273960114,657.8534545898438,0,0.0,5.839428308427809,0.0,1.2568581104278564,0.084304079413414,122.05624389648438,0.0,452.8760070800781,452.8760070800781,348.65333008766174
86016,251.23059439078733,10,0.008193448185920715,185.32208251953125,1,0.1,6.892237501784108,0.0,1.0375680923461914,0.0,286.0186767578125,0.0,70.08851623535156,70.08851623535156,354.9623086452484
126976,296.02744579309046,10,-0.1301003098487854,173.86825561523438,0,0.0,6.535549680101535,0.0,0.4915961027145386,0.0,92.72399139404297,12.095256805419922,127.5968017578125,127.5968017578125,391.41910457611084
167936,313.86793663447236,10,0.08974038064479828,206.67520141601562,1,0.1,6.095916587822141,0.0,0.5170713067054749,0.0,156.63037109375,0.0,87.18380737304688,87.18380737304688,389.9141001701355
208896,327.9179138620603,10,0.0026692040264606476,167.28895568847656,1,0.1,6.352467614452758,0.0,0.3168158531188965,0.07859471440315247,89.8947525024414,0.2502548098564148,102.02826690673828,102.02826690673828,392.3900239467621
249856,334.7940975960517,10,0.10348066687583923,141.00399780273438,1,0.1,5.845551778051186,0.0,0.3744569420814514,0.0,138.49160766601562,0.0,67.47113037109375,67.47113037109375,409.4976439476013
290816,342.7220853965452,10,0.20255888998508453,160.90403747558594,0,0.0,5.602250086858059,0.0,0.3057548701763153,0.0,146.1567840576172,2.7265095710754395,30.16263771057129,30.16263771057129,393.10695147514343
331776,345.89279257470685,10,-0.09046725183725357,115.51730346679688,1,0.1,5.8418313304168885,0.0,0.25188136100769043,0.0,110.88523864746094,0.044804155826568604,34.08208084106445,34.08208084106445,419.129864692688
372736,352.66531331723615,10,0.1126931831240654,125.17695617675781,0,0.0,5.903494342889014,0.0,0.26532208919525146,0.0,129.24578857421875,0.0,12.804661750793457,12.804661750793457,401.4938631057739
