step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,159.9159292387008,10,-0.008104728534817696,23.258983612060547,8,0.8,6.402178808407488,0.0,1.4537776708602905,490.0468382835388
45056,116.03548812560783,10,0.14563646912574768,61.5940055847168,7,0.7,7.7272401629831275,0.0,1.3516086339950562,486.72539830207825
86016,104.79212749468275,10,-0.19359737634658813,54.38941955566406,4,0.4,10.388635318648893,0.0,1.322089433670044,502.87241673469543
126976,96.05463955117179,10,-0.03009124845266342,99.34193420410156,8,0.8,7.716551369376892,0.0,1.2135980129241943,481.60266971588135
167936,104.01799842799782,10,0.07553131133317947,49.42465591430664,7,0.7,11.727207114283818,0.0,1.1357991695404053,496.00135040283203
208896,119.26255695744419,10,0.004978366196155548,34.7255859375,3,0.3,88.02794860226248,0.0,1.1921027898788452,502.0702199935913
249856,122.85541643856287,10,0.07333385944366455,42.822975158691406,7,0.7,72.40230883622658,0.0,1.1133793592453003,478.78505301475525
290816,123.30883725728044,10,-0.14031296968460083,56.76963424682617,9,0.9,7.914299683762344,0.0,1.1601452827453613,462.34014081954956
331776,128.87656924139034,10,-0.05684912949800491,81.34446716308594,5,0.5,9.722554191421738,0.0,1.0487990379333496,459.14500856399536
372736,141.82545877715702,10,-0.06295890361070633,43.86525344848633,4,0.4,7.6936101628114075,0.0,1.0631930828094482,468.1519384384155
