step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,70.60758244130461,10,0.05832064896821976,4.0954484939575195,0,0.0,15.323348543603641,0.0,1.499460220336914,1999.438684463501
45056,33.59894582379248,10,-0.10038962960243225,40.12290573120117,0,0.0,17.831721082219097,0.0,1.4263434410095215,1987.9770708084106
86016,42.039273262001736,10,-0.0538022518157959,14.616839408874512,0,0.0,17.060027541948838,0.0,1.4279942512512207,2046.1829903125763
126976,49.97178676190304,10,0.10449264198541641,10.283981323242188,0,0.0,6.658262598039082,0.0,1.4063103199005127,2006.9410123825073
167936,51.661713494999375,10,-0.05689982324838638,8.973830223083496,0,0.0,8.720162557946903,0.0,1.394906759262085,2082.9209926128387
208896,48.523401486327565,10,0.06304840743541718,12.797794342041016,0,0.0,11.637211301926731,0.0,1.3097375631332397,2143.410056591034
249856,53.65479413113791,10,-0.10572130978107452,15.924330711364746,0,0.0,16.3195423271649,0.0,1.235614538192749,2144.70881152153
290816,49.01068096514339,10,0.09610360115766525,36.0431022644043,0,0.0,7.930767597201219,0.0,1.1901042461395264,1940.4499516487122
331776,48.871083080127455,10,-0.054195255041122437,15.993234634399414,0,0.0,14.565577123616194,0.0,1.2438620328903198,2011.336086988449
372736,61.54861672671268,10,0.10708542168140411,20.649372100830078,0,0.0,11.032735431650986,0.0,1.2921981811523438,2083.1254177093506
