file,method,aulc_return,aulc_collision_rate
results/tier_1_combined/tier1/2_dense_right_left_cbf_aux_nointent_s123/train_cbf_aux_2_dense_right_left.csv,cbf_aux,172.8458453004206,0.0
results/tier_1_combined/tier1/2_dense_right_left_cbf_aux_nointent_s42/train_cbf_aux_2_dense_right_left.csv,cbf_aux,13.203902020119168,0.0
results/tier_1_combined/tier1/2_dense_right_left_cbf_aux_nointent_s456/train_cbf_aux_2_dense_right_left.csv,cbf_aux,56.93592037313788,0.0
results/tier_1_combined/tier1/2_dense_right_left_cbf_aux_nointent_s789/train_cbf_aux_2_dense_right_left.csv,cbf_aux,63.74404398225318,0.0
results/tier_1_combined/tier1/2_dense_right_left_cbf_aux_nointent_s999/train_cbf_aux_2_dense_right_left.csv,cbf_aux,68.68063761560188,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_intent_s123/train_drppo_2_dense_right_left.csv,drppo,49.267753176604614,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_intent_s42/train_drppo_2_dense_right_left.csv,drppo,15.66711832993686,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_intent_s456/train_drppo_2_dense_right_left.csv,drppo,39.556699807113645,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_intent_s789/train_drppo_2_dense_right_left.csv,drppo,10.68089630305353,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_intent_s999/train_drppo_2_dense_right_left.csv,drppo,3.691565348578168,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_nointent_s123/train_drppo_2_dense_right_left.csv,drppo,150.31609833054375,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_nointent_s42/train_drppo_2_dense_right_left.csv,drppo,-29.274561509161586,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_nointent_s456/train_drppo_2_dense_right_left.csv,drppo,80.26897885656373,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_nointent_s789/train_drppo_2_dense_right_left.csv,drppo,86.0647784077323,0.0
results/tier_1_combined/tier1/2_dense_right_left_drppo_nointent_s999/train_drppo_2_dense_right_left.csv,drppo,40.65071417547822,0.0
