step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,85.6007781737637,10,0.04609798640012741,58.96648406982422,7,0.7,25.752487843943264,0.0,1.4762511253356934,437.1874542236328
45056,58.607093396346855,10,-0.06059839203953743,47.63141632080078,10,1.0,7.112761544208441,0.0,1.444807529449463,415.2400891780853
86016,24.31151799343768,10,-0.0032153166830539703,41.879798889160156,10,1.0,4.340046718072837,0.0,1.3377034664154053,440.3097343444824
126976,44.70167287997265,10,0.01670302078127861,47.6756591796875,6,0.6,6.63024986936116,0.0,1.27919340133667,433.4147210121155
167936,49.29515280286046,10,-0.06665226072072983,31.60683822631836,8,0.8,41.0097053851186,0.0,1.2233233451843262,463.058367729187
208896,54.792327960818845,10,0.030674682930111885,17.08499526977539,9,0.9,7.86895749540297,0.0,1.147181749343872,472.95496916770935
249856,48.98727273873764,10,0.03141532093286514,59.64207458496094,10,1.0,4.541567672725826,0.0,1.2241920232772827,478.7926595211029
290816,57.32774645919027,10,-0.10871662199497223,154.15280151367188,5,0.5,7.69206830693862,0.0,1.1409401893615723,498.26868629455566
331776,57.382243720314165,10,0.19835896790027618,72.34410858154297,9,0.9,6.284600030829301,0.0,1.1239131689071655,501.4286048412323
372736,53.59714434780593,10,-0.026803594082593918,30.17605209350586,6,0.6,5.2060999828133845,0.0,1.1304738521575928,482.0303580760956
