step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,131.61420845884203,10,-0.030657149851322174,2.5360827445983887,1,0.1,174.3100196595352,0.0,1.47084641456604,1180.3266978263855
45056,70.0472292294209,10,-0.06659103184938431,120.48051452636719,10,1.0,4.385459183894372,0.0,1.3505860567092896,1212.9756433963776
86016,44.782368864409186,10,0.07069385796785355,57.410030364990234,9,0.9,5.906531498523096,0.0,1.350656270980835,1340.3424322605133
126976,51.17587234070917,10,0.09934988617897034,68.80748748779297,8,0.8,8.955086015906533,0.0,1.337117075920105,1394.456591129303
167936,50.92945775795007,10,0.14246878027915955,49.59239959716797,8,0.8,5.686506462960519,0.0,1.2940711975097656,1412.5325453281403
208896,40.49621486028057,10,-0.07262248545885086,24.7480411529541,10,1.0,4.218777211156028,0.0,1.2859952449798584,1366.5218732357025
249856,39.91131697856016,10,0.08809063583612442,149.81137084960938,8,0.8,4.488002044741341,0.0,1.274915099143982,1323.137571811676
290816,41.80418043248642,10,-0.12980926036834717,33.467445373535156,9,0.9,4.70269241554192,0.0,1.372746229171753,1332.3325202465057
331776,48.84545406244544,10,-0.055795490741729736,113.90132904052734,9,0.9,5.722204237442544,0.0,1.2447962760925293,1332.9660458564758
372736,56.217823160311944,10,-0.13051465153694153,78.1744384765625,10,1.0,5.6584528929020586,0.0,1.1901500225067139,1348.6923716068268
