step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,L_eik,L_bc_raw,L_bc_normalized,L_ground_raw,L_ground_normalized,L_distill,mean_rho,mean_T_succ,mean_T_coll,n_grounding_points,sigma_eik,sigma_bc,sigma_ground,alm_lambda,alm_mu,L_eik_alm_contribution,n_success_buffer,n_collision_buffer,n_intermediate_buffer,train_time_per_iter
4096,-42.568999999999996,10,-0.10850954055786133,1.2767658233642578,5,0.5,22.23465801072716,0.0,1.469740629196167,11.749005317687988,0.0,0.0,0.0,0.0,0.07264405488967896,3.192453145980835,0.0,0.0,0,0.0,0.9834741950035095,0.9834741950035095,0.0,1.0,69.01956176757812,0,0,0,677.5825362205505
45056,14.763038732607068,10,0.04185391217470169,115.94781494140625,4,0.4,9.768964925600345,0.0,1.4234864711761475,3.9488463401794434,778.9193115234375,282.22662353515625,1215.44482421875,187.51805114746094,0.05786528065800667,1.468543291091919,5.444019317626953,77.82307434082031,256,0.0,1.6613624095916748,2.5459723472595215,766.862460013479,625.0,7901.15576171875,80,1000,1000,693.7687664031982
86016,22.249793113626453,10,0.14155542850494385,34.718162536621094,6,0.6,10.085141702540774,0.0,1.4040613174438477,5.342883110046387,4064.982421875,1340.3157958984375,2203.43212890625,332.627685546875,0.06632828712463379,1.8126866817474365,17.358203887939453,39.76299285888672,256,0.0,1.7415242195129395,2.5737786293029785,230042.9206862552,10000.0,1371824.5,88,1000,1000,686.8552801609039
126976,57.98752356189452,10,-0.09045308828353882,41.894527435302734,7,0.7,6.579054482634927,0.0,1.406374216079712,4.637406349182129,4240.93212890625,1302.9259033203125,2168.09912109375,323.9565124511719,0.06140592694282532,1.463965654373169,23.626123428344727,39.825096130371094,256,0.0,1.8041706085205078,2.5870046615600586,516992.46266013663,10000.0,2505032.0,88,1000,1000,688.8279011249542
167936,65.20737514030884,10,-0.05709448084235191,53.82463455200195,8,0.8,49.71331353706196,0.0,1.4000719785690308,4.618906021118164,5353.00146484375,1410.18896484375,3035.5439453125,441.94390869140625,0.06633689254522324,1.467017650604248,20.50494384765625,29.99136734008789,256,0.0,1.9484201669692993,2.6208295822143555,781946.5107060475,10000.0,3718409.0,96,1000,1000,719.3649883270264
208896,67.30379713414487,10,0.12583371996879578,25.974260330200195,8,0.8,57.278014834312316,0.0,1.4258190393447876,3.935865879058838,5175.8232421875,976.17041015625,2939.94580078125,399.56439208984375,0.05272075533866882,1.2781554460525513,22.066875457763672,31.716419219970703,256,0.0,2.3028159141540527,2.71258807182312,1009910.8034474282,10000.0,4052328.75,96,1000,1000,719.5553107261658
249856,67.18206687116886,10,-0.04309476912021637,14.079519271850586,7,0.7,11.367169616404553,0.0,1.441882610321045,4.832372665405273,5058.0361328125,549.2059326171875,2715.3720703125,314.7359924316406,0.047145310789346695,1.562898874282837,28.892770767211914,35.202972412109375,256,0.0,3.0351600646972656,2.9373879432678223,1324159.7927510245,10000.0,6515592.5,112,1000,1000,700.975227355957
290816,68.60237278525753,10,0.11134608089923859,43.537391662597656,6,0.6,10.41536279593073,0.0,1.385628581047058,2.747124433517456,5293.56005859375,316.0155029296875,2190.863525390625,205.3786163330078,0.058917492628097534,0.9633363485336304,39.09202575683594,38.76249313354492,256,0.0,4.093410968780518,3.266303539276123,1609694.2186550675,10000.0,4459764.0,144,1000,1000,682.8920032978058
331776,67.06934421924512,10,0.03610937297344208,34.055511474609375,5,0.5,17.50681384170238,0.0,1.4680383205413818,7.448132514953613,5288.900390625,133.18223571777344,1568.048828125,98.43352508544922,0.04205585643649101,2.0422019958496094,56.53485107421875,54.35206985473633,256,0.0,6.302894592285156,3.991607904434204,1874558.8808562113,10000.0,14239336.0,224,1000,1000,682.0060606002808
372736,74.47692872890028,10,0.03833005577325821,31.27573585510254,4,0.4,13.019040816178556,0.0,1.4206610918045044,6.371969223022461,5275.8193359375,59.78605270385742,1432.471923828125,57.87429428100586,0.0417686402797699,1.9060438871383667,56.76525115966797,54.953102111816406,256,0.0,9.395214080810547,4.975560665130615,2190886.4721292136,10000.0,14163271.0,312,1000,1000,620.9689331054688
