step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,27.204433161754423,10,0.07591833174228668,0.774013876914978,0,0.0,10.53112971515856,0.3194745112954489,1.5246206521987915,597.2070121765137
45056,79.03855558176988,10,0.047392718493938446,253.30636596679688,0,0.0,9.216594175322411,0.0,1.2865978479385376,603.1844482421875
86016,184.93170372117993,10,0.012495167553424835,362.363037109375,0,0.0,5.552754957469391,0.0,0.6150857210159302,1047.581877231598
126976,236.27827779088494,10,0.02779507078230381,159.27706909179688,0,0.0,5.6545193545754175,0.0,0.24480637907981873,1082.9665746688843
167936,273.24622223270796,10,0.013779992237687111,264.3194580078125,0,0.0,6.136686132110477,0.0,0.28280872106552124,1091.6008231639862
208896,297.0915185272566,10,-0.12142488360404968,244.76551818847656,0,0.0,7.1244110917960555,0.0,0.16770441830158234,1158.8673758506775
249856,307.2640730233628,10,0.07452015578746796,197.39219665527344,1,0.1,6.456511768707661,0.0,0.31240424513816833,1223.4259836673737
290816,315.2645388954424,10,0.1363387554883957,194.9553680419922,1,0.1,5.681633777775345,0.0,0.3229866921901703,1241.3972487449646
331776,327.4482567959488,10,-0.06140577420592308,217.75772094726562,0,0.0,6.418824340278553,0.0,0.22071506083011627,1200.5574531555176
372736,327.8600711163539,10,0.06421016901731491,90.28506469726562,2,0.2,5.625913328928941,0.0,0.20693059265613556,1174.639119386673
