step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,hjb_residual_mean,anchor_loss,bc_loss,distill_loss,distill_gap,train_time_per_iter
4096,-118.60765306091275,5,-0.018801718950271606,89.77821350097656,0,0.0,11.286581759599482,0.5516518789214591,1.411438226699829,0.8120884299278259,53.241695404052734,0.0,32.73054122924805,32.73054122924805,16.761902809143066
8192,-132.78499527111518,5,0.1329258382320404,122.06343078613281,0,0.0,10.669992898637267,0.5476395627273463,1.0848026275634766,2202.692138671875,77.96662902832031,0.0,15.662649154663086,15.662649154663086,16.81262707710266
