step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,L_eik,L_bc_raw,L_bc_normalized,L_ground_raw,L_ground_normalized,L_distill,mean_rho,mean_T_succ,mean_T_coll,n_grounding_points,sigma_eik,sigma_bc,sigma_ground,alm_lambda,alm_mu,L_eik_alm_contribution,n_success_buffer,n_collision_buffer,n_intermediate_buffer,train_time_per_iter
4096,89.90459994087203,10,-0.09410861134529114,10.368514060974121,10,1.0,6.065821391654584,0.0,1.4982740879058838,11.892383575439453,23.622385025024414,15.36583137512207,23.634235382080078,15.37336540222168,0.03856217861175537,3.2023210525512695,0.0,95.14118957519531,128,0.0,1.2403732538223267,1.2403799295425415,0.0,1.0,70.71439361572266,0,473,0,660.0876688957214
45056,71.97292439632366,10,-0.08210881054401398,7.656909465789795,9,0.9,9.4993826050486,0.0,1.4329211711883545,6.737027168273926,1024.6087646484375,473.9649963378906,1390.97021484375,383.3762512207031,0.06758170574903488,2.059173345565796,11.423715591430664,72.72425842285156,256,0.0,1.4703092575073242,1.9047966003417969,1015.6520547196269,625.0,21026.080078125,32,1000,1000,681.8172388076782
86016,69.02944959754898,10,-0.08604754507541656,65.57898712158203,10,1.0,6.67188578231853,0.0,1.438816785812378,6.321231365203857,4159.32666015625,1891.1488037109375,2151.81591796875,588.9197998046875,0.0727800652384758,1.9336988925933838,26.53693389892578,42.25675964355469,256,0.0,1.4830286502838135,1.9115020036697388,284026.08430691436,10000.0,1995184.5,240,1000,1000,606.9938654899597
126976,74.76756661247005,10,0.0737370178103447,79.1551284790039,6,0.6,9.956812026406107,0.0,1.4216010570526123,6.589773178100586,6617.2783203125,2966.02099609375,3768.364990234375,1026.554443359375,0.05710119009017944,2.030369281768799,10.206972122192383,19.531692504882812,256,0.0,1.4936715364456177,1.9159594774246216,662588.7246311493,10000.0,4583435.0,432,1000,1000,598.8931317329407
167936,70.08354845882762,10,-0.09162523597478867,153.60760498046875,9,0.9,85.25354895247753,0.0,1.4204349517822266,8.967256546020508,8309.4189453125,3574.809326171875,4996.0478515625,1341.5701904296875,0.04518897458910942,2.5231451988220215,-2.7224268913269043,9.183048248291016,256,0.0,1.5246338844299316,1.9297856092453003,1014526.9460298903,10000.0,9499581.0,576,1000,1000,627.9961943626404
208896,68.99677112895647,10,0.0016607660800218582,113.4906005859375,8,0.8,77.83192348945295,0.0,1.4806849956512451,6.360334396362305,8040.1435546875,3094.581787109375,4773.423828125,1230.416015625,0.04106615111231804,1.8621125221252441,5.126832962036133,10.6407470703125,256,0.0,1.6119409799575806,1.9696807861328125,1327635.1002811305,10000.0,8646472.0,648,1000,1000,611.4659216403961
249856,67.46109693034306,10,0.07843206822872162,27.61503791809082,9,0.9,5.778520461498861,0.0,1.4449450969696045,6.084200859069824,8311.23046875,2478.22412109375,4991.509765625,1156.0301513671875,0.04866296797990799,1.910351037979126,4.0005879402160645,9.057818412780762,256,0.0,1.8314552307128906,2.0780041217803955,1665242.2650039978,10000.0,10316756.0,720,1000,1000,607.6129081249237
290816,72.6250885185906,10,0.03376271575689316,60.24881362915039,9,0.9,8.408442749379832,0.0,1.4812697172164917,5.292954444885254,6498.73486328125,1274.9537353515625,3863.900146484375,728.0293579101562,0.04733346775174141,1.6888476610183716,14.016014099121094,20.754966735839844,256,0.0,2.2579314708709717,2.3038928508758545,1964702.6261615418,10000.0,10539158.0,752,1000,1000,625.8209013938904
331776,71.30317702505475,10,-0.05752565711736679,59.74458312988281,9,0.9,4.982672993555485,0.0,1.4762009382247925,5.394784927368164,6078.57421875,587.2258911132812,3440.60693359375,421.224853515625,0.038290273398160934,1.644010305404663,19.960420608520508,24.681264877319336,256,0.0,3.217968225479126,2.858372688293457,2241542.0485914536,10000.0,12238156.0,784,1000,1000,641.7180118560791
372736,71.75259491911069,10,-0.03799016401171684,18.577152252197266,9,0.9,9.136461945397862,0.0,1.4100358486175537,4.24340295791626,5471.06640625,229.5150146484375,2765.44091796875,181.4839630126953,0.06609819084405899,1.368861436843872,30.17310905456543,32.53942108154297,256,0.0,4.883253574371338,3.904144287109375,2518494.4776140936,10000.0,10777019.0,784,1000,1000,656.4833538532257
