step,episode_return,episode_len,actor_loss,vf_loss,collision_count,collision_rate,mean_ttc,min_ttc,entropy,train_time_per_iter
4096,59.45113483512593,10,-0.13221977651119232,21.745418548583984,0,0.0,18.83450348212106,0.0,1.526498794555664,1981.1814863681793
45056,31.24738524826326,10,0.003707773983478546,21.98855209350586,0,0.0,14.79061313160744,0.0,1.4669780731201172,1836.4328782558441
86016,45.059292564089226,10,0.05728175863623619,25.30716323852539,0,0.0,10.369005079802633,0.0,1.3845324516296387,1967.2367322444916
126976,27.769661805751433,10,0.035122327506542206,24.582590103149414,0,0.0,20.980409945238648,0.0,1.376029372215271,1945.173368215561
167936,33.48074760986394,10,0.010896289721131325,14.7847318649292,0,0.0,9.335292836461347,0.0,1.323448657989502,2188.050583600998
208896,38.29771293460775,10,0.021830866113305092,22.757389068603516,0,0.0,11.362926173166292,0.0,1.3067861795425415,2077.2285742759705
249856,37.74122140762112,10,-0.004590705037117004,16.653017044067383,0,0.0,11.27153510757609,0.0,1.2848341464996338,2044.2666211128235
290816,43.551146194533004,10,-0.015177421271800995,23.227901458740234,0,0.0,14.381197088421809,0.0,1.300673007965088,2046.6982290744781
331776,47.406884019778175,10,-0.034040749073028564,13.860620498657227,0,0.0,11.09916411780814,0.0,1.3295228481292725,2013.2451813220978
372736,43.461358123903885,10,0.12478528916835785,15.423334121704102,0,0.0,20.017723560119375,0.0,1.1400939226150513,1828.2595188617706
